Município;Menor 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Idade ignorada;Total
260390 Carnaíba;-;-;-;-;-;-;1;-;-;-;-;-;-;1
260392 Carnaubeira da Penha;-;-;-;-;1;-;-;-;-;-;1;-;-;2
260400 Carpina;-;2;-;-;-;2;1;2;-;2;1;-;-;10
260410 Caruaru;-;1;-;2;6;8;7;5;7;5;7;13;-;61
260415 Casinhas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260420 Catende;-;-;-;-;-;-;1;-;-;-;-;-;-;1
260430 Cedro;-;-;-;-;-;-;1;-;1;-;-;-;-;2
260440 Chã de Alegria;-;1;-;-;-;-;-;-;-;-;-;-;-;1
260450 Chã Grande;-;-;-;-;-;-;1;-;-;-;-;-;1;2
260460 Condado;1;-;-;-;-;-;-;-;-;-;1;-;-;2
260470 Correntes;-;1;-;-;-;1;-;-;-;-;-;-;-;2
260480 Cortês;-;-;-;1;-;1;-;-;-;-;1;-;-;3
260490 Cumaru;-;-;-;-;-;-;-;-;1;1;-;1;-;3
260500 Cupira;-;-;-;-;-;2;-;-;1;-;-;-;-;3
260510 Custódia;-;-;-;-;-;-;1;-;-;-;-;-;-;1
260515 Dormentes;-;-;-;-;-;-;2;-;-;-;-;-;-;2
260520 Escada;2;1;-;-;1;1;1;1;1;2;3;-;1;14
260530 Exu;-;-;-;-;1;-;-;-;-;-;1;2;-;4
260540 Feira Nova;-;-;-;-;-;-;-;-;-;-;2;1;-;3
260545 Fernando de Noronha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260550 Ferreiros;-;-;-;-;-;-;-;-;-;-;-;1;-;1
260560 Flores;-;-;-;-;1;1;1;-;1;1;-;1;-;6
260570 Floresta;-;-;-;-;-;1;2;-;-;-;-;-;-;3
260580 Frei Miguelinho;-;-;-;-;-;-;-;1;-;-;-;-;-;1
260590 Gameleira;-;-;-;-;2;-;-;-;-;-;1;-;-;3
260600 Garanhuns;1;-;1;-;4;2;4;1;1;2;1;-;-;17
260610 Glória do Goitá;-;-;-;-;-;-;1;1;-;-;-;-;-;2
260620 Goiana;-;-;-;-;1;1;2;3;3;-;4;2;-;16
260630 Granito;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260640 Gravatá;-;-;-;-;-;3;3;-;3;1;2;5;-;17
260650 Iati;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260660 Ibimirim;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260670 Ibirajuba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260680 Igarassu;2;-;-;1;-;6;2;-;2;-;1;-;-;14
260690 Iguaracy;-;-;-;-;-;1;-;-;-;-;1;-;-;2
260760 Ilha de Itamaracá;-;-;-;-;1;1;-;-;1;-;1;2;-;6
260700 Inajá;-;1;-;-;-;1;1;-;-;-;1;-;-;4
260710 Ingazeira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260720 Ipojuca;2;-;-;-;-;1;3;2;2;1;1;2;-;14
260730 Ipubi;-;-;-;-;-;1;-;-;-;1;-;-;-;2
260740 Itacuruba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260750 Itaíba;1;-;-;-;1;-;1;-;-;1;1;-;-;5
260765 Itambé;-;-;-;-;-;-;2;1;-;-;-;1;-;4
260770 Itapetim;-;-;-;-;-;2;-;-;-;-;-;1;-;3
260775 Itapissuma;-;-;-;-;-;-;1;-;1;2;-;-;-;4
260780 Itaquitinga;-;-;1;-;-;-;-;-;-;-;-;-;-;1
260790 Jaboatão dos Guararapes;2;-;2;1;6;7;13;7;7;10;17;21;1;94
260795 Jaqueira;-;-;-;-;-;-;-;-;-;1;-;-;-;1
260800 Jataúba;1;-;-;-;-;-;-;-;-;1;-;-;-;2
260805 Jatobá;-;-;-;-;-;-;-;1;-;1;-;-;-;2
260810 João Alfredo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260820 Joaquim Nabuco;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260825 Jucati;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260830 Jupi;-;-;-;-;-;1;-;-;-;-;-;-;-;1
260840 Jurema;-;-;-;-;-;1;-;-;-;-;-;-;-;1
260850 Lagoa de Itaenga;-;-;-;-;1;-;-;1;1;1;-;1;-;5
260845 Lagoa do Carro;-;-;-;-;-;-;1;-;-;-;-;-;-;1
260860 Lagoa do Ouro;-;-;-;-;-;-;-;1;1;-;-;1;-;3
260870 Lagoa dos Gatos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260875 Lagoa Grande;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260880 Lajedo;1;-;-;-;2;3;1;1;1;-;1;1;-;11
260890 Limoeiro;-;-;-;-;-;-;1;1;-;1;-;-;-;3
260900 Macaparana;-;-;-;-;2;-;-;1;-;1;1;2;-;7
260910 Machados;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260915 Manari;-;-;-;-;-;1;-;-;-;-;-;-;-;1
260920 Maraial;-;-;-;-;1;-;-;-;-;1;-;-;-;2
260930 Mirandiba;-;-;-;-;-;-;-;1;-;-;-;-;-;1
261430 Moreilândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
260940 Moreno;-;-;-;-;1;1;2;1;1;1;-;5;-;12
260950 Nazaré da Mata;-;-;-;-;-;1;-;-;-;2;1;1;-;5
260960 Olinda;4;-;-;2;1;7;5;4;7;7;10;24;1;72
260970 Orobó;-;-;1;-;-;-;1;-;-;-;1;-;-;3
260980 Orocó;-;-;-;-;-;-;1;-;-;-;-;-;-;1
260990 Ouricuri;-;1;-;1;-;2;2;1;1;1;-;1;-;10
261000 Palmares;-;1;-;-;-;-;2;-;1;-;2;2;-;8
261010 Palmeirina;-;-;-;-;-;-;-;-;-;-;-;1;-;1
261020 Panelas;-;-;-;-;-;1;-;-;-;-;-;-;-;1
261030 Paranatama;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261040 Parnamirim;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261050 Passira;-;-;-;-;-;-;-;-;1;-;-;2;-;3
261060 Paudalho;-;-;-;-;1;2;2;-;1;1;-;3;1;11
261070 Paulista;1;1;-;1;-;9;7;5;7;5;6;22;-;64
261080 Pedra;-;-;-;-;-;-;-;1;-;-;-;-;-;1
261090 Pesqueira;-;-;-;-;-;-;3;-;1;1;-;5;-;10
261100 Petrolândia;-;-;-;-;-;-;-;-;2;-;-;-;-;2
261110 Petrolina;-;1;-;-;3;6;9;5;2;4;3;5;-;38
261120 Poção;-;-;-;-;-;-;1;-;-;1;-;-;-;2
261130 Pombos;-;-;-;-;-;-;-;1;-;-;-;-;-;1
261140 Primavera;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261150 Quipapá;-;-;-;-;-;1;-;-;-;-;-;-;-;1
261153 Quixaba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261160 Recife;4;2;3;3;10;30;20;19;25;25;59;112;2;314
261170 Riacho das Almas;-;-;-;-;-;-;-;1;-;-;-;1;-;2
261180 Ribeirão;1;-;-;-;-;1;-;-;-;-;-;-;-;2
261190 Rio Formoso;-;-;-;-;1;-;-;-;1;-;-;-;-;2
261200 Sairé;-;-;-;-;-;-;-;-;-;-;-;1;-;1
261210 Salgadinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261220 Salgueiro;-;-;1;-;-;-;-;1;1;-;-;3;-;6
261230 Saloá;-;1;-;-;-;-;-;-;-;-;-;2;-;3
261240 Sanharó;-;-;-;-;-;-;1;-;-;-;-;1;-;2
261245 Santa Cruz;-;-;-;-;1;-;-;-;-;-;-;-;-;1
261247 Santa Cruz da Baixa Verde;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261250 Santa Cruz do Capibaribe;-;1;-;-;1;3;2;-;2;-;-;4;-;13
261255 Santa Filomena;-;-;-;-;-;-;-;-;-;1;-;2;-;3
261260 Santa Maria da Boa Vista;-;-;-;1;-;-;-;-;-;-;-;-;-;1
261270 Santa Maria do Cambucá;-;1;-;-;-;1;-;-;-;-;-;-;-;2
261280 Santa Terezinha;-;-;-;-;-;-;-;1;-;-;-;-;-;1
261290 São Benedito do Sul;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261300 São Bento do Una;-;-;-;-;-;-;3;1;-;-;-;-;-;4
261310 São Caitano;-;-;-;1;-;1;2;-;-;1;-;-;-;5
261320 São João;-;-;-;-;1;-;-;-;-;-;-;-;-;1
261330 São Joaquim do Monte;-;-;-;-;-;-;1;-;-;-;-;1;-;2
261340 São José da Coroa Grande;-;-;-;-;-;1;2;1;-;-;1;-;-;5
261350 São José do Belmonte;-;-;-;-;1;1;-;-;-;1;-;-;-;3
261360 São José do Egito;-;-;-;-;-;-;1;2;1;-;-;1;-;5
261370 São Lourenço da Mata;-;-;-;1;-;-;2;2;1;-;3;2;-;11
261380 São Vicente Ferrer;-;-;-;-;-;1;-;-;-;-;-;-;-;1
261390 Serra Talhada;-;-;-;-;1;1;2;1;-;4;2;2;-;13
261400 Serrita;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261410 Sertânia;-;-;-;-;-;-;-;1;-;1;-;1;-;3
261420 Sirinhaém;-;-;-;-;-;2;-;1;1;-;-;-;-;4
261440 Solidão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261450 Surubim;1;-;-;-;-;1;1;-;1;1;-;2;-;7
261460 Tabira;-;1;-;-;1;-;-;2;-;-;-;-;-;4
261470 Tacaimbó;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261480 Tacaratu;-;-;-;-;-;-;1;-;-;-;1;-;-;2
261485 Tamandaré;-;-;-;1;-;-;-;-;-;-;-;1;-;2
261500 Taquaritinga do Norte;-;-;-;-;2;-;1;-;-;-;-;1;-;4
261510 Terezinha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261520 Terra Nova;-;-;-;-;1;1;-;1;-;-;-;-;-;3
261530 Timbaúba;-;-;-;2;1;2;2;-;-;-;-;2;-;9
261540 Toritama;-;-;-;-;-;-;1;-;-;-;-;-;-;1
261550 Tracunhaém;-;-;-;-;-;1;-;-;-;-;-;-;-;1
261560 Trindade;-;-;-;-;-;2;2;1;2;1;-;-;-;8
261570 Triunfo;-;-;-;-;-;-;-;-;-;-;1;-;-;1
261580 Tupanatinga;-;-;-;1;-;-;-;-;-;-;-;-;-;1
261590 Tuparetama;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261600 Venturosa;-;-;-;-;-;-;-;1;-;-;-;-;-;1
261610 Verdejante;-;-;-;-;-;1;-;-;-;-;-;-;-;1
261618 Vertente do Lério;-;-;-;-;-;-;-;-;-;-;-;-;-;-
261620 Vertentes;-;-;-;-;-;1;-;-;-;-;-;1;-;2
261630 Vicência;-;1;-;1;1;-;-;-;-;-;-;1;-;4
261640 Vitória de Santo Antão;-;-;1;-;4;3;2;-;1;1;1;3;-;16
261650 Xexéu;-;-;-;-;-;-;-;-;1;-;-;-;-;1
260000 Município ignorado - PE;-;-;-;-;2;2;3;1;-;2;1;-;3;14
270010 Água Branca;-;-;-;1;-;-;-;1;-;-;-;-;-;2
270020 Anadia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270030 Arapiraca;-;1;-;-;3;2;5;-;3;4;3;3;-;24
270040 Atalaia;-;-;-;-;-;-;-;1;-;-;-;1;-;2
270050 Barra de Santo Antônio;-;-;-;-;-;-;-;-;-;-;1;-;-;1
270060 Barra de São Miguel;-;-;-;-;-;-;-;-;1;-;1;-;-;2
270070 Batalha;-;-;-;-;-;-;-;1;-;-;-;-;-;1
270080 Belém;-;-;-;-;-;-;-;-;-;-;1;-;-;1
270090 Belo Monte;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270100 Boca da Mata;-;-;-;-;-;1;-;-;-;1;1;1;-;4
270110 Branquinha;-;-;-;-;-;1;-;-;-;-;-;-;-;1
270120 Cacimbinhas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270130 Cajueiro;-;2;-;-;-;1;2;-;-;-;-;-;-;5
270135 Campestre;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270140 Campo Alegre;-;1;-;-;-;-;-;-;-;1;-;1;-;3
270150 Campo Grande;-;-;-;-;-;1;-;-;1;-;-;-;-;2
270160 Canapi;-;-;-;-;-;1;1;-;-;-;-;2;-;4
270170 Capela;-;-;-;-;-;1;-;-;-;-;-;-;-;1
270180 Carneiros;-;1;-;-;-;-;-;-;-;-;-;-;-;1
270190 Chã Preta;-;-;-;-;-;-;-;-;-;-;1;-;-;1
270200 Coité do Nóia;-;-;-;-;-;-;1;-;-;1;-;-;-;2
270210 Colônia Leopoldina;-;-;-;-;-;1;-;-;1;-;-;-;-;2
270220 Coqueiro Seco;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270230 Coruripe;1;-;1;-;-;1;1;1;1;-;-;-;-;6
270235 Craíbas;-;1;-;-;-;-;-;-;-;-;-;-;-;1
270240 Delmiro Gouveia;-;1;-;-;-;2;-;-;-;-;1;-;-;4
270250 Dois Riachos;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270255 Estrela de Alagoas;-;-;-;-;-;1;-;1;-;-;-;1;-;3
270260 Feira Grande;-;-;-;-;-;-;-;-;-;-;-;1;-;1
270270 Feliz Deserto;-;-;-;-;-;2;-;-;-;-;-;-;-;2
270280 Flexeiras;-;-;-;-;-;1;-;-;-;-;-;-;-;1
270290 Girau do Ponciano;-;-;-;-;-;-;1;-;-;-;-;-;-;1
270300 Ibateguara;-;-;-;-;-;-;-;-;-;-;-;1;-;1
270310 Igaci;-;-;1;-;-;-;-;-;-;-;-;-;-;1
270320 Igreja Nova;-;-;-;-;-;-;-;-;1;-;-;1;-;2
270330 Inhapi;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270340 Jacaré dos Homens;-;-;-;-;-;-;-;1;-;-;-;-;-;1
270350 Jacuípe;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270360 Japaratinga;-;-;-;-;-;-;-;1;-;-;-;-;-;1
270370 Jaramataia;-;-;-;-;-;-;1;-;-;-;-;-;-;1
270375 Jequiá da Praia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270380 Joaquim Gomes;-;-;-;-;-;1;2;-;-;-;-;-;-;3
270390 Jundiá;-;-;-;1;-;-;-;-;-;-;-;-;-;1
270400 Junqueiro;-;1;-;-;1;-;1;-;-;-;1;1;-;5
270410 Lagoa da Canoa;-;-;-;-;-;-;-;-;-;1;-;1;-;2
270420 Limoeiro de Anadia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270430 Maceió;3;2;1;2;9;27;13;17;14;5;10;19;-;122
270440 Major Isidoro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270490 Mar Vermelho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270450 Maragogi;-;-;-;-;-;-;-;1;1;-;1;-;-;3
270460 Maravilha;-;-;-;-;1;-;-;1;1;-;-;-;-;3
270470 Marechal Deodoro;-;-;-;-;-;1;1;1;-;-;-;-;-;3
270480 Maribondo;-;-;1;-;-;-;-;-;-;-;1;1;-;3
270500 Mata Grande;-;1;-;-;-;-;1;-;-;-;-;-;-;2
270510 Matriz de Camaragibe;-;-;-;-;-;-;1;-;-;-;-;-;-;1
270520 Messias;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270530 Minador do Negrão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270540 Monteirópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270550 Murici;-;-;1;-;-;1;1;1;-;1;-;1;-;6
270560 Novo Lino;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270570 Olho d'Água das Flores;-;-;-;-;-;1;-;-;-;-;-;1;-;2
270580 Olho d'Água do Casado;-;-;-;-;-;-;-;1;-;-;-;-;-;1
270590 Olho d'Água Grande;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270600 Olivença;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270610 Ouro Branco;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270620 Palestina;-;1;-;-;-;-;-;-;-;-;-;-;-;1
270630 Palmeira dos Índios;-;-;-;-;2;1;4;-;-;3;-;3;-;13
270640 Pão de Açúcar;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270642 Pariconha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270644 Paripueira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270650 Passo de Camaragibe;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270660 Paulo Jacinto;-;-;-;1;-;-;-;-;-;-;-;-;-;1
270670 Penedo;-;-;-;-;1;1;-;-;-;-;2;-;-;4
270680 Piaçabuçu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270690 Pilar;-;-;-;-;-;1;-;-;-;-;-;1;-;2
270700 Pindoba;-;-;-;-;-;-;1;-;-;-;-;-;-;1
270710 Piranhas;-;-;-;-;1;1;2;-;-;-;-;-;-;4
270720 Poço das Trincheiras;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270730 Porto Calvo;-;-;-;-;-;-;-;-;2;-;1;1;-;4
270740 Porto de Pedras;-;-;-;-;1;-;-;-;-;-;-;-;-;1
270750 Porto Real do Colégio;-;-;-;-;-;-;1;-;-;1;-;-;-;2
270760 Quebrangulo;-;-;-;-;-;2;-;-;1;1;-;-;-;4
270770 Rio Largo;-;-;1;1;-;2;2;-;-;1;1;1;-;9
270780 Roteiro;-;-;-;-;-;-;-;1;-;-;-;-;-;1
270790 Santa Luzia do Norte;-;-;-;-;-;-;-;-;-;-;-;1;-;1
270800 Santana do Ipanema;-;-;-;-;-;1;-;-;1;-;1;1;-;4
270810 Santana do Mundaú;-;-;-;-;-;-;-;1;-;-;-;-;-;1
270820 São Brás;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270830 São José da Laje;-;-;-;-;-;-;1;-;-;-;-;1;-;2
270840 São José da Tapera;-;-;-;-;-;1;1;-;-;-;-;-;-;2
270850 São Luís do Quitunde;-;-;-;1;1;3;-;2;-;-;-;-;-;7
270860 São Miguel dos Campos;-;-;-;-;1;1;2;1;-;-;1;1;-;7
270870 São Miguel dos Milagres;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270880 São Sebastião;-;-;-;-;1;2;1;-;1;1;-;-;-;6
270890 Satuba;-;-;-;-;-;2;1;-;-;-;1;-;-;4
270895 Senador Rui Palmeira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
270900 Tanque d'Arca;-;-;-;-;-;-;-;-;1;1;-;-;-;2
270910 Taquarana;-;-;-;-;-;-;-;-;1;-;-;-;-;1
270915 Teotônio Vilela;-;-;-;-;1;1;1;-;-;1;-;-;-;4
270920 Traipu;-;-;-;1;-;-;-;-;-;-;-;-;-;1
270930 União dos Palmares;-;-;-;-;-;1;1;-;-;-;-;1;-;3
270940 Viçosa;-;-;-;-;-;1;-;1;-;1;-;1;-;4
270000 Município ignorado - AL;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280010 Amparo de São Francisco;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280020 Aquidabã;-;-;-;-;2;-;1;-;-;-;-;1;-;4
280030 Aracaju;1;2;1;1;6;8;14;7;7;6;12;27;-;92
280040 Arauá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280050 Areia Branca;-;-;1;-;-;-;-;-;1;-;-;1;-;3
280060 Barra dos Coqueiros;-;-;-;-;1;-;1;2;-;1;-;-;-;5
280067 Boquim;-;-;-;-;-;-;-;1;-;-;-;2;-;3
280070 Brejo Grande;-;1;1;-;-;-;-;-;-;-;1;-;-;3
280100 Campo do Brito;-;-;-;-;1;-;1;-;-;-;-;2;-;4
280110 Canhoba;-;-;-;-;-;-;-;-;-;-;-;1;-;1
280120 Canindé de São Francisco;-;-;-;-;-;-;1;-;-;-;-;1;-;2
280130 Capela;-;-;-;-;1;-;-;-;1;1;1;1;-;5
280140 Carira;-;1;-;-;1;-;-;-;-;1;1;2;-;6
280150 Carmópolis;-;-;-;-;-;-;-;-;-;-;-;1;-;1
280160 Cedro de São João;-;-;-;-;-;-;-;1;-;-;-;-;-;1
280170 Cristinápolis;1;-;-;-;-;-;-;1;-;-;2;-;-;4
280190 Cumbe;-;-;-;-;-;-;-;-;-;-;-;1;-;1
280200 Divina Pastora;-;-;-;-;-;-;-;-;-;-;-;1;-;1
280210 Estância;1;-;-;-;-;-;-;2;-;-;1;2;-;6
280220 Feira Nova;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280230 Frei Paulo;1;-;-;-;-;2;1;-;-;-;-;2;-;6
280240 Gararu;1;1;-;-;-;2;1;-;-;-;-;-;-;5
280250 General Maynard;-;-;-;-;-;-;-;-;-;1;1;-;-;2
280260 Gracho Cardoso;-;-;-;-;-;-;-;-;-;-;-;1;-;1
280270 Ilha das Flores;-;-;-;-;-;-;1;-;-;1;-;-;-;2
280280 Indiaroba;-;-;-;-;-;1;-;-;-;-;-;-;-;1
280290 Itabaiana;-;1;-;-;1;3;5;2;-;1;1;2;-;16
280300 Itabaianinha;-;-;-;-;-;1;1;1;1;1;-;-;-;5
280310 Itabi;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280320 Itaporanga d'Ajuda;-;-;-;-;-;-;-;1;-;-;2;2;-;5
280330 Japaratuba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280340 Japoatã;-;-;-;-;-;-;-;-;-;-;1;-;-;1
280350 Lagarto;-;-;-;-;1;2;2;1;2;-;5;5;-;18
280360 Laranjeiras;-;-;1;-;-;3;-;2;-;1;1;1;-;9
280370 Macambira;-;-;-;-;-;-;-;1;-;-;-;-;-;1
280380 Malhada dos Bois;-;-;-;-;-;-;-;-;-;-;1;1;-;2
280390 Malhador;-;-;-;-;-;-;-;2;-;-;-;1;-;3
280400 Maruim;-;-;-;-;-;1;-;-;-;-;-;1;-;2
280410 Moita Bonita;-;-;-;-;-;-;-;-;1;-;-;-;-;1
280420 Monte Alegre de Sergipe;-;-;-;-;-;-;-;-;-;-;2;-;-;2
280430 Muribeca;-;-;1;-;-;1;-;-;-;-;1;-;-;3
280440 Neópolis;-;-;-;-;-;1;-;-;-;-;1;2;-;4
280445 Nossa Senhora Aparecida;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280450 Nossa Senhora da Glória;-;-;-;1;-;-;1;-;-;-;-;-;-;2
280460 Nossa Senhora das Dores;-;-;-;-;1;1;-;-;-;-;-;1;-;3
280470 Nossa Senhora de Lourdes;-;-;-;-;-;-;1;-;-;-;-;-;-;1
280480 Nossa Senhora do Socorro;-;2;-;-;3;6;2;2;-;-;2;2;-;19
280490 Pacatuba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280500 Pedra Mole;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280510 Pedrinhas;-;1;-;-;-;-;-;-;-;-;1;-;-;2
280520 Pinhão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280530 Pirambu;-;-;-;-;-;1;-;-;-;-;-;-;-;1
280540 Poço Redondo;-;1;-;-;-;1;2;-;-;-;1;-;-;5
280550 Poço Verde;-;-;-;-;-;-;2;-;1;-;-;-;-;3
280560 Porto da Folha;-;-;-;-;-;-;1;-;-;-;-;2;-;3
280570 Propriá;-;-;-;-;-;-;2;1;1;1;-;1;-;6
280580 Riachão do Dantas;1;-;-;-;-;-;-;-;-;-;-;2;-;3
280590 Riachuelo;-;-;-;1;-;-;-;-;-;1;-;1;-;3
280600 Ribeirópolis;-;-;-;-;1;-;2;-;1;-;2;2;-;8
280610 Rosário do Catete;-;-;-;-;-;-;-;-;-;1;-;-;-;1
280620 Salgado;-;-;-;-;-;-;-;-;-;1;1;1;-;3
280630 Santa Luzia do Itanhy;-;-;-;-;-;1;-;-;-;1;-;1;-;3
280650 Santa Rosa de Lima;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280640 Santana do São Francisco;-;-;-;-;-;-;-;-;-;-;-;2;-;2
280660 Santo Amaro das Brotas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280670 São Cristóvão;-;-;-;-;2;2;2;5;-;1;1;2;-;15
280680 São Domingos;-;-;-;-;-;-;-;-;-;1;1;-;-;2
280690 São Francisco;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280700 São Miguel do Aleixo;-;-;-;-;-;-;-;1;-;-;-;-;-;1
280710 Simão Dias;-;-;1;2;-;2;1;-;-;-;3;2;-;11
280720 Siriri;-;-;-;-;-;-;-;-;-;-;-;1;-;1
280730 Telha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280740 Tobias Barreto;1;-;-;-;1;2;-;-;-;2;1;3;-;10
280750 Tomar do Geru;-;-;-;-;-;-;-;-;-;-;-;-;-;-
280760 Umbaúba;-;-;-;-;-;-;-;1;-;-;-;1;-;2
280000 Município ignorado - SE;-;-;-;-;-;-;1;-;1;-;-;-;-;2
290010 Abaíra;-;-;-;-;-;-;-;-;-;-;1;-;-;1
290020 Abaré;-;-;-;1;1;-;-;-;-;-;-;-;-;2
290030 Acajutiba;-;-;-;-;-;1;-;1;-;1;1;-;-;4
290035 Adustina;-;-;-;-;-;-;1;-;-;-;-;1;-;2
290040 Água Fria;-;-;-;-;-;-;-;-;1;-;-;-;-;1
290060 Aiquara;-;-;-;-;-;-;-;-;-;-;-;1;-;1
290070 Alagoinhas;2;-;-;-;1;4;4;3;2;4;1;8;-;29
290080 Alcobaça;-;-;2;1;-;2;-;1;-;-;-;-;-;6
290090 Almadina;-;-;-;-;1;-;-;-;-;-;-;-;-;1
290100 Amargosa;-;-;-;-;-;-;-;-;-;-;2;-;-;2
290110 Amélia Rodrigues;1;-;-;-;-;-;-;-;-;-;-;1;-;2
290115 América Dourada;-;1;-;-;-;-;-;-;-;-;-;-;-;1
290120 Anagé;-;1;-;-;-;-;-;-;-;-;2;2;-;5
290130 Andaraí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290135 Andorinha;-;-;-;-;-;-;-;-;1;1;1;1;-;4
290140 Angical;-;-;1;-;-;-;1;-;-;1;-;-;-;3
290150 Anguera;-;-;-;-;-;-;-;-;-;1;-;1;-;2
290160 Antas;-;-;-;-;-;-;-;-;-;-;1;-;-;1
290170 Antônio Cardoso;-;-;-;-;1;-;1;-;-;1;-;1;-;4
290180 Antônio Gonçalves;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290190 Aporá;-;-;-;-;-;1;-;-;1;-;-;-;-;2
290195 Apuarema;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290205 Araças;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290200 Aracatu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290210 Araci;-;-;-;-;-;1;-;-;-;-;-;-;-;1
290220 Aramari;-;-;-;-;-;-;-;-;-;-;1;-;-;1
290225 Arataca;-;-;-;-;1;-;-;-;-;-;-;-;-;1
290230 Aratuípe;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290240 Aurelino Leal;-;-;1;-;1;-;-;-;-;-;-;-;-;2
290250 Baianópolis;-;-;-;-;-;3;-;-;-;-;-;-;-;3
290260 Baixa Grande;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290265 Banzaê;-;-;-;-;-;-;-;-;-;-;-;-;-;-
290270 Barra;-;-;-;-;1;2;-;2;1;-;-;1;-;7
290280 Barra da Estiva;-;-;-;-;-;1;-;-;-;-;-;-;-;1
290290 Barra do Choça;-;-;-;1;-;-;1;-;-;-;-;1;-;3
290300 Barra do Mendes;-;-;-;-;-;-;-;-;-;-;-;1;-;1
290310 Barra do Rocha;-;-;-;-;-;-;-;1;-;-;-;1;-;2
