Município;Menor 1 ano;1 a 4 anos;5 a 9 anos;10 a 14 anos;15 a 19 anos;20 a 29 anos;30 a 39 anos;40 a 49 anos;50 a 59 anos;60 a 69 anos;70 a 79 anos;80 anos e mais;Idade ignorada;Total
314650 Pains;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314660 Paiva;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314670 Palma;-;-;-;-;-;-;-;-;-;1;-;1;-;2
314675 Palmópolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314690 Papagaios;-;-;-;-;-;4;-;1;-;-;-;-;-;5
314710 Pará de Minas;-;-;-;-;1;2;1;3;1;1;3;1;-;13
314700 Paracatu;-;-;-;-;1;1;2;1;2;-;-;1;-;8
314720 Paraguaçu;-;-;-;-;1;1;-;-;-;-;-;-;-;2
314730 Paraisópolis;-;-;-;-;-;-;-;-;-;-;-;1;-;1
314740 Paraopeba;-;-;-;-;-;-;-;-;2;-;-;1;-;3
314760 Passa Quatro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314770 Passa Tempo;-;-;-;-;-;-;1;1;-;-;-;-;-;2
314780 Passa-Vinte;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314750 Passabém;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314790 Passos;-;-;-;-;3;2;3;2;2;-;-;1;-;13
314795 Patis;-;-;-;-;-;-;-;-;1;-;-;-;-;1
314800 Patos de Minas;-;-;-;1;3;4;4;2;-;3;2;7;-;26
314810 Patrocínio;-;1;-;-;-;2;1;2;4;-;1;1;-;12
314820 Patrocínio do Muriaé;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314830 Paula Cândido;-;-;-;-;-;-;-;1;-;-;-;-;-;1
314840 Paulistas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314850 Pavão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314860 Peçanha;-;-;-;-;-;-;1;-;-;-;-;-;-;1
314870 Pedra Azul;-;-;-;-;2;1;-;-;-;-;1;-;-;4
314875 Pedra Bonita;-;-;-;-;-;-;-;-;-;-;1;-;-;1
314880 Pedra do Anta;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314890 Pedra do Indaiá;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314900 Pedra Dourada;-;-;-;-;-;-;-;-;1;-;-;-;-;1
314910 Pedralva;-;-;-;-;-;1;-;-;-;-;-;-;-;1
314915 Pedras de Maria da Cruz;-;-;-;-;-;1;1;-;-;-;-;1;-;3
314920 Pedrinópolis;-;-;-;-;-;-;-;1;-;-;-;-;-;1
314930 Pedro Leopoldo;-;-;-;1;-;-;1;1;-;1;-;2;-;6
314940 Pedro Teixeira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314950 Pequeri;-;-;-;-;-;-;-;-;-;-;-;1;-;1
314960 Pequi;-;-;-;-;-;-;-;-;-;-;-;-;-;-
314970 Perdigão;-;-;-;-;-;-;-;-;-;-;1;-;-;1
314980 Perdizes;-;-;-;-;-;-;-;-;1;-;-;-;-;1
314990 Perdões;-;-;-;-;-;1;-;1;-;-;-;-;-;2
314995 Periquito;-;-;-;-;-;1;-;-;-;-;-;2;-;3
315000 Pescador;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315010 Piau;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315015 Piedade de Caratinga;-;-;-;-;-;1;-;1;-;1;-;-;-;3
315020 Piedade de Ponte Nova;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315030 Piedade do Rio Grande;-;-;-;-;-;1;-;-;-;-;-;1;-;2
315040 Piedade dos Gerais;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315050 Pimenta;-;-;-;-;-;2;-;-;-;-;-;-;-;2
315053 Pingo-d'Água;-;-;-;-;-;-;1;-;-;-;-;-;-;1
315057 Pintópolis;-;-;-;1;-;-;-;-;-;-;-;-;-;1
315060 Piracema;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315070 Pirajuba;-;-;-;-;-;-;-;-;1;-;1;-;-;2
315080 Piranga;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315090 Piranguçu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315100 Piranguinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315110 Pirapetinga;-;-;-;-;1;-;-;1;1;-;1;-;-;4
315120 Pirapora;-;-;-;-;1;-;-;-;-;-;-;2;-;3
315130 Piraúba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315140 Pitangui;-;-;-;-;-;-;-;2;-;1;-;-;-;3
315150 Piumhi;-;-;-;-;-;-;-;-;2;1;-;-;-;3
315160 Planura;-;-;-;-;1;1;-;-;-;-;-;-;-;2
315170 Poço Fundo;-;-;-;-;-;-;2;-;1;-;-;-;-;3
315180 Poços de Caldas;-;-;-;-;1;6;-;3;2;3;6;10;-;31
315190 Pocrane;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315200 Pompéu;-;-;-;-;-;1;1;2;1;-;-;1;-;6
315210 Ponte Nova;-;-;-;-;2;-;-;-;1;-;1;2;-;6
315213 Ponto Chique;-;-;-;-;-;-;-;-;-;-;1;-;-;1
315217 Ponto dos Volantes;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315220 Porteirinha;-;-;-;-;-;-;1;-;-;-;1;-;-;2
315230 Porto Firme;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315240 Poté;-;-;-;-;2;1;-;-;-;1;-;-;-;4
315250 Pouso Alegre;-;-;-;-;1;2;2;1;2;1;3;5;-;17
315260 Pouso Alto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315270 Prados;-;-;-;-;-;-;-;-;1;-;-;-;-;1
315280 Prata;-;-;1;-;-;1;-;2;-;-;-;1;-;5
315290 Pratápolis;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315300 Pratinha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315310 Presidente Bernardes;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315320 Presidente Juscelino;-;-;-;-;-;1;-;-;-;1;-;-;-;2
315330 Presidente Kubitschek;-;-;-;-;-;-;-;-;1;-;-;-;-;1
315340 Presidente Olegário;-;1;-;-;-;1;1;1;-;-;-;-;-;4
315360 Prudente de Morais;-;-;-;-;-;1;-;-;-;-;-;-;-;1
315370 Quartel Geral;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315380 Queluzito;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315390 Raposos;-;-;-;-;-;3;-;-;-;-;-;-;-;3
315400 Raul Soares;-;-;-;-;-;2;-;1;1;-;-;-;-;4
315410 Recreio;-;-;-;-;-;1;-;1;-;-;1;-;-;3
315415 Reduto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315420 Resende Costa;-;1;-;-;-;-;-;-;-;-;-;-;-;1
315430 Resplendor;-;-;-;-;-;-;-;1;1;-;-;1;-;3
315440 Ressaquinha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315445 Riachinho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315450 Riacho dos Machados;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315460 Ribeirão das Neves;1;-;-;3;4;6;9;8;4;1;2;5;-;43
315470 Ribeirão Vermelho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315480 Rio Acima;-;-;1;-;-;1;-;-;-;-;1;-;-;3
315490 Rio Casca;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315510 Rio do Prado;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315500 Rio Doce;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315520 Rio Espera;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315530 Rio Manso;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315540 Rio Novo;-;-;-;-;-;-;-;-;-;-;1;1;-;2
315550 Rio Paranaíba;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315560 Rio Pardo de Minas;-;-;-;-;-;-;-;1;-;-;1;-;-;2
315570 Rio Piracicaba;-;-;-;-;-;-;-;-;1;1;-;1;-;3
315580 Rio Pomba;-;-;-;1;-;-;-;-;-;-;1;2;-;4
315590 Rio Preto;-;-;-;-;-;-;-;-;1;-;-;-;-;1
315600 Rio Vermelho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315610 Ritápolis;-;-;-;-;1;-;-;-;-;-;-;-;-;1
315620 Rochedo de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315630 Rodeiro;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315640 Romaria;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315645 Rosário da Limeira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315650 Rubelita;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315660 Rubim;-;-;-;-;1;1;-;-;-;-;-;-;-;2
315670 Sabará;-;1;-;1;4;3;1;6;5;5;9;9;-;44
315680 Sabinópolis;-;-;-;-;-;-;2;-;-;-;-;-;-;2
315690 Sacramento;-;1;-;-;-;1;-;-;-;-;-;1;-;3
315700 Salinas;-;-;1;-;1;1;-;1;2;-;-;2;-;8
315710 Salto da Divisa;-;-;-;-;-;-;-;-;1;-;-;-;-;1
315720 Santa Bárbara;-;1;-;-;-;1;-;-;-;-;-;-;-;2
315725 Santa Bárbara do Leste;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315727 Santa Bárbara do Monte Verde;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315730 Santa Bárbara do Tugúrio;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315733 Santa Cruz de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315737 Santa Cruz de Salinas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315740 Santa Cruz do Escalvado;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315750 Santa Efigênia de Minas;-;-;-;-;-;1;-;-;-;-;-;-;-;1
315760 Santa Fé de Minas;-;-;-;-;-;-;-;-;-;-;1;-;-;1
315765 Santa Helena de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315770 Santa Juliana;-;-;-;-;-;-;-;-;1;-;-;-;-;1
315780 Santa Luzia;-;-;3;-;3;5;4;5;2;-;3;4;-;29
315790 Santa Margarida;-;-;-;-;-;-;-;-;1;-;-;-;-;1
315800 Santa Maria de Itabira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315810 Santa Maria do Salto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315820 Santa Maria do Suaçuí;-;-;-;-;1;-;-;-;-;-;-;1;-;2
315920 Santa Rita de Caldas;1;-;-;-;-;-;-;1;-;-;-;-;-;2
315940 Santa Rita de Ibitipoca;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315930 Santa Rita de Jacutinga;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315935 Santa Rita de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315950 Santa Rita do Itueto;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315960 Santa Rita do Sapucaí;-;-;-;-;-;-;-;1;-;-;-;-;-;1
315970 Santa Rosa da Serra;-;-;-;-;-;-;-;-;-;-;1;-;-;1
315980 Santa Vitória;-;1;-;1;-;-;-;-;-;1;-;-;-;3
315830 Santana da Vargem;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315840 Santana de Cataguases;-;-;-;-;-;-;-;1;-;-;-;-;-;1
315850 Santana de Pirapama;-;-;1;-;-;-;-;-;1;-;-;-;-;2
315860 Santana do Deserto;-;-;-;-;-;-;-;-;-;1;-;1;-;2
315870 Santana do Garambéu;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315880 Santana do Jacaré;-;-;-;-;-;-;-;-;1;-;-;-;-;1
315890 Santana do Manhuaçu;-;-;-;-;-;-;-;-;-;-;-;1;-;1
315895 Santana do Paraíso;-;-;-;-;-;-;1;-;-;-;-;1;-;2
315900 Santana do Riacho;-;-;-;-;-;-;-;-;-;-;-;-;-;-
315910 Santana dos Montes;-;-;-;-;-;1;-;-;-;-;1;-;-;2
315990 Santo Antônio do Amparo;-;-;-;-;1;-;2;1;-;-;1;-;-;5
316000 Santo Antônio do Aventureiro;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316010 Santo Antônio do Grama;-;-;-;-;-;-;1;-;-;-;-;-;-;1
316020 Santo Antônio do Itambé;-;-;-;-;-;-;-;-;-;-;1;-;-;1
316030 Santo Antônio do Jacinto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316040 Santo Antônio do Monte;-;-;-;-;-;-;-;-;1;-;-;-;-;1
316045 Santo Antônio do Retiro;-;-;-;-;-;-;1;-;-;-;-;1;-;2
316050 Santo Antônio do Rio Abaixo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316060 Santo Hipólito;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316070 Santos Dumont;-;-;-;-;-;2;-;2;1;1;1;3;-;10
316080 São Bento Abade;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316090 São Brás do Suaçuí;-;-;-;-;-;-;-;-;-;-;-;1;-;1
316095 São Domingos das Dores;-;-;-;-;-;-;-;1;-;-;-;1;-;2
316100 São Domingos do Prata;-;-;-;-;-;-;1;-;-;1;-;-;-;2
316105 São Félix de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316110 São Francisco;-;-;-;-;1;-;-;2;1;-;-;4;-;8
316120 São Francisco de Paula;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316130 São Francisco de Sales;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316140 São Francisco do Glória;-;-;-;-;1;-;-;-;-;-;-;-;-;1
316150 São Geraldo;-;-;-;-;-;-;-;1;-;-;-;-;-;1
316160 São Geraldo da Piedade;-;-;-;-;1;1;-;1;-;-;-;-;-;3
316165 São Geraldo do Baixio;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316170 São Gonçalo do Abaeté;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316180 São Gonçalo do Pará;-;-;-;-;-;-;-;-;-;-;1;1;-;2
316190 São Gonçalo do Rio Abaixo;-;-;-;-;-;1;-;-;1;-;-;-;-;2
312550 São Gonçalo do Rio Preto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316200 São Gonçalo do Sapucaí;-;1;-;-;-;-;1;-;-;-;-;-;-;2
316210 São Gotardo;-;-;-;-;-;2;-;1;-;1;-;-;-;4
316220 São João Batista do Glória;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316225 São João da Lagoa;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316230 São João da Mata;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316240 São João da Ponte;-;-;-;-;-;-;-;-;1;1;-;-;-;2
316245 São João das Missões;-;-;-;-;1;-;-;-;-;-;-;-;-;1
316250 São João del Rei;-;-;-;-;-;1;2;1;2;1;-;1;-;8
316255 São João do Manhuaçu;-;-;-;-;-;-;-;-;-;-;1;-;-;1
316257 São João do Manteninha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316260 São João do Oriente;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316265 São João do Pacuí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316270 São João do Paraíso;-;-;-;-;1;-;1;-;1;-;1;1;-;5
316280 São João Evangelista;-;-;-;-;-;-;-;-;-;1;-;1;-;2
316290 São João Nepomuceno;-;-;-;-;-;-;1;-;-;1;-;-;-;2
316292 São Joaquim de Bicas;-;-;-;-;1;1;2;-;-;1;2;-;-;7
316294 São José da Barra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316295 São José da Lapa;-;-;-;-;-;-;1;-;1;-;-;-;-;2
316300 São José da Safira;-;-;-;-;-;-;-;-;-;-;1;-;-;1
316310 São José da Varginha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316320 São José do Alegre;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316330 São José do Divino;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316340 São José do Goiabal;-;-;-;-;-;1;-;-;-;-;-;-;-;1
316350 São José do Jacuri;-;-;-;-;-;-;1;-;-;-;-;-;-;1
316360 São José do Mantimento;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316370 São Lourenço;-;-;-;-;-;2;-;-;-;-;1;-;-;3
316380 São Miguel do Anta;-;-;-;-;-;-;-;-;-;-;-;1;-;1
316390 São Pedro da União;-;-;-;-;-;-;1;-;-;-;-;-;-;1
316410 São Pedro do Suaçuí;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316400 São Pedro dos Ferros;-;-;-;-;-;-;-;-;-;-;1;1;-;2
316420 São Romão;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316430 São Roque de Minas;-;-;-;-;-;-;-;-;-;-;1;-;-;1
316440 São Sebastião da Bela Vista;-;-;-;-;-;-;-;-;-;-;-;1;-;1
316443 São Sebastião da Vargem Alegre;-;-;-;-;-;-;-;-;-;-;1;-;-;1
316447 São Sebastião do Anta;-;-;-;-;-;-;-;-;1;-;-;-;-;1
316450 São Sebastião do Maranhão;-;-;-;-;-;1;-;-;-;-;-;-;-;1
316460 São Sebastião do Oeste;-;-;-;-;-;1;-;-;-;-;-;-;-;1
316470 São Sebastião do Paraíso;-;-;-;-;-;1;1;-;1;-;1;-;-;4
316480 São Sebastião do Rio Preto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316490 São Sebastião do Rio Verde;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316520 São Thomé das Letras;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316500 São Tiago;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316510 São Tomás de Aquino;-;-;-;-;-;-;-;1;-;-;-;-;-;1
316530 São Vicente de Minas;-;-;-;-;1;-;-;-;-;-;-;-;-;1
316540 Sapucaí-Mirim;-;-;-;-;1;-;-;-;-;-;-;-;-;1
316550 Sardoá;-;-;-;-;-;-;1;1;-;-;-;-;-;2
316553 Sarzedo;-;-;-;-;-;2;1;-;1;-;-;1;-;5
316556 Sem-Peixe;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316557 Senador Amaral;-;-;-;-;-;-;-;-;1;-;-;-;-;1
316560 Senador Cortes;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316570 Senador Firmino;-;-;-;-;1;-;-;-;-;-;-;1;-;2
316580 Senador José Bento;-;-;-;-;-;-;-;-;1;-;1;-;-;2
316590 Senador Modestino Gonçalves;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316600 Senhora de Oliveira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316610 Senhora do Porto;-;-;-;-;-;-;-;1;-;-;-;-;-;1
316620 Senhora dos Remédios;-;-;-;-;1;-;-;-;-;2;-;-;-;3
316630 Sericita;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316640 Seritinga;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316650 Serra Azul de Minas;-;-;-;-;-;1;-;-;-;-;-;-;-;1
316660 Serra da Saudade;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316680 Serra do Salitre;-;-;-;-;-;1;-;-;-;-;-;-;-;1
316670 Serra dos Aimorés;-;-;1;-;-;1;1;-;1;-;-;1;-;5
316690 Serrania;-;-;-;-;-;-;-;-;-;-;-;2;-;2
316695 Serranópolis de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316700 Serranos;-;-;-;-;-;-;-;1;-;-;-;-;-;1
316710 Serro;-;-;-;-;1;-;1;-;1;-;-;1;-;4
316720 Sete Lagoas;-;1;-;-;-;3;3;8;5;4;3;7;-;34
316555 Setubinha;-;-;-;-;-;-;-;-;-;1;-;1;-;2
316730 Silveirânia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316740 Silvianópolis;-;-;-;1;-;-;1;-;-;-;-;-;-;2
316750 Simão Pereira;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316760 Simonésia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316770 Sobrália;-;-;-;-;-;-;-;-;-;1;-;1;-;2
316780 Soledade de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316790 Tabuleiro;-;-;-;-;-;-;-;-;1;1;-;-;-;2
316800 Taiobeiras;-;-;-;-;-;1;-;3;-;-;1;1;-;6
316805 Taparuba;-;-;-;-;-;1;-;-;-;-;-;-;-;1
316810 Tapira;-;-;-;-;1;-;-;-;-;-;-;-;-;1
316820 Tapiraí;-;-;-;-;-;-;-;-;-;-;1;-;-;1
316830 Taquaraçu de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316840 Tarumirim;-;-;-;-;-;-;-;-;1;-;-;-;-;1
316850 Teixeiras;-;-;-;-;1;1;-;-;-;-;-;-;-;2
316860 Teófilo Otoni;1;-;-;-;1;4;3;3;5;2;3;3;-;25
316870 Timóteo;-;-;-;-;-;2;-;2;-;1;-;1;-;6
316880 Tiradentes;-;-;-;-;-;1;-;-;-;-;-;-;-;1
316890 Tiros;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316900 Tocantins;-;-;-;1;-;-;1;-;-;-;-;-;-;2
316905 Tocos do Moji;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316910 Toledo;-;-;-;-;-;-;1;-;-;-;-;-;-;1
316920 Tombos;-;-;-;-;-;-;-;-;-;-;-;1;-;1
316930 Três Corações;-;-;-;1;2;2;1;1;-;1;-;-;-;8
316935 Três Marias;-;-;-;-;2;4;2;-;2;1;-;2;-;13
316940 Três Pontas;-;-;1;-;-;1;2;-;-;-;-;-;-;4
316950 Tumiritinga;-;-;1;-;-;1;1;-;-;1;-;-;-;4
316960 Tupaciguara;-;-;-;-;1;1;2;-;1;-;1;1;-;7
316970 Turmalina;-;-;-;-;-;-;-;-;-;-;-;-;-;-
316980 Turvolândia;-;-;-;-;-;-;-;1;-;-;-;-;-;1
316990 Ubá;-;-;-;1;1;1;1;2;2;2;4;4;-;18
317000 Ubaí;1;-;-;-;-;-;-;-;-;-;-;-;-;1
317005 Ubaporanga;-;1;-;-;-;1;1;-;-;1;-;-;-;4
317010 Uberaba;-;1;-;2;5;5;8;5;4;5;2;9;-;46
317020 Uberlândia;-;2;1;2;7;14;17;8;10;4;9;20;-;94
317030 Umburatiba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
317040 Unaí;-;-;-;-;-;3;2;2;-;-;1;-;-;8
317043 União de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
317047 Uruana de Minas;-;-;-;-;-;-;-;-;-;-;-;-;-;-
317050 Urucânia;-;-;-;-;-;1;-;-;-;-;-;1;-;2
317052 Urucuia;-;1;-;-;-;-;1;-;-;1;-;-;-;3
317057 Vargem Alegre;-;-;-;-;-;-;1;-;-;-;1;-;-;2
317060 Vargem Bonita;-;-;-;-;-;-;-;-;-;-;-;-;-;-
317065 Vargem Grande do Rio Pardo;-;-;-;-;-;-;-;1;-;-;-;-;-;1
317070 Varginha;-;1;-;-;2;1;3;-;2;2;-;-;-;11
317075 Varjão de Minas;-;-;-;-;-;-;1;-;-;-;-;-;-;1
317080 Várzea da Palma;-;-;-;1;-;2;-;-;-;-;1;-;-;4
317090 Varzelândia;-;-;-;-;-;-;-;-;-;-;-;1;-;1
317100 Vazante;-;-;-;-;-;-;-;1;-;-;-;-;-;1
317103 Verdelândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
317107 Veredinha;-;-;-;-;-;-;-;-;-;-;-;-;-;-
317110 Veríssimo;-;-;-;-;-;-;-;-;-;-;-;-;-;-
317115 Vermelho Novo;-;-;1;-;-;-;-;-;-;-;-;-;-;1
317120 Vespasiano;-;-;-;1;-;4;2;4;1;-;1;-;-;13
317130 Viçosa;-;-;-;-;-;2;1;1;-;2;1;2;-;9
317140 Vieiras;-;-;-;-;-;-;-;-;-;-;-;-;-;-
317160 Virgem da Lapa;-;-;-;-;-;-;-;1;-;-;-;-;-;1
317170 Virgínia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
317180 Virginópolis;-;-;-;-;-;-;-;-;1;1;-;-;-;2
317190 Virgolândia;-;-;-;-;-;-;-;-;-;-;-;-;-;-
317200 Visconde do Rio Branco;-;-;-;-;-;2;-;1;-;-;-;1;1;5
317210 Volta Grande;-;-;-;-;-;-;-;-;-;-;-;-;-;-
317220 Wenceslau Braz;-;-;-;-;-;-;-;-;-;-;-;-;-;-
310000 Município ignorado - MG;-;1;-;-;-;2;1;-;2;-;-;-;2;8
320010 Afonso Cláudio;-;-;-;-;-;1;-;-;1;-;-;2;-;4
320016 Água Doce do Norte;-;-;-;-;-;1;-;2;-;-;1;-;-;4
320013 Águia Branca;-;-;-;-;-;-;-;-;-;-;1;-;-;1
320020 Alegre;-;-;-;-;-;-;-;1;1;2;1;-;-;5
320030 Alfredo Chaves;-;-;-;-;-;-;-;-;-;-;-;-;-;-
320035 Alto Rio Novo;-;-;-;-;-;1;-;-;-;1;-;1;-;3
320040 Anchieta;-;-;-;-;-;-;-;-;-;-;-;3;-;3
320050 Apiacá;-;-;-;-;-;-;-;-;-;-;1;1;-;2
320060 Aracruz;-;-;-;1;3;1;-;4;2;1;2;2;-;16
320070 Atilio Vivacqua;-;-;-;-;-;-;1;-;-;-;-;-;-;1
320080 Baixo Guandu;-;-;-;-;2;-;2;-;1;-;-;-;-;5
320090 Barra de São Francisco;-;1;-;-;-;-;2;1;-;-;-;-;-;4
320100 Boa Esperança;-;-;-;-;1;-;-;-;-;-;-;-;-;1
320110 Bom Jesus do Norte;-;-;-;-;-;-;1;2;-;-;1;-;-;4
320115 Brejetuba;-;-;-;-;-;-;-;-;-;-;-;-;-;-
320120 Cachoeiro de Itapemirim;1;-;1;2;4;5;3;4;-;2;4;9;1;36
320130 Cariacica;1;-;1;-;6;14;6;8;2;2;8;11;-;59
320140 Castelo;-;-;-;-;1;2;-;2;1;-;-;2;-;8
320150 Colatina;1;1;1;-;-;4;4;1;4;1;1;7;-;25
320160 Conceição da Barra;1;-;-;-;1;2;-;-;1;-;-;-;-;5
320170 Conceição do Castelo;-;-;-;-;-;1;-;1;-;-;-;-;-;2
320180 Divino de São Lourenço;-;-;-;-;-;-;-;-;-;-;-;-;-;-
320190 Domingos Martins;-;-;-;-;-;-;1;1;-;-;1;2;-;5
320200 Dores do Rio Preto;-;-;-;-;-;-;-;-;-;-;-;-;-;-
320210 Ecoporanga;-;1;-;-;-;1;3;-;-;-;-;-;-;5
320220 Fundão;-;-;-;-;2;-;-;1;-;-;-;1;1;5
320225 Governador Lindenberg;-;-;-;-;-;-;-;-;-;-;-;2;-;2
320230 Guaçuí;-;-;-;1;-;-;2;-;2;-;-;1;-;6
320240 Guarapari;-;-;-;-;-;2;2;1;2;3;1;6;-;17
320245 Ibatiba;-;-;-;1;-;-;2;1;1;-;1;1;-;7
320250 Ibiraçu;-;-;-;-;-;-;1;-;1;-;1;-;-;3
320255 Ibitirama;-;-;-;-;-;-;-;-;-;-;-;-;-;-
320260 Iconha;-;-;-;-;-;-;-;-;1;-;-;-;-;1
320265 Irupi;-;-;-;-;-;-;-;1;-;-;-;-;-;1
320270 Itaguaçu;-;-;-;-;-;1;-;1;-;-;-;2;-;4
320280 Itapemirim;1;-;-;-;-;1;1;1;-;-;-;-;-;4
320290 Itarana;-;-;-;-;1;-;-;-;-;-;-;-;-;1
320300 Iúna;-;-;-;-;-;1;-;-;-;-;1;-;-;2
320305 Jaguaré;-;-;-;-;-;-;-;3;-;-;-;-;-;3
320310 Jerônimo Monteiro;-;-;-;-;-;-;-;-;1;-;-;1;-;2
320313 João Neiva;-;-;-;-;-;-;-;-;1;-;-;1;-;2
320316 Laranja da Terra;-;-;-;-;-;-;-;-;-;-;-;-;-;-
