 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Faixa Etária
Sexo: Fem
Período:2010
"Município";"Menor 1 ano";"1 a 4 anos";"5 a 9 anos";"10 a 14 anos";"15 a 19 anos";"20 a 29 anos";"30 a 39 anos";"40 a 49 anos";"50 a 59 anos";"60 a 69 anos";"70 a 79 anos";"80 anos e mais";"Idade ignorada";"Total"
"316740 Silvianópolis";-;-;-;-;-;-;2;-;-;1;-;-;-;3
"316750 Simão Pereira";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"316760 Simonésia";-;-;-;1;1;-;-;-;2;-;1;-;-;5
"316770 Sobrália";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"316780 Soledade de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"316790 Tabuleiro";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"316800 Taiobeiras";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"316805 Taparuba";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"316810 Tapira";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"316820 Tapiraí";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"316830 Taquaraçu de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"316840 Tarumirim";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"316850 Teixeiras";-;-;-;-;1;1;1;-;-;-;1;-;-;4
"316860 Teófilo Otoni";1;1;-;-;2;2;3;3;1;3;1;8;-;25
"316870 Timóteo";-;-;-;-;-;2;2;-;2;-;1;1;-;8
"316880 Tiradentes";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"316890 Tiros";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"316900 Tocantins";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"316905 Tocos do Moji";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"316910 Toledo";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"316920 Tombos";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"316930 Três Corações";-;-;-;-;-;2;1;1;1;-;-;1;-;6
"316935 Três Marias";-;-;-;-;-;1;-;1;-;1;1;1;-;5
"316940 Três Pontas";-;-;-;-;-;3;3;-;1;-;-;2;-;9
"316950 Tumiritinga";-;-;-;-;-;1;-;2;1;1;1;-;-;6
"316960 Tupaciguara";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"316970 Turmalina";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"316980 Turvolândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"316990 Ubá";-;-;-;-;1;1;4;-;-;-;3;3;-;12
"317000 Ubaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"317005 Ubaporanga";-;-;-;-;1;-;-;-;-;-;1;-;-;2
"317010 Uberaba";-;-;-;-;2;5;5;4;8;6;11;17;1;59
"317020 Uberlândia";-;1;3;2;2;17;12;11;10;11;15;9;-;93
"317030 Umburatiba";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"317040 Unaí";-;-;-;-;-;2;-;-;2;1;1;2;-;8
"317043 União de Minas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"317047 Uruana de Minas";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"317050 Urucânia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"317052 Urucuia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"317057 Vargem Alegre";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"317060 Vargem Bonita";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"317065 Vargem Grande do Rio Pardo";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"317070 Varginha";-;-;-;2;2;1;1;-;-;1;1;-;-;8
"317075 Varjão de Minas";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"317080 Várzea da Palma";-;-;-;-;-;-;-;-;-;-;1;2;-;3
"317090 Varzelândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"317100 Vazante";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"317103 Verdelândia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"317107 Veredinha";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"317110 Veríssimo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"317115 Vermelho Novo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"317120 Vespasiano";1;-;-;-;4;1;3;2;3;1;3;2;-;20
"317130 Viçosa";-;-;-;1;-;-;1;3;-;1;1;1;-;8
"317140 Vieiras";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"317160 Virgem da Lapa";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"317170 Virgínia";-;-;-;-;1;-;-;1;1;-;-;-;-;3
"317180 Virginópolis";-;-;-;-;-;-;-;-;-;-;2;1;-;3
"317190 Virgolândia";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"317200 Visconde do Rio Branco";-;-;1;-;-;2;-;-;-;1;-;1;-;5
"317210 Volta Grande";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"317220 Wenceslau Braz";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"310000 Município ignorado - MG";1;-;-;-;-;1;4;-;-;1;1;-;1;9
"320010 Afonso Cláudio";-;-;-;-;-;-;-;-;-;1;-;1;-;2
"320016 Água Doce do Norte";-;-;-;2;-;-;-;-;-;-;-;-;-;2
"320013 Águia Branca";-;-;-;-;-;1;-;-;-;-;-;1;-;2
"320020 Alegre";-;-;-;-;-;-;-;1;1;-;-;2;-;4
"320030 Alfredo Chaves";-;1;-;-;-;-;1;-;-;1;-;2;-;5
"320035 Alto Rio Novo";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"320040 Anchieta";-;-;-;-;-;2;-;2;-;1;-;1;-;6
"320050 Apiacá";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"320060 Aracruz";-;-;-;1;3;4;5;2;1;2;1;2;-;21
"320070 Atilio Vivacqua";-;-;-;-;-;1;-;-;-;-;1;-;-;2
"320080 Baixo Guandu";-;-;2;-;1;1;2;-;-;-;-;1;-;7
"320090 Barra de São Francisco";-;-;-;-;-;-;1;-;1;1;1;1;-;5
"320100 Boa Esperança";-;-;-;-;-;1;-;3;-;-;-;1;-;5
"320110 Bom Jesus do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320115 Brejetuba";-;-;-;-;-;-;2;-;-;-;-;-;-;2
"320120 Cachoeiro de Itapemirim";1;-;2;2;-;6;4;5;1;1;1;9;-;32
"320130 Cariacica";-;-;2;3;7;13;20;8;9;6;7;9;1;85
"320140 Castelo";-;-;-;-;2;-;-;1;-;1;-;4;-;8
"320150 Colatina";-;-;-;-;1;5;-;4;5;1;-;3;-;19
"320160 Conceição da Barra";-;-;-;-;-;2;-;1;1;-;2;-;-;6
"320170 Conceição do Castelo";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"320180 Divino de São Lourenço";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"320190 Domingos Martins";-;-;-;-;1;1;1;-;1;-;1;1;-;6
"320200 Dores do Rio Preto";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320210 Ecoporanga";-;-;-;-;1;1;-;1;1;-;-;-;-;4
"320220 Fundão";-;-;1;-;-;1;-;1;2;-;-;-;-;5
"320225 Governador Lindenberg";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320230 Guaçuí";-;-;-;-;1;-;-;-;-;-;-;2;-;3
"320240 Guarapari";-;-;-;-;1;4;2;2;-;1;4;2;-;16
"320245 Ibatiba";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"320250 Ibiraçu";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"320255 Ibitirama";-;-;-;-;1;-;-;-;1;-;-;-;-;2
"320260 Iconha";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"320265 Irupi";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320270 Itaguaçu";-;-;-;-;-;-;1;-;-;-;-;2;-;3
"320280 Itapemirim";-;-;1;-;-;-;-;1;1;-;1;-;-;4
"320290 Itarana";-;-;-;-;-;-;-;-;-;-;-;2;-;2
"320300 Iúna";-;-;-;-;-;-;-;-;-;1;1;1;-;3
"320305 Jaguaré";-;-;1;-;2;1;5;-;-;-;-;1;-;10
"320310 Jerônimo Monteiro";-;-;-;-;-;-;-;1;-;-;1;1;-;3
"320313 João Neiva";-;-;-;1;-;3;1;-;-;-;1;1;-;7
"320316 Laranja da Terra";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320320 Linhares";1;1;1;1;2;5;7;3;2;-;-;1;-;24
"320330 Mantenópolis";-;-;-;-;-;-;-;1;-;1;-;1;-;3
"320332 Marataízes";-;-;-;-;-;-;1;-;1;2;1;1;-;6
"320334 Marechal Floriano";-;-;-;-;-;2;-;-;-;-;-;2;-;4
"320335 Marilândia";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"320340 Mimoso do Sul";-;-;-;-;-;-;-;1;-;-;-;1;-;2
"320350 Montanha";-;-;-;-;-;1;1;-;-;-;1;-;-;3
"320360 Mucurici";-;-;-;-;-;-;-;1;-;-;1;-;-;2
"320370 Muniz Freire";-;-;-;-;-;2;1;2;-;-;2;-;-;7
"320380 Muqui";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"320390 Nova Venécia";-;-;-;-;-;2;-;2;2;1;-;4;-;11
"320400 Pancas";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"320405 Pedro Canário";-;-;-;-;1;1;-;-;-;1;1;1;-;5
"320410 Pinheiros";-;-;-;-;-;1;3;1;1;-;-;2;-;8
"320420 Piúma";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"320425 Ponto Belo";-;1;-;-;-;1;1;-;-;-;-;2;-;5
"320430 Presidente Kennedy";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"320435 Rio Bananal";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"320440 Rio Novo do Sul";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320450 Santa Leopoldina";-;-;-;-;-;-;-;-;2;-;-;1;-;3
"320455 Santa Maria de Jetibá";-;-;-;-;-;2;-;1;-;1;-;4;-;8
"320460 Santa Teresa";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"320465 São Domingos do Norte";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320470 São Gabriel da Palha";-;-;-;-;1;1;-;-;-;-;-;4;-;6
"320480 São José do Calçado";-;-;-;-;-;-;-;-;-;1;1;-;-;2
"320490 São Mateus";-;-;-;-;-;1;7;3;2;1;-;2;-;16
"320495 São Roque do Canaã";-;-;-;-;-;-;1;-;-;-;-;1;-;2
"320500 Serra";2;4;1;-;7;20;12;10;6;7;4;10;-;83
"320501 Sooretama";-;-;-;-;2;2;1;-;-;-;-;2;-;7
"320503 Vargem Alta";-;-;-;-;-;1;-;-;-;-;-;1;-;2
"320506 Venda Nova do Imigrante";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320510 Viana";-;-;-;-;1;1;2;3;-;-;1;3;-;11
"320515 Vila Pavão";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"320517 Vila Valério";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"320520 Vila Velha";1;1;-;2;4;8;17;11;5;3;5;13;-;70
"320530 Vitória";2;-;-;1;2;10;3;7;9;3;3;24;-;64
"320000 Município ignorado - ES";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"330010 Angra dos Reis";1;1;5;3;1;7;4;6;2;2;3;3;-;38
"330015 Aperibé";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330020 Araruama";1;1;-;-;-;3;1;1;2;1;-;3;-;13
"330022 Areal";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"330023 Armação dos Búzios";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"330025 Arraial do Cabo";-;-;-;-;1;2;1;-;1;1;2;1;-;9
"330030 Barra do Piraí";-;-;-;-;2;1;1;1;1;1;2;6;-;15
"330040 Barra Mansa";-;1;-;-;1;4;2;2;5;1;2;7;-;25
"330045 Belford Roxo";2;-;2;1;-;6;5;2;1;11;11;11;1;53
"330050 Bom Jardim";-;-;-;-;-;-;-;-;-;1;-;-;-;1
"330060 Bom Jesus do Itabapoana";-;-;-;-;-;1;2;1;1;-;-;2;2;9
"330070 Cabo Frio";1;1;-;-;3;3;6;3;1;3;5;3;-;29
"330080 Cachoeiras de Macacu";-;-;-;-;-;1;-;-;-;-;3;2;-;6
"330090 Cambuci";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"330100 Campos dos Goytacazes";2;2;3;2;6;14;9;10;6;6;8;21;-;89
"330110 Cantagalo";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"330093 Carapebus";-;-;-;1;-;1;-;-;-;-;-;-;-;2
"330115 Cardoso Moreira";-;-;-;-;-;-;-;-;1;-;-;2;-;3
"330120 Carmo";-;-;-;-;-;-;-;1;-;-;-;1;-;2
"330130 Casimiro de Abreu";1;-;-;-;-;1;2;1;2;2;-;2;-;11
"330095 Comendador Levy Gasparian";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330140 Conceição de Macabu";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"330150 Cordeiro";-;-;-;-;-;-;-;1;-;-;1;1;-;3
"330160 Duas Barras";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330170 Duque de Caxias";4;3;-;4;8;17;7;17;13;12;21;38;-;144
"330180 Engenheiro Paulo de Frontin";-;-;-;-;-;-;-;-;1;1;1;-;-;3
"330185 Guapimirim";-;-;-;-;1;-;-;1;-;-;1;1;-;4
"330187 Iguaba Grande";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"330190 Itaboraí";-;-;1;1;3;7;3;1;2;1;-;7;1;27
"330200 Itaguaí";1;-;-;-;1;1;2;4;-;3;-;4;3;19
"330205 Italva";-;-;-;-;-;-;-;-;-;-;1;2;-;3
"330210 Itaocara";-;-;-;-;-;-;-;-;1;-;1;1;-;3
"330220 Itaperuna";-;-;-;-;1;2;-;-;-;1;7;7;-;18
"330225 Itatiaia";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"330227 Japeri";-;-;-;1;-;3;1;1;1;1;1;1;-;10
"330230 Laje do Muriaé";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330240 Macaé";1;-;2;1;1;7;8;5;4;1;2;9;-;41
"330245 Macuco";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"330250 Magé";-;1;-;1;2;4;1;1;3;5;3;9;1;31
"330260 Mangaratiba";-;-;-;-;-;1;-;-;-;1;2;2;-;6
"330270 Maricá";1;-;-;1;1;1;3;-;1;1;-;3;-;12
"330280 Mendes";-;-;1;-;-;-;-;2;1;-;-;-;-;4
"330285 Mesquita";-;1;1;2;-;2;1;1;2;4;6;4;-;24
"330290 Miguel Pereira";-;-;-;-;-;-;1;1;-;1;-;-;-;3
"330300 Miracema";-;-;-;-;-;-;-;4;-;-;1;-;-;5
"330310 Natividade";-;-;1;-;-;-;-;-;-;-;-;-;-;1
"330320 Nilópolis";2;1;1;1;-;4;3;-;-;4;4;7;-;27
"330330 Niterói";2;4;11;12;9;12;16;26;16;6;20;54;-;188
"330340 Nova Friburgo";-;-;-;-;2;3;4;6;3;1;6;8;-;33
"330350 Nova Iguaçu";6;1;1;-;2;12;9;8;9;10;19;24;-;101
"330360 Paracambi";-;-;-;-;-;1;1;-;-;1;-;1;-;4
"330370 Paraíba do Sul";-;-;-;-;-;1;-;1;-;-;1;2;-;5
"330380 Paraty";-;-;-;-;-;1;-;2;-;-;-;1;-;4
"330385 Paty do Alferes";1;-;-;-;-;1;-;-;-;2;-;2;-;6
"330390 Petrópolis";4;1;-;2;1;1;7;2;2;5;13;26;2;66
"330395 Pinheiral";-;-;-;-;-;1;-;-;1;-;-;1;-;3
"330400 Piraí";-;-;-;-;-;1;1;-;-;1;2;-;-;5
"330410 Porciúncula";-;-;-;-;-;-;-;-;-;1;-;3;-;4
"330411 Porto Real";-;-;-;-;-;2;-;-;-;-;-;1;-;3
"330412 Quatis";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330414 Queimados";1;-;-;1;-;3;2;2;6;2;-;1;-;18
"330415 Quissamã";-;-;-;-;-;-;-;-;1;-;-;1;-;2
"330420 Resende";-;-;1;-;-;3;2;3;3;-;1;4;-;17
"330430 Rio Bonito";1;-;-;-;-;2;-;-;-;-;2;6;-;11
"330440 Rio Claro";-;-;1;-;-;1;-;1;-;-;-;-;2;5
"330450 Rio das Flores";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"330452 Rio das Ostras";-;1;-;-;1;1;1;3;1;2;-;3;-;13
"330455 Rio de Janeiro";28;14;11;24;34;112;79;97;89;99;185;459;5;1236
"330460 Santa Maria Madalena";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"330470 Santo Antônio de Pádua";-;-;-;-;-;-;2;1;1;1;1;-;-;6
"330480 São Fidélis";-;-;-;-;-;2;2;-;-;-;1;4;-;9
"330475 São Francisco de Itabapoana";-;1;1;-;-;1;-;3;1;-;-;1;-;8
"330490 São Gonçalo";1;2;1;3;10;16;12;19;12;21;19;39;-;155
"330500 São João da Barra";1;-;-;-;-;1;2;-;2;-;-;-;-;6
"330510 São João de Meriti";2;1;-;-;3;5;9;7;11;7;11;17;-;73
"330513 São José de Ubá";-;-;-;-;-;1;-;1;-;-;-;-;-;2
"330515 São José do Vale do Rio Preto";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"330520 São Pedro da Aldeia";-;-;-;-;-;3;2;2;1;1;1;2;1;13
"330530 São Sebastião do Alto";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"330540 Sapucaia";-;-;-;-;-;1;-;2;-;-;-;1;-;4
"330550 Saquarema";-;-;-;-;1;2;-;-;-;1;1;3;-;8
"330555 Seropédica";-;-;-;-;-;1;-;1;3;1;3;1;-;10
"330560 Silva Jardim";1;-;-;-;-;-;-;-;-;-;1;2;-;4
"330570 Sumidouro";-;-;-;-;-;-;-;-;-;-;-;2;-;2
"330575 Tanguá";-;-;-;-;-;1;-;2;-;-;1;1;-;5
"330580 Teresópolis";1;1;1;-;2;4;2;9;5;3;3;11;-;42
"330590 Trajano de Moraes";-;-;-;-;1;-;-;-;-;-;-;2;-;3
"330600 Três Rios";-;-;-;-;1;1;2;1;-;-;2;4;-;11
"330610 Valença";-;-;-;1;-;-;-;2;4;1;2;4;-;14
"330615 Varre-Sai";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"330620 Vassouras";-;-;1;-;-;2;1;-;-;-;1;6;-;11
"330630 Volta Redonda";-;-;-;-;2;3;4;1;7;-;9;16;-;42
"330000 Município ignorado - RJ";-;-;-;-;2;1;3;1;2;4;3;1;50;67
"350010 Adamantina";-;-;-;-;-;1;1;-;1;-;1;-;-;4
"350020 Adolfo";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350030 Aguaí";-;-;-;-;-;-;1;1;-;-;3;2;-;7
"350040 Águas da Prata";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"350050 Águas de Lindóia";-;-;-;-;1;1;-;-;2;1;-;-;-;5
"350055 Águas de Santa Bárbara";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"350060 Águas de São Pedro";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350070 Agudos";-;-;-;1;-;1;2;-;1;-;-;1;-;6
"350075 Alambari";-;-;-;-;1;-;1;-;-;-;-;-;-;2
"350080 Alfredo Marcondes";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"350090 Altair";-;-;-;-;1;-;-;-;-;-;-;-;-;1
"350100 Altinópolis";-;-;-;-;-;-;-;1;-;-;3;-;-;4
"350110 Alto Alegre";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350115 Alumínio";-;-;-;-;-;1;-;-;-;1;-;-;-;2
"350120 Álvares Florence";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350130 Álvares Machado";-;-;-;-;-;-;-;-;-;1;-;1;-;2
"350140 Álvaro de Carvalho";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350150 Alvinlândia";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"350160 Americana";-;-;-;1;1;-;3;2;3;2;4;2;-;18
"350170 Américo Brasiliense";-;1;-;-;-;2;2;-;-;-;-;2;-;7
"350180 Américo de Campos";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350190 Amparo";-;-;-;-;1;-;1;1;-;-;1;4;-;8
"350200 Analândia";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"350210 Andradina";-;-;-;-;-;-;1;-;2;-;1;2;-;6
"350220 Angatuba";-;-;-;-;1;-;-;1;-;-;-;-;-;2
"350230 Anhembi";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350240 Anhumas";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"350250 Aparecida";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"350260 Aparecida d'Oeste";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350270 Apiaí";-;-;-;-;-;-;-;-;1;-;1;-;-;2
"350275 Araçariguama";-;-;-;-;1;1;-;-;-;-;-;-;-;2
"350280 Araçatuba";-;1;-;1;-;5;1;5;2;4;7;8;-;34
"350290 Araçoiaba da Serra";-;-;-;-;1;-;-;3;2;1;-;-;-;7
"350300 Aramina";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350310 Arandu";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350315 Arapeí";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350320 Araraquara";1;-;-;1;-;3;3;5;3;3;5;20;-;44
"350330 Araras";1;-;1;1;1;3;-;3;2;2;1;1;2;18
"350335 Arco-Íris";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"350340 Arealva";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"350350 Areias";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350360 Areiópolis";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"350370 Ariranha";-;-;-;-;-;1;1;-;-;-;-;1;-;3
"350380 Artur Nogueira";-;1;-;-;1;1;1;-;1;-;-;-;-;5
"350390 Arujá";-;-;-;-;1;1;1;1;1;1;1;4;-;11
"350395 Aspásia";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350400 Assis";-;-;-;-;-;-;-;-;-;1;-;2;-;3
"350410 Atibaia";-;1;-;-;4;3;2;4;1;2;4;6;-;27
"350420 Auriflama";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"350430 Avaí";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350440 Avanhandava";-;-;-;-;1;-;-;-;-;1;-;-;-;2
"350450 Avaré";-;-;-;-;1;3;2;-;-;1;-;-;-;7
"350460 Bady Bassitt";-;-;1;-;-;-;-;1;1;-;-;-;-;3
"350470 Balbinos";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"350480 Bálsamo";-;-;-;-;-;1;-;-;-;-;-;2;-;3
"350490 Bananal";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"350500 Barão de Antonina";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350510 Barbosa";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"350520 Bariri";-;-;-;-;-;-;1;-;-;-;-;3;-;4
"350530 Barra Bonita";-;-;-;-;-;1;-;1;-;-;-;2;-;4
"350535 Barra do Chapéu";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350540 Barra do Turvo";-;1;-;-;-;2;-;-;-;-;-;-;-;3
"350550 Barretos";-;-;-;-;-;4;1;2;3;-;2;4;-;16
"350560 Barrinha";-;-;-;-;-;1;-;-;1;-;-;1;-;3
"350570 Barueri";-;1;1;1;1;6;6;3;3;3;-;-;-;25
"350580 Bastos";-;-;-;-;-;2;-;-;-;-;-;-;-;2
"350590 Batatais";-;-;-;-;1;1;1;1;1;-;-;1;-;6
"350600 Bauru";-;-;1;-;3;6;5;8;5;6;3;10;-;47
"350610 Bebedouro";-;-;-;-;-;2;3;2;1;3;1;4;-;16
"350620 Bento de Abreu";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350630 Bernardino de Campos";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"350635 Bertioga";-;-;-;-;-;-;2;-;2;-;-;-;-;4
"350640 Bilac";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"350650 Birigui";-;-;-;-;1;4;1;-;-;-;1;-;-;7
"350660 Biritiba-Mirim";-;-;-;-;-;1;-;-;1;1;-;-;-;3
"350670 Boa Esperança do Sul";-;-;-;-;1;-;-;-;-;-;1;-;-;2
"350680 Bocaina";-;-;1;-;-;-;1;-;-;1;-;-;-;3
"350690 Bofete";-;-;-;-;-;-;-;1;-;-;-;1;-;2
"350700 Boituva";-;-;-;-;-;1;1;-;1;1;-;1;-;5
"350710 Bom Jesus dos Perdões";-;-;-;-;-;1;1;-;-;1;-;2;-;5
"350715 Bom Sucesso de Itararé";-;-;-;-;-;-;-;-;-;-;1;-;-;1
"350720 Borá";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350730 Boracéia";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"350740 Borborema";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350745 Borebi";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350750 Botucatu";-;1;-;-;-;1;2;1;-;-;2;11;-;18
"350760 Bragança Paulista";-;-;-;1;1;4;1;3;1;2;3;7;-;23
"350770 Braúna";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350775 Brejo Alegre";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350780 Brodowski";-;-;-;-;-;1;-;-;-;-;-;-;-;1
"350790 Brotas";1;-;-;-;-;-;-;-;-;-;-;-;-;1
"350800 Buri";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350810 Buritama";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350820 Buritizal";-;-;-;-;-;-;-;1;-;-;-;-;-;1
"350830 Cabrália Paulista";-;-;-;1;1;1;-;-;-;-;-;-;-;3
"350840 Cabreúva";-;-;-;-;-;2;1;-;1;1;-;-;-;5
"350850 Caçapava";-;1;-;1;-;1;2;1;-;1;1;2;-;10
"350860 Cachoeira Paulista";-;-;-;-;-;-;-;-;1;-;-;-;-;1
"350870 Caconde";-;-;-;-;-;-;1;-;-;-;-;-;-;1
"350880 Cafelândia";-;-;-;-;-;1;-;1;-;1;1;-;-;4
"350890 Caiabu";-;-;-;1;-;-;-;-;-;-;-;-;-;1
"350900 Caieiras";-;-;-;-;1;2;2;-;1;2;-;1;-;9
"350910 Caiuá";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350920 Cajamar";-;1;-;1;-;2;-;-;1;-;1;1;-;7
"350925 Cajati";-;-;-;1;-;-;1;-;1;-;1;-;-;4
"350930 Cajobi";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350940 Cajuru";-;-;-;-;-;-;2;1;-;-;-;1;-;4
"350945 Campina do Monte Alegre";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"350950 Campinas";-;-;1;-;5;18;16;17;12;13;18;61;-;161
"350960 Campo Limpo Paulista";-;-;-;-;-;6;1;-;-;-;-;-;-;7
"350970 Campos do Jordão";-;2;-;-;-;3;-;-;-;-;1;-;-;6
"350980 Campos Novos Paulista";-;-;-;-;-;-;-;1;-;-;-;1;-;2
"350990 Cananéia";-;-;-;-;-;-;-;-;-;-;-;1;-;1
"350995 Canas";-;-;-;-;-;-;-;-;-;-;-;-;-;-
"351000 Cândido Mota";-;-;-;-;-;-;1;1;1;-;3;-;-;6
