 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Cor/raça
Sexo: Fem
Período:2013
"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"241280 São Rafael";-;-;-;1;-;-;1
"241290 São Tomé";-;-;-;4;-;-;4
"241300 São Vicente";-;-;-;1;-;-;1
"241310 Senador Elói de Souza";-;-;-;1;-;-;1
"241320 Senador Georgino Avelino";-;-;-;-;-;-;-
"241030 Serra Caiada";-;-;-;-;-;-;-
"241330 Serra de São Bento";-;-;-;1;-;1;2
"241335 Serra do Mel";-;-;-;1;-;-;1
"241340 Serra Negra do Norte";-;-;-;-;-;-;-
"241350 Serrinha";-;-;-;-;-;-;-
"241355 Serrinha dos Pintos";-;-;-;-;-;-;-
"241360 Severiano Melo";-;-;-;-;-;-;-
"241370 Sítio Novo";1;-;-;1;-;-;2
"241380 Taboleiro Grande";-;-;-;-;-;-;-
"241390 Taipu";-;-;-;1;-;1;2
"241400 Tangará";-;-;-;-;-;-;-
"241410 Tenente Ananias";1;-;-;1;-;-;2
"241415 Tenente Laurentino Cruz";1;-;-;-;-;-;1
"241105 Tibau";-;-;-;-;-;-;-
"241420 Tibau do Sul";-;-;-;-;-;-;-
"241430 Timbaúba dos Batistas";-;-;-;-;-;-;-
"241440 Touros";-;-;-;1;-;-;1
"241445 Triunfo Potiguar";-;-;-;-;-;-;-
"241450 Umarizal";-;-;-;-;-;-;-
"241460 Upanema";-;-;-;-;-;-;-
"241470 Várzea";-;-;-;-;-;-;-
"241475 Venha-Ver";-;-;-;-;-;-;-
"241480 Vera Cruz";-;-;-;-;-;-;-
"241490 Viçosa";-;-;-;-;-;-;-
"241500 Vila Flor";-;-;-;-;-;-;-
"240000 Município ignorado - RN";-;-;-;-;-;-;-
"250010 Água Branca";-;-;-;1;-;-;1
"250020 Aguiar";-;-;-;-;-;-;-
"250030 Alagoa Grande";1;-;-;4;-;-;5
"250040 Alagoa Nova";-;-;-;3;-;-;3
"250050 Alagoinha";-;-;-;2;-;-;2
"250053 Alcantil";-;-;-;1;-;-;1
"250057 Algodão de Jandaíra";-;-;-;1;-;-;1
"250060 Alhandra";-;-;-;2;-;1;3
"250073 Amparo";-;-;-;-;-;-;-
"250077 Aparecida";-;-;-;-;-;1;1
"250080 Araçagi";-;-;-;-;-;-;-
"250090 Arara";1;-;-;1;-;-;2
"250100 Araruna";-;-;-;-;-;-;-
"250110 Areia";-;-;-;2;-;-;2
"250115 Areia de Baraúnas";-;-;-;1;-;-;1
"250120 Areial";-;-;-;-;-;-;-
"250130 Aroeiras";-;-;-;3;-;-;3
"250135 Assunção";-;-;-;-;-;-;-
"250140 Baía da Traição";-;-;-;1;-;-;1
"250150 Bananeiras";-;-;-;3;-;-;3
"250153 Baraúna";-;-;-;-;-;-;-
"250160 Barra de Santa Rosa";-;-;-;-;-;-;-
"250157 Barra de Santana";-;-;-;1;-;-;1
"250170 Barra de São Miguel";-;-;-;1;-;-;1
"250180 Bayeux";-;-;-;13;-;1;14
"250190 Belém";-;-;-;3;-;-;3
"250200 Belém do Brejo do Cruz";-;-;-;1;-;-;1
"250205 Bernardino Batista";-;-;-;-;-;-;-
"250210 Boa Ventura";-;-;-;-;-;-;-
"250215 Boa Vista";-;-;-;-;-;-;-
"250220 Bom Jesus";-;-;-;-;-;-;-
"250230 Bom Sucesso";-;-;-;-;-;-;-
"250240 Bonito de Santa Fé";-;-;-;-;-;-;-
"250250 Boqueirão";-;-;-;2;-;-;2
"250270 Borborema";-;-;-;-;-;-;-
"250280 Brejo do Cruz";-;-;-;1;-;-;1
"250290 Brejo dos Santos";-;-;-;-;-;-;-
"250300 Caaporã";-;-;-;1;-;-;1
"250310 Cabaceiras";-;-;-;-;-;-;-
"250320 Cabedelo";1;-;-;9;-;1;11
"250330 Cachoeira dos Índios";-;-;-;-;-;-;-
"250340 Cacimba de Areia";-;-;-;-;-;-;-
"250350 Cacimba de Dentro";-;-;-;1;-;-;1
"250355 Cacimbas";-;-;-;-;-;-;-
"250360 Caiçara";-;-;-;1;-;-;1
"250370 Cajazeiras";-;-;-;10;-;-;10
"250375 Cajazeirinhas";-;-;-;-;-;-;-
"250380 Caldas Brandão";-;1;-;-;-;-;1
"250390 Camalaú";-;-;-;-;-;-;-
"250400 Campina Grande";6;-;-;49;-;1;56
"250403 Capim";-;-;-;-;-;-;-
"250407 Caraúbas";-;-;-;-;-;-;-
"250410 Carrapateira";1;-;-;-;-;-;1
"250415 Casserengue";-;-;-;-;-;-;-
"250420 Catingueira";-;-;-;-;-;-;-
"250430 Catolé do Rocha";-;-;-;2;-;2;4
"250435 Caturité";1;-;-;-;-;-;1
"250440 Conceição";-;-;-;-;-;-;-
"250450 Condado";1;-;-;-;-;-;1
"250460 Conde";-;-;-;4;-;2;6
"250470 Congo";-;-;-;-;-;-;-
"250480 Coremas";1;-;-;1;-;-;2
"250485 Coxixola";-;-;-;-;-;-;-
"250490 Cruz do Espírito Santo";-;-;-;3;-;2;5
"250500 Cubati";-;-;-;-;-;-;-
"250510 Cuité";-;-;-;-;-;-;-
"250523 Cuité de Mamanguape";-;-;-;1;-;-;1
"250520 Cuitegi";-;-;-;-;-;-;-
"250527 Curral de Cima";-;-;-;-;-;-;-
"250530 Curral Velho";-;-;-;-;-;-;-
"250535 Damião";-;-;-;-;-;-;-
"250540 Desterro";-;-;-;1;-;-;1
"250560 Diamante";1;-;-;-;-;-;1
"250570 Dona Inês";-;-;-;1;-;-;1
"250580 Duas Estradas";-;-;-;-;-;-;-
"250590 Emas";-;-;-;-;-;-;-
"250600 Esperança";-;-;-;5;-;-;5
"250610 Fagundes";2;-;-;1;-;-;3
"250620 Frei Martinho";-;-;-;-;-;-;-
"250625 Gado Bravo";-;-;-;-;-;-;-
"250630 Guarabira";1;-;-;2;-;-;3
"250640 Gurinhém";-;-;-;1;-;-;1
"250650 Gurjão";-;-;-;-;-;-;-
"250660 Ibiara";-;-;-;3;-;-;3
"250260 Igaracy";-;-;-;1;-;-;1
"250670 Imaculada";-;-;-;3;-;-;3
"250680 Ingá";2;-;-;-;-;-;2
"250690 Itabaiana";-;1;-;-;-;1;2
"250700 Itaporanga";-;-;-;2;-;-;2
"250710 Itapororoca";-;-;-;3;-;-;3
"250720 Itatuba";-;-;-;1;-;-;1
"250730 Jacaraú";-;-;-;1;-;1;2
"250740 Jericó";-;-;-;-;-;-;-
"250750 João Pessoa";17;2;-;74;-;11;104
"251365 Joca Claudino";-;-;-;-;-;-;-
"250760 Juarez Távora";-;-;-;-;-;-;-
"250770 Juazeirinho";-;-;-;-;-;-;-
"250780 Junco do Seridó";1;-;-;-;-;-;1
"250790 Juripiranga";1;-;-;3;-;-;4
"250800 Juru";-;-;-;1;-;-;1
"250810 Lagoa";-;-;-;-;-;-;-
"250820 Lagoa de Dentro";-;-;-;-;-;-;-
"250830 Lagoa Seca";-;-;-;2;-;-;2
"250840 Lastro";-;-;-;-;-;-;-
"250850 Livramento";-;-;-;-;-;-;-
"250855 Logradouro";-;-;-;-;-;-;-
"250860 Lucena";-;-;-;2;-;-;2
"250870 Mãe d'Água";-;-;-;-;-;-;-
"250880 Malta";1;-;-;1;-;-;2
"250890 Mamanguape";1;-;-;10;-;1;12
"250900 Manaíra";-;-;-;-;-;-;-
"250905 Marcação";-;-;-;-;-;-;-
"250910 Mari";-;-;-;2;-;-;2
"250915 Marizópolis";1;-;-;3;-;-;4
"250920 Massaranduba";-;-;-;1;-;-;1
"250930 Mataraca";-;-;-;-;-;-;-
"250933 Matinhas";-;-;-;2;-;-;2
"250937 Mato Grosso";-;-;-;-;-;-;-
"250939 Maturéia";-;-;-;-;-;-;-
"250940 Mogeiro";-;-;-;-;-;-;-
"250950 Montadas";-;-;-;-;-;-;-
"250960 Monte Horebe";-;-;-;-;-;-;-
"250970 Monteiro";-;-;-;5;-;-;5
"250980 Mulungu";-;-;-;1;-;-;1
"250990 Natuba";-;-;-;1;-;-;1
"251000 Nazarezinho";1;-;-;-;-;-;1
"251010 Nova Floresta";-;-;-;2;-;-;2
"251020 Nova Olinda";-;-;-;-;-;-;-
"251030 Nova Palmeira";-;-;-;-;-;-;-
"251040 Olho d'Água";-;-;-;1;-;-;1
"251050 Olivedos";-;-;-;-;-;-;-
"251060 Ouro Velho";-;-;-;-;-;-;-
"251065 Parari";-;-;-;-;-;-;-
"251070 Passagem";-;-;-;-;-;-;-
"251080 Patos";4;-;-;9;-;-;13
"251090 Paulista";-;-;-;1;-;-;1
"251100 Pedra Branca";-;-;-;-;-;-;-
"251110 Pedra Lavrada";-;-;-;-;-;-;-
"251120 Pedras de Fogo";1;-;-;1;-;1;3
"251272 Pedro Régis";-;-;-;-;-;1;1
"251130 Piancó";1;-;-;2;-;-;3
"251140 Picuí";-;-;-;3;-;-;3
"251150 Pilar";-;-;-;1;-;-;1
"251160 Pilões";-;-;-;-;-;-;-
"251170 Pilõezinhos";-;-;-;-;-;-;-
"251180 Pirpirituba";-;-;-;-;-;-;-
"251190 Pitimbu";1;-;-;-;-;-;1
"251200 Pocinhos";1;-;-;1;-;-;2
"251203 Poço Dantas";-;-;-;-;-;-;-
"251207 Poço de José de Moura";-;-;-;-;-;-;-
"251210 Pombal";1;-;-;2;-;-;3
"251220 Prata";-;-;-;1;-;-;1
"251230 Princesa Isabel";-;-;-;2;-;-;2
"251240 Puxinanã";-;-;-;1;-;-;1
"251250 Queimadas";1;-;-;4;-;-;5
"251260 Quixaba";-;-;-;-;-;-;-
"251270 Remígio";-;-;-;1;-;-;1
"251274 Riachão";-;-;-;-;-;-;-
"251275 Riachão do Bacamarte";-;-;-;-;-;-;-
"251276 Riachão do Poço";-;-;-;3;-;1;4
"251278 Riacho de Santo Antônio";-;-;-;-;-;-;-
"251280 Riacho dos Cavalos";1;-;-;-;-;-;1
"251290 Rio Tinto";-;-;-;3;-;1;4
"251300 Salgadinho";-;-;-;-;-;-;-
"251310 Salgado de São Félix";-;-;-;-;-;-;-
"251315 Santa Cecília";1;-;-;1;-;-;2
"251320 Santa Cruz";1;-;-;-;-;-;1
"251330 Santa Helena";-;-;-;-;-;-;-
"251335 Santa Inês";-;-;-;-;-;-;-
"251340 Santa Luzia";-;1;-;1;-;-;2
"251370 Santa Rita";3;1;-;17;-;6;27
"251380 Santa Teresinha";-;-;-;1;-;-;1
"251350 Santana de Mangueira";-;-;-;-;-;-;-
"251360 Santana dos Garrotes";-;-;-;-;-;-;-
"251385 Santo André";-;-;-;-;-;-;-
"251392 São Bentinho";-;-;-;-;-;-;-
"251390 São Bento";3;-;-;8;-;-;11
"251396 São Domingos";-;-;-;-;-;-;-
"251394 São Domingos do Cariri";-;-;-;-;-;-;-
"251398 São Francisco";-;-;-;-;-;-;-
"251400 São João do Cariri";-;-;-;-;-;-;-
"250070 São João do Rio do Peixe";1;-;-;-;-;-;1
"251410 São João do Tigre";-;-;-;-;-;-;-
"251420 São José da Lagoa Tapada";1;-;-;-;-;-;1
"251430 São José de Caiana";-;-;-;1;-;-;1
"251440 São José de Espinharas";-;-;-;-;-;-;-
"251450 São José de Piranhas";1;-;-;-;-;-;1
"251455 São José de Princesa";-;-;-;1;-;-;1
"251460 São José do Bonfim";-;-;-;-;-;-;-
"251465 São José do Brejo do Cruz";-;-;-;-;-;-;-
"251470 São José do Sabugi";-;-;-;-;-;-;-
"251480 São José dos Cordeiros";1;-;-;-;-;-;1
"251445 São José dos Ramos";-;-;-;1;-;-;1
"251490 São Mamede";-;-;-;1;-;-;1
"251500 São Miguel de Taipu";-;-;-;1;-;-;1
"251510 São Sebastião de Lagoa de Roça";-;-;-;-;-;-;-
"251520 São Sebastião do Umbuzeiro";-;-;-;-;-;-;-
"251540 São Vicente do Seridó";-;-;-;2;-;-;2
"251530 Sapé";1;-;-;3;-;-;4
"251550 Serra Branca";-;-;-;-;-;-;-
"251560 Serra da Raiz";-;-;-;-;-;-;-
"251570 Serra Grande";-;-;-;-;-;-;-
"251580 Serra Redonda";-;-;-;1;-;-;1
"251590 Serraria";-;-;-;-;-;1;1
"251593 Sertãozinho";-;-;-;-;-;-;-
"251597 Sobrado";1;-;-;-;-;-;1
"251600 Solânea";-;-;-;1;-;-;1
"251610 Soledade";-;-;-;1;-;-;1
"251615 Sossêgo";-;-;-;-;-;-;-
"251620 Sousa";1;1;-;3;-;-;5
"251630 Sumé";1;-;-;2;-;-;3
"251640 Tacima";-;-;-;1;-;-;1
"251650 Taperoá";-;-;-;1;-;-;1
"251660 Tavares";-;-;-;-;-;-;-
"251670 Teixeira";-;-;-;3;-;-;3
"251675 Tenório";-;-;-;-;-;-;-
"251680 Triunfo";-;-;-;-;-;-;-
"251690 Uiraúna";-;-;-;-;-;-;-
"251700 Umbuzeiro";-;-;-;-;-;-;-
"251710 Várzea";-;-;-;-;-;-;-
"251720 Vieirópolis";-;-;-;-;-;-;-
"250550 Vista Serrana";-;-;-;-;-;-;-
"251740 Zabelê";-;-;-;-;-;-;-
"250000 Município ignorado - PB";-;1;-;-;-;-;1
"260005 Abreu e Lima";3;-;-;6;-;-;9
"260010 Afogados da Ingazeira";1;-;-;3;-;-;4
"260020 Afrânio";-;-;-;-;-;-;-
"260030 Agrestina";-;1;-;5;-;-;6
"260040 Água Preta";-;-;-;-;-;-;-
"260050 Águas Belas";1;-;-;3;-;1;5
"260060 Alagoinha";1;-;-;2;-;1;4
"260070 Aliança";-;-;-;9;-;1;10
"260080 Altinho";-;-;-;2;-;-;2
"260090 Amaraji";1;-;-;-;-;-;1
"260100 Angelim";-;-;-;1;-;-;1
"260105 Araçoiaba";-;-;-;-;-;-;-
"260110 Araripina";1;-;-;11;-;-;12
"260120 Arcoverde";1;1;-;3;-;-;5
"260130 Barra de Guabiraba";-;-;-;-;-;-;-
"260140 Barreiros";-;-;-;3;-;-;3
"260150 Belém de Maria";-;-;-;-;-;-;-
"260160 Belém do São Francisco";-;-;-;2;-;-;2
"260170 Belo Jardim";2;-;-;11;-;-;13
"260180 Betânia";-;-;-;1;-;-;1
"260190 Bezerros";6;-;-;3;-;-;9
"260200 Bodocó";1;-;-;3;-;-;4
"260210 Bom Conselho";1;-;-;4;-;-;5
"260220 Bom Jardim";-;-;-;5;-;-;5
"260230 Bonito";1;-;-;5;-;-;6
"260240 Brejão";-;1;-;1;-;-;2
"260250 Brejinho";-;-;-;-;-;-;-
"260260 Brejo da Madre de Deus";1;-;-;3;-;-;4
"260270 Buenos Aires";-;-;-;2;-;-;2
"260280 Buíque";1;-;-;3;-;-;4
"260290 Cabo de Santo Agostinho";3;1;-;23;-;-;27
"260300 Cabrobó";1;1;-;3;-;-;5
"260310 Cachoeirinha";-;-;-;1;-;-;1
"260320 Caetés";-;-;-;1;-;-;1
"260330 Calçado";-;-;-;-;-;-;-
"260340 Calumbi";-;-;-;1;-;-;1
"260345 Camaragibe";7;1;-;26;-;-;34
"260350 Camocim de São Félix";-;-;-;1;-;-;1
"260360 Camutanga";-;-;-;-;-;-;-
"260370 Canhotinho";-;-;-;2;-;-;2
"260380 Capoeiras";-;-;-;1;-;-;1
"260390 Carnaíba";-;-;-;2;-;-;2
"260392 Carnaubeira da Penha";-;-;-;-;-;-;-
"260400 Carpina";-;1;-;11;-;-;12
"260410 Caruaru";17;1;-;33;-;-;51
"260415 Casinhas";1;-;-;2;-;-;3
"260420 Catende";-;-;-;3;-;1;4
"260430 Cedro";1;-;-;-;-;-;1
"260440 Chã de Alegria";-;-;-;-;-;-;-
"260450 Chã Grande";1;-;-;1;-;-;2
"260460 Condado";-;-;-;5;-;-;5
"260470 Correntes";1;1;-;3;-;-;5
"260480 Cortês";-;-;-;1;-;-;1
"260490 Cumaru";-;1;-;-;-;-;1
"260500 Cupira";1;-;-;2;-;-;3
"260510 Custódia";-;-;-;2;-;-;2
"260515 Dormentes";-;-;-;3;-;-;3
"260520 Escada";1;-;-;8;-;-;9
"260530 Exu";1;-;-;3;-;-;4
"260540 Feira Nova";-;-;-;2;-;-;2
"260545 Fernando de Noronha";-;-;-;-;-;-;-
"260550 Ferreiros";-;-;-;1;-;-;1
"260560 Flores";-;-;-;2;-;-;2
"260570 Floresta";1;-;-;-;-;-;1
"260580 Frei Miguelinho";-;-;-;2;-;-;2
"260590 Gameleira";1;-;-;3;-;-;4
"260600 Garanhuns";7;-;1;11;-;-;19
"260610 Glória do Goitá";-;-;-;4;-;-;4
"260620 Goiana";1;2;-;11;-;-;14
"260630 Granito";1;-;-;-;-;-;1
"260640 Gravatá";2;1;-;7;-;-;10
"260650 Iati";-;-;-;1;-;-;1
"260660 Ibimirim";1;-;-;4;-;-;5
"260670 Ibirajuba";-;-;-;1;-;-;1
"260680 Igarassu";2;-;-;6;-;1;9
"260690 Iguaracy";-;-;-;3;-;-;3
"260760 Ilha de Itamaracá";-;-;-;1;-;-;1
"260700 Inajá";-;-;-;4;-;-;4
"260710 Ingazeira";1;-;-;-;-;-;1
"260720 Ipojuca";1;-;-;6;-;-;7
"260730 Ipubi";1;-;-;1;-;-;2
"260740 Itacuruba";-;-;-;-;-;-;-
"260750 Itaíba";-;-;-;3;-;-;3
"260765 Itambé";1;-;-;3;-;1;5
"260770 Itapetim";-;-;-;1;-;-;1
"260775 Itapissuma";2;-;-;2;-;-;4
"260780 Itaquitinga";-;-;-;1;-;-;1
"260790 Jaboatão dos Guararapes";23;-;-;78;-;1;102
"260795 Jaqueira";-;-;-;1;-;-;1
"260800 Jataúba";2;-;-;1;-;-;3
"260805 Jatobá";-;-;-;-;-;-;-
"260810 João Alfredo";-;-;-;2;-;-;2
"260820 Joaquim Nabuco";-;-;-;3;-;-;3
"260825 Jucati";-;-;-;1;-;-;1
"260830 Jupi";-;-;-;-;-;-;-
"260840 Jurema";-;-;-;1;-;-;1
"260850 Lagoa de Itaenga";1;-;-;3;-;-;4
"260845 Lagoa do Carro";-;-;-;1;-;-;1
"260860 Lagoa do Ouro";-;-;-;1;-;-;1
"260870 Lagoa dos Gatos";-;-;-;-;-;-;-
"260875 Lagoa Grande";1;-;-;2;-;-;3
"260880 Lajedo";-;1;-;3;-;-;4
"260890 Limoeiro";5;-;-;1;-;1;7
"260900 Macaparana";-;-;-;2;-;-;2
"260910 Machados";-;-;-;-;-;-;-
"260915 Manari";-;-;-;4;-;-;4
"260920 Maraial";-;-;-;-;-;-;-
"260930 Mirandiba";-;-;-;-;-;-;-
"261430 Moreilândia";-;-;-;1;-;-;1
"260940 Moreno";2;1;-;6;-;-;9
"260950 Nazaré da Mata";2;-;-;3;-;-;5
"260960 Olinda";18;1;-;40;-;-;59
"260970 Orobó";-;-;-;1;-;-;1
"260980 Orocó";-;-;-;-;-;-;-
"260990 Ouricuri";3;-;-;7;-;-;10
"261000 Palmares";3;1;-;3;-;-;7
"261010 Palmeirina";-;-;-;2;-;-;2
"261020 Panelas";1;-;-;3;-;-;4
"261030 Paranatama";-;-;-;-;-;-;-
"261040 Parnamirim";2;-;-;2;-;-;4
"261050 Passira";-;-;-;3;-;-;3
"261060 Paudalho";2;-;-;4;-;1;7
"261070 Paulista";7;2;-;23;-;1;33
"261080 Pedra";-;-;-;1;-;-;1
"261090 Pesqueira";3;-;-;4;-;-;7
"261100 Petrolândia";-;1;-;1;-;-;2
"261110 Petrolina";9;1;-;26;-;3;39
"261120 Poção";-;-;-;1;-;-;1
"261130 Pombos";1;-;-;-;-;-;1
"261140 Primavera";1;-;-;4;-;1;6
"261150 Quipapá";-;-;-;1;-;-;1
"261153 Quixaba";1;-;-;-;-;-;1
"261160 Recife";111;11;2;157;1;8;290
"261170 Riacho das Almas";-;-;-;1;-;-;1
"261180 Ribeirão";1;-;-;3;-;-;4
"261190 Rio Formoso";-;-;-;1;-;-;1
"261200 Sairé";-;-;-;-;-;-;-
"261210 Salgadinho";-;-;-;1;-;-;1
"261220 Salgueiro";6;-;-;9;-;1;16
"261230 Saloá";-;-;-;3;-;1;4
"261240 Sanharó";-;-;-;5;-;-;5
"261245 Santa Cruz";-;-;-;-;-;-;-
"261247 Santa Cruz da Baixa Verde";-;-;-;1;-;-;1
"261250 Santa Cruz do Capibaribe";3;-;-;7;-;-;10
"261255 Santa Filomena";-;-;-;3;-;-;3
"261260 Santa Maria da Boa Vista";1;-;-;4;-;-;5
"261270 Santa Maria do Cambucá";1;-;-;1;-;-;2
"261280 Santa Terezinha";-;-;-;-;-;-;-
"261290 São Benedito do Sul";-;-;-;-;-;-;-
"261300 São Bento do Una";1;-;-;5;-;-;6
"261310 São Caitano";1;-;-;2;-;1;4
"261320 São João";1;-;-;2;-;-;3
"261330 São Joaquim do Monte";2;-;-;1;-;-;3
"261340 São José da Coroa Grande";1;-;-;2;-;-;3
"261350 São José do Belmonte";-;-;-;4;-;-;4
"261360 São José do Egito";2;-;-;6;-;-;8
"261370 São Lourenço da Mata";2;-;-;8;-;-;10
"261380 São Vicente Ferrer";-;-;-;2;-;-;2
"261390 Serra Talhada";3;-;-;7;-;-;10
"261400 Serrita";2;-;-;3;-;-;5
"261410 Sertânia";1;1;-;2;-;-;4
"261420 Sirinhaém";1;-;-;8;-;-;9
"261440 Solidão";-;-;-;-;-;-;-
"261450 Surubim";1;-;-;2;-;-;3
"261460 Tabira";3;-;-;-;-;-;3
"261470 Tacaimbó";-;-;-;1;-;-;1
"261480 Tacaratu";-;-;-;-;-;-;-
"261485 Tamandaré";-;-;-;-;-;-;-
"261500 Taquaritinga do Norte";2;-;-;2;-;-;4
"261510 Terezinha";-;-;-;2;-;-;2
"261520 Terra Nova";-;-;-;-;-;-;-
"261530 Timbaúba";4;-;-;9;-;-;13
"261540 Toritama";2;-;-;4;-;-;6
"261550 Tracunhaém";-;-;-;3;-;-;3
"261560 Trindade";1;1;-;7;-;2;11
"261570 Triunfo";3;1;-;-;-;-;4
"261580 Tupanatinga";2;-;-;3;-;-;5
"261590 Tuparetama";1;-;-;-;-;-;1
"261600 Venturosa";-;-;-;1;-;-;1
"261610 Verdejante";-;-;-;1;-;-;1
"261618 Vertente do Lério";-;-;-;1;-;-;1
"261620 Vertentes";-;-;-;-;-;-;-
"261630 Vicência";-;-;-;2;-;-;2
"261640 Vitória de Santo Antão";4;-;-;16;-;-;20
"261650 Xexéu";-;-;-;1;-;-;1
"260000 Município ignorado - PE";-;1;-;3;-;2;6
"270010 Água Branca";-;-;-;-;-;-;-
"270020 Anadia";-;-;-;4;-;-;4
"270030 Arapiraca";5;-;-;27;-;5;37
"270040 Atalaia";2;-;-;7;-;-;9
"270050 Barra de Santo Antônio";1;-;-;-;-;-;1
"270060 Barra de São Miguel";-;-;-;1;-;-;1
"270070 Batalha";-;-;-;3;-;-;3
"270080 Belém";1;-;-;-;-;-;1
"270090 Belo Monte";-;-;-;-;-;-;-
"270100 Boca da Mata";-;-;-;3;-;-;3
"270110 Branquinha";-;-;-;-;-;1;1
"270120 Cacimbinhas";-;-;-;-;-;-;-
"270130 Cajueiro";-;-;-;2;-;-;2
"270135 Campestre";-;-;-;-;-;-;-
"270140 Campo Alegre";-;-;-;1;-;-;1
"270150 Campo Grande";-;-;-;1;-;1;2
"270160 Canapi";-;-;-;-;-;-;-
"270170 Capela";-;-;-;2;-;-;2
"270180 Carneiros";-;-;-;-;-;-;-
"270190 Chã Preta";-;-;-;-;-;-;-
"270200 Coité do Nóia";-;-;-;3;-;1;4
"270210 Colônia Leopoldina";-;-;-;-;-;-;-
"270220 Coqueiro Seco";-;-;-;-;-;-;-
"270230 Coruripe";-;-;-;4;-;-;4
"270235 Craíbas";-;-;-;3;-;1;4
"270240 Delmiro Gouveia";2;-;-;8;-;-;10
"270250 Dois Riachos";-;-;-;7;-;-;7
"270255 Estrela de Alagoas";-;-;-;1;-;-;1
"270260 Feira Grande";-;-;-;3;-;-;3
"270270 Feliz Deserto";-;-;-;-;-;-;-
"270280 Flexeiras";-;-;-;-;-;-;-
"270290 Girau do Ponciano";-;-;-;-;-;-;-
"270300 Ibateguara";1;-;-;2;-;-;3
"270310 Igaci";-;-;-;3;-;1;4
"270320 Igreja Nova";1;1;-;3;-;-;5
"270330 Inhapi";1;-;-;-;-;-;1
"270340 Jacaré dos Homens";-;-;-;1;-;-;1
"270350 Jacuípe";-;-;-;-;-;-;-
"270360 Japaratinga";-;-;-;-;-;-;-
"270370 Jaramataia";-;-;-;1;-;-;1
"270375 Jequiá da Praia";-;-;-;1;-;-;1
"270380 Joaquim Gomes";-;-;-;3;-;-;3
"270390 Jundiá";-;-;-;-;-;-;-
"270400 Junqueiro";-;-;-;2;-;2;4
"270410 Lagoa da Canoa";-;-;-;-;-;1;1
"270420 Limoeiro de Anadia";-;-;-;3;-;-;3
"270430 Maceió";18;3;-;78;-;4;103
"270440 Major Isidoro";1;-;-;3;-;-;4
"270490 Mar Vermelho";-;-;-;1;-;-;1
"270450 Maragogi";-;1;-;1;-;-;2
"270460 Maravilha";-;-;-;2;-;-;2
"270470 Marechal Deodoro";1;-;-;5;-;2;8
"270480 Maribondo";-;-;-;1;-;-;1
"270500 Mata Grande";-;1;-;1;-;-;2
"270510 Matriz de Camaragibe";-;-;-;3;-;-;3
"270520 Messias";-;-;-;1;-;-;1
"270530 Minador do Negrão";-;-;-;-;-;-;-
"270540 Monteirópolis";1;-;-;1;-;-;2
"270550 Murici";1;-;-;4;-;-;5
"270560 Novo Lino";-;-;-;3;-;-;3
"270570 Olho d'Água das Flores";-;-;-;2;-;-;2
"270580 Olho d'Água do Casado";-;-;-;1;-;-;1
"270590 Olho d'Água Grande";-;-;-;-;-;-;-
"270600 Olivença";-;-;-;1;-;-;1
"270610 Ouro Branco";1;-;-;1;-;-;2
"270620 Palestina";-;-;-;3;-;-;3
"270630 Palmeira dos Índios";1;-;-;9;-;2;12
"270640 Pão de Açúcar";1;-;-;2;-;2;5
"270642 Pariconha";-;-;-;-;-;-;-
"270644 Paripueira";1;-;-;-;-;-;1
"270650 Passo de Camaragibe";1;-;-;-;-;-;1
"270660 Paulo Jacinto";1;-;-;2;-;-;3
"270670 Penedo";1;-;-;4;-;-;5
"270680 Piaçabuçu";-;-;-;2;-;-;2
"270690 Pilar";2;1;-;6;-;1;10
"270700 Pindoba";-;-;-;-;-;-;-
"270710 Piranhas";-;-;-;2;-;-;2
"270720 Poço das Trincheiras";-;-;-;-;-;-;-
"270730 Porto Calvo";-;-;-;-;-;1;1
"270740 Porto de Pedras";-;-;-;-;-;-;-
"270750 Porto Real do Colégio";1;-;-;3;-;-;4
"270760 Quebrangulo";1;-;-;1;-;1;3
"270770 Rio Largo";1;-;-;10;-;-;11
"270780 Roteiro";-;-;-;3;-;-;3
"270790 Santa Luzia do Norte";-;-;-;3;-;-;3
"270800 Santana do Ipanema";3;-;-;5;-;-;8
"270810 Santana do Mundaú";-;-;-;1;-;-;1
"270820 São Brás";-;-;-;1;-;-;1
"270830 São José da Laje";-;-;-;2;-;-;2
"270840 São José da Tapera";1;-;-;2;-;-;3
"270850 São Luís do Quitunde";-;-;-;4;-;-;4
"270860 São Miguel dos Campos";1;-;-;8;-;-;9
"270870 São Miguel dos Milagres";-;-;-;-;-;-;-
"270880 São Sebastião";-;-;-;3;-;1;4
"270890 Satuba";-;-;-;4;-;-;4
"270895 Senador Rui Palmeira";-;-;-;1;-;-;1
"270900 Tanque d'Arca";-;-;-;-;-;1;1
"270910 Taquarana";-;-;-;4;-;1;5
"270915 Teotônio Vilela";2;-;-;3;-;-;5
"270920 Traipu";-;-;-;2;-;-;2
"270930 União dos Palmares";-;-;-;4;-;-;4
"270940 Viçosa";1;-;-;5;-;-;6
"270000 Município ignorado - AL";-;-;-;-;-;-;-
"280010 Amparo de São Francisco";-;-;-;1;-;-;1
"280020 Aquidabã";2;-;-;3;-;-;5
"280030 Aracaju";34;7;-;63;-;1;105
