 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Cor/raça
Sexo: Fem
Período:2014
"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"251310 Salgado de São Félix";-;-;-;-;-;1;1
"251315 Santa Cecília";-;-;-;-;-;-;-
"251320 Santa Cruz";-;-;-;-;-;-;-
"251330 Santa Helena";-;-;-;-;-;-;-
"251335 Santa Inês";-;-;-;-;-;-;-
"251340 Santa Luzia";-;-;-;1;-;-;1
"251370 Santa Rita";3;1;-;11;-;6;21
"251380 Santa Teresinha";1;-;-;-;-;-;1
"251350 Santana de Mangueira";-;-;-;-;-;-;-
"251360 Santana dos Garrotes";-;-;-;-;-;-;-
"251385 Santo André";-;-;-;-;-;-;-
"251392 São Bentinho";-;-;-;-;-;-;-
"251390 São Bento";1;-;-;1;-;-;2
"251396 São Domingos";-;-;-;1;-;-;1
"251394 São Domingos do Cariri";-;-;-;-;-;-;-
"251398 São Francisco";1;-;-;-;-;-;1
"251400 São João do Cariri";-;-;-;1;-;-;1
"250070 São João do Rio do Peixe";1;-;-;-;-;-;1
"251410 São João do Tigre";1;-;-;-;-;-;1
"251420 São José da Lagoa Tapada";-;-;-;1;-;-;1
"251430 São José de Caiana";-;-;-;-;-;-;-
"251440 São José de Espinharas";1;-;-;-;-;-;1
"251450 São José de Piranhas";1;-;-;-;-;-;1
"251455 São José de Princesa";-;-;-;-;-;-;-
"251460 São José do Bonfim";-;-;-;-;-;-;-
"251465 São José do Brejo do Cruz";-;-;-;-;-;-;-
"251470 São José do Sabugi";-;-;-;-;-;-;-
"251480 São José dos Cordeiros";-;-;-;-;-;-;-
"251445 São José dos Ramos";-;-;-;1;-;-;1
"251490 São Mamede";-;-;-;-;-;-;-
"251500 São Miguel de Taipu";-;-;-;1;-;1;2
"251510 São Sebastião de Lagoa de Roça";-;-;-;2;-;-;2
"251520 São Sebastião do Umbuzeiro";-;-;-;1;-;-;1
"251540 São Vicente do Seridó";-;-;-;1;-;-;1
"251530 Sapé";2;-;-;5;-;-;7
"251550 Serra Branca";-;-;-;-;-;-;-
"251560 Serra da Raiz";-;-;-;-;-;-;-
"251570 Serra Grande";-;-;-;-;-;-;-
"251580 Serra Redonda";-;-;-;-;-;-;-
"251590 Serraria";-;-;-;-;-;-;-
"251593 Sertãozinho";-;-;-;2;-;-;2
"251597 Sobrado";-;-;-;-;-;-;-
"251600 Solânea";2;-;-;2;-;-;4
"251610 Soledade";-;-;-;1;-;-;1
"251615 Sossêgo";-;-;-;1;-;-;1
"251620 Sousa";1;-;-;3;-;-;4
"251630 Sumé";-;-;-;2;-;-;2
"251640 Tacima";1;-;-;-;-;1;2
"251650 Taperoá";-;-;-;1;-;-;1
"251660 Tavares";-;-;-;2;-;-;2
"251670 Teixeira";2;1;-;1;-;-;4
"251675 Tenório";-;-;-;-;-;-;-
"251680 Triunfo";-;-;-;1;-;-;1
"251690 Uiraúna";-;-;-;1;-;-;1
"251700 Umbuzeiro";-;-;-;3;-;-;3
"251710 Várzea";-;-;-;-;-;-;-
"251720 Vieirópolis";-;-;-;-;-;-;-
"250550 Vista Serrana";-;-;-;1;-;-;1
"251740 Zabelê";-;-;-;-;-;-;-
"250000 Município ignorado - PB";-;-;-;1;-;-;1
"260005 Abreu e Lima";4;-;-;10;-;-;14
"260010 Afogados da Ingazeira";2;-;-;1;-;-;3
"260020 Afrânio";-;-;-;-;-;-;-
"260030 Agrestina";1;-;-;3;-;-;4
"260040 Água Preta";1;1;-;6;-;-;8
"260050 Águas Belas";-;-;-;2;-;-;2
"260060 Alagoinha";-;-;-;1;-;-;1
"260070 Aliança";1;-;-;5;-;-;6
"260080 Altinho";2;-;-;2;-;-;4
"260090 Amaraji";1;-;-;2;-;-;3
"260100 Angelim";-;-;-;-;-;-;-
"260105 Araçoiaba";-;-;-;1;-;-;1
"260110 Araripina";3;-;-;11;-;-;14
"260120 Arcoverde";1;-;-;4;-;1;6
"260130 Barra de Guabiraba";-;-;-;1;-;-;1
"260140 Barreiros";1;-;-;3;-;-;4
"260150 Belém de Maria";1;-;-;1;-;-;2
"260160 Belém do São Francisco";-;-;-;2;-;-;2
"260170 Belo Jardim";4;1;-;7;-;-;12
"260180 Betânia";2;1;-;1;-;-;4
"260190 Bezerros";1;-;-;10;-;-;11
"260200 Bodocó";2;-;-;3;-;-;5
"260210 Bom Conselho";1;-;-;1;-;-;2
"260220 Bom Jardim";-;-;-;3;-;-;3
"260230 Bonito";1;-;-;2;-;-;3
"260240 Brejão";-;1;-;1;-;-;2
"260250 Brejinho";-;-;-;-;-;-;-
"260260 Brejo da Madre de Deus";-;-;-;7;-;1;8
"260270 Buenos Aires";1;-;-;-;-;-;1
"260280 Buíque";-;-;-;4;-;-;4
"260290 Cabo de Santo Agostinho";4;-;-;21;-;-;25
"260300 Cabrobó";-;-;-;2;-;-;2
"260310 Cachoeirinha";-;-;-;2;-;-;2
"260320 Caetés";2;-;-;1;-;-;3
"260330 Calçado";-;-;-;2;-;-;2
"260340 Calumbi";-;-;-;1;-;-;1
"260345 Camaragibe";8;1;-;16;-;-;25
"260350 Camocim de São Félix";-;-;-;-;-;-;-
"260360 Camutanga";-;-;-;1;-;-;1
"260370 Canhotinho";1;-;-;-;-;-;1
"260380 Capoeiras";-;-;-;-;-;-;-
"260390 Carnaíba";-;-;-;-;-;-;-
"260392 Carnaubeira da Penha";-;-;-;1;3;-;4
"260400 Carpina";3;1;-;7;-;-;11
"260410 Caruaru";18;-;-;22;-;-;40
"260415 Casinhas";-;-;-;3;-;-;3
"260420 Catende";1;-;-;2;-;1;4
"260430 Cedro";-;-;-;1;-;-;1
"260440 Chã de Alegria";-;-;-;-;-;-;-
"260450 Chã Grande";-;-;-;1;-;-;1
"260460 Condado";-;-;-;2;-;-;2
"260470 Correntes";-;-;-;-;-;-;-
"260480 Cortês";-;-;-;-;-;-;-
"260490 Cumaru";-;-;-;-;-;-;-
"260500 Cupira";-;-;-;5;-;-;5
"260510 Custódia";3;-;-;4;-;-;7
"260515 Dormentes";-;-;-;2;-;-;2
"260520 Escada";4;1;-;13;-;1;19
"260530 Exu";3;1;-;4;-;-;8
"260540 Feira Nova";-;1;-;2;-;-;3
"260545 Fernando de Noronha";-;-;-;-;-;-;-
"260550 Ferreiros";-;-;-;-;-;-;-
"260560 Flores";-;-;-;-;-;-;-
"260570 Floresta";1;-;-;3;-;-;4
"260580 Frei Miguelinho";1;-;-;3;-;-;4
"260590 Gameleira";-;-;-;2;-;-;2
"260600 Garanhuns";4;-;-;11;-;-;15
"260610 Glória do Goitá";1;-;-;2;-;-;3
"260620 Goiana";2;-;-;7;-;-;9
"260630 Granito";-;-;-;1;-;-;1
"260640 Gravatá";2;1;-;2;-;-;5
"260650 Iati";-;-;-;1;-;-;1
"260660 Ibimirim";-;-;-;1;-;-;1
"260670 Ibirajuba";-;-;-;1;-;-;1
"260680 Igarassu";3;1;-;8;-;1;13
"260690 Iguaracy";-;-;-;-;-;-;-
"260760 Ilha de Itamaracá";-;-;-;3;-;-;3
"260700 Inajá";-;-;-;-;-;-;-
"260710 Ingazeira";-;-;-;-;-;-;-
"260720 Ipojuca";1;1;-;13;-;-;15
"260730 Ipubi";-;-;-;1;-;-;1
"260740 Itacuruba";-;-;-;-;-;-;-
"260750 Itaíba";-;-;-;2;-;-;2
"260765 Itambé";1;-;-;4;-;1;6
"260770 Itapetim";2;-;-;3;-;-;5
"260775 Itapissuma";-;-;-;3;-;-;3
"260780 Itaquitinga";-;-;-;1;-;-;1
"260790 Jaboatão dos Guararapes";21;-;-;73;-;2;96
"260795 Jaqueira";1;-;-;1;-;-;2
"260800 Jataúba";1;-;-;1;-;-;2
"260805 Jatobá";-;1;-;-;-;-;1
"260810 João Alfredo";2;-;-;4;-;-;6
"260820 Joaquim Nabuco";1;-;-;-;-;-;1
"260825 Jucati";-;-;-;-;-;-;-
"260830 Jupi";-;-;-;2;-;-;2
"260840 Jurema";-;-;-;4;-;-;4
"260850 Lagoa de Itaenga";-;-;-;-;-;-;-
"260845 Lagoa do Carro";1;-;-;-;-;-;1
"260860 Lagoa do Ouro";1;-;-;2;-;-;3
"260870 Lagoa dos Gatos";1;-;-;-;-;-;1
"260875 Lagoa Grande";-;-;-;3;-;-;3
"260880 Lajedo";1;-;-;2;-;1;4
"260890 Limoeiro";5;-;-;2;-;-;7
"260900 Macaparana";2;-;-;5;-;-;7
"260910 Machados";-;-;-;5;-;-;5
"260915 Manari";-;-;-;1;-;-;1
"260920 Maraial";1;-;-;2;-;-;3
"260930 Mirandiba";-;-;-;-;-;-;-
"261430 Moreilândia";-;-;-;-;-;-;-
"260940 Moreno";-;-;-;5;-;-;5
"260950 Nazaré da Mata";1;-;-;1;-;-;2
"260960 Olinda";14;3;-;46;-;-;63
"260970 Orobó";-;-;-;1;-;-;1
"260980 Orocó";1;-;-;-;-;-;1
"260990 Ouricuri";3;-;-;6;-;1;10
"261000 Palmares";1;-;-;4;-;-;5
"261010 Palmeirina";-;-;-;2;-;-;2
"261020 Panelas";2;-;-;2;-;-;4
"261030 Paranatama";-;-;-;-;-;-;-
"261040 Parnamirim";1;1;-;1;-;-;3
"261050 Passira";-;-;-;3;-;-;3
"261060 Paudalho";2;-;-;8;-;-;10
"261070 Paulista";20;1;-;28;-;-;49
"261080 Pedra";-;-;-;4;-;-;4
"261090 Pesqueira";4;-;-;4;-;-;8
"261100 Petrolândia";2;-;-;4;-;-;6
"261110 Petrolina";10;-;-;28;-;-;38
"261120 Poção";-;-;-;-;-;-;-
"261130 Pombos";-;-;-;1;-;-;1
"261140 Primavera";-;1;-;1;-;-;2
"261150 Quipapá";-;-;-;-;-;-;-
"261153 Quixaba";-;-;-;1;-;-;1
"261160 Recife";135;7;-;165;-;2;309
"261170 Riacho das Almas";3;-;-;-;-;-;3
"261180 Ribeirão";2;-;-;5;-;-;7
"261190 Rio Formoso";-;-;-;2;-;-;2
"261200 Sairé";-;-;-;1;-;-;1
"261210 Salgadinho";-;-;-;-;-;-;-
"261220 Salgueiro";2;-;-;2;-;-;4
"261230 Saloá";1;-;-;2;-;-;3
"261240 Sanharó";1;-;-;4;-;-;5
"261245 Santa Cruz";1;-;-;3;-;-;4
"261247 Santa Cruz da Baixa Verde";-;-;-;-;-;-;-
"261250 Santa Cruz do Capibaribe";1;1;-;7;-;-;9
"261255 Santa Filomena";-;-;-;1;-;-;1
"261260 Santa Maria da Boa Vista";-;-;-;3;-;-;3
"261270 Santa Maria do Cambucá";-;-;-;1;-;-;1
"261280 Santa Terezinha";1;-;-;2;-;-;3
"261290 São Benedito do Sul";-;-;-;-;-;-;-
"261300 São Bento do Una";2;-;-;4;-;-;6
"261310 São Caitano";-;-;-;2;-;-;2
"261320 São João";-;-;-;1;-;-;1
"261330 São Joaquim do Monte";-;-;-;-;-;-;-
"261340 São José da Coroa Grande";-;-;-;-;-;-;-
"261350 São José do Belmonte";1;-;-;1;-;-;2
"261360 São José do Egito";1;-;-;8;-;-;9
"261370 São Lourenço da Mata";2;-;-;10;-;-;12
"261380 São Vicente Ferrer";-;-;-;-;-;-;-
"261390 Serra Talhada";1;-;-;15;-;-;16
"261400 Serrita";1;-;-;1;-;-;2
"261410 Sertânia";-;1;-;3;-;-;4
"261420 Sirinhaém";2;-;-;5;-;-;7
"261440 Solidão";1;-;-;-;-;-;1
"261450 Surubim";4;-;-;7;-;1;12
"261460 Tabira";3;-;-;4;-;-;7
"261470 Tacaimbó";-;-;-;2;-;-;2
"261480 Tacaratu";-;-;-;1;-;-;1
"261485 Tamandaré";1;-;-;3;-;-;4
"261500 Taquaritinga do Norte";-;-;-;2;-;-;2
"261510 Terezinha";-;1;-;2;-;-;3
"261520 Terra Nova";-;-;-;-;-;-;-
"261530 Timbaúba";-;-;-;6;-;-;6
"261540 Toritama";1;-;-;4;-;-;5
"261550 Tracunhaém";1;-;-;-;-;-;1
"261560 Trindade";1;-;-;2;-;-;3
"261570 Triunfo";-;-;-;-;-;-;-
"261580 Tupanatinga";-;-;-;2;-;-;2
"261590 Tuparetama";1;-;-;-;-;-;1
"261600 Venturosa";-;-;-;1;-;-;1
"261610 Verdejante";-;-;-;-;-;-;-
"261618 Vertente do Lério";-;-;-;-;-;-;-
"261620 Vertentes";-;-;-;1;-;-;1
"261630 Vicência";3;1;-;4;-;-;8
"261640 Vitória de Santo Antão";10;-;-;9;-;1;20
"261650 Xexéu";-;-;-;4;-;-;4
"260000 Município ignorado - PE";-;-;-;7;-;3;10
"270010 Água Branca";-;-;-;-;-;-;-
"270020 Anadia";-;-;-;3;-;-;3
"270030 Arapiraca";4;-;-;34;-;3;41
"270040 Atalaia";-;-;-;4;-;-;4
"270050 Barra de Santo Antônio";-;-;-;1;-;-;1
"270060 Barra de São Miguel";-;-;-;2;-;1;3
"270070 Batalha";-;-;-;1;-;1;2
"270080 Belém";-;-;-;1;-;-;1
"270090 Belo Monte";-;-;-;-;-;-;-
"270100 Boca da Mata";1;-;-;2;-;-;3
"270110 Branquinha";-;-;-;1;-;-;1
"270120 Cacimbinhas";-;-;-;1;-;-;1
"270130 Cajueiro";-;-;-;2;-;-;2
"270135 Campestre";-;-;-;1;-;-;1
"270140 Campo Alegre";1;-;-;7;-;-;8
"270150 Campo Grande";-;-;-;-;-;-;-
"270160 Canapi";-;-;-;6;-;1;7
"270170 Capela";-;-;-;2;-;-;2
"270180 Carneiros";-;-;-;1;-;-;1
"270190 Chã Preta";1;-;-;-;-;-;1
"270200 Coité do Nóia";-;-;-;2;-;-;2
"270210 Colônia Leopoldina";2;-;-;1;-;-;3
"270220 Coqueiro Seco";-;-;-;-;-;-;-
"270230 Coruripe";-;-;-;6;-;-;6
"270235 Craíbas";-;-;-;5;-;1;6
"270240 Delmiro Gouveia";-;-;-;4;-;1;5
"270250 Dois Riachos";-;-;-;2;-;-;2
"270255 Estrela de Alagoas";-;-;-;2;-;-;2
"270260 Feira Grande";-;-;-;2;-;-;2
"270270 Feliz Deserto";-;1;-;1;-;-;2
"270280 Flexeiras";-;-;-;-;-;-;-
"270290 Girau do Ponciano";-;-;-;-;-;-;-
"270300 Ibateguara";-;2;-;2;-;-;4
"270310 Igaci";-;-;-;3;-;-;3
"270320 Igreja Nova";-;-;-;5;-;-;5
"270330 Inhapi";-;-;-;2;-;-;2
"270340 Jacaré dos Homens";-;-;-;-;-;-;-
"270350 Jacuípe";-;-;-;-;-;-;-
"270360 Japaratinga";-;-;-;2;-;-;2
"270370 Jaramataia";-;-;-;1;-;-;1
"270375 Jequiá da Praia";-;-;-;-;-;-;-
"270380 Joaquim Gomes";-;-;-;1;-;-;1
"270390 Jundiá";-;-;-;-;-;-;-
"270400 Junqueiro";-;-;-;4;-;-;4
"270410 Lagoa da Canoa";-;-;-;-;-;1;1
"270420 Limoeiro de Anadia";1;-;-;1;-;-;2
"270430 Maceió";17;1;1;104;-;4;127
"270440 Major Isidoro";-;-;-;2;-;-;2
"270490 Mar Vermelho";-;-;-;-;-;-;-
"270450 Maragogi";1;-;-;5;-;-;6
"270460 Maravilha";-;-;-;2;-;-;2
"270470 Marechal Deodoro";-;-;-;5;-;-;5
"270480 Maribondo";-;-;-;1;-;-;1
"270500 Mata Grande";-;-;-;1;-;-;1
"270510 Matriz de Camaragibe";-;-;-;3;-;-;3
"270520 Messias";1;-;-;2;-;-;3
"270530 Minador do Negrão";-;-;-;-;-;-;-
"270540 Monteirópolis";-;-;-;1;-;-;1
"270550 Murici";-;-;-;2;-;-;2
"270560 Novo Lino";-;-;-;1;-;-;1
"270570 Olho d'Água das Flores";-;1;-;2;-;-;3
"270580 Olho d'Água do Casado";-;-;-;2;-;-;2
"270590 Olho d'Água Grande";-;-;-;-;-;-;-
"270600 Olivença";-;-;-;1;-;-;1
"270610 Ouro Branco";-;-;-;1;-;-;1
"270620 Palestina";-;-;-;-;-;-;-
"270630 Palmeira dos Índios";1;-;-;7;-;1;9
"270640 Pão de Açúcar";-;-;-;2;-;-;2
"270642 Pariconha";-;-;-;1;-;-;1
"270644 Paripueira";1;-;-;-;-;-;1
"270650 Passo de Camaragibe";-;-;-;1;-;-;1
"270660 Paulo Jacinto";-;-;-;2;-;-;2
"270670 Penedo";1;-;-;9;-;-;10
"270680 Piaçabuçu";-;-;-;1;-;-;1
"270690 Pilar";-;-;-;4;-;-;4
"270700 Pindoba";-;-;-;1;-;-;1
"270710 Piranhas";-;-;-;5;-;-;5
"270720 Poço das Trincheiras";1;-;-;-;-;-;1
"270730 Porto Calvo";-;-;-;2;-;-;2
"270740 Porto de Pedras";-;-;-;1;-;-;1
"270750 Porto Real do Colégio";-;-;-;2;-;-;2
"270760 Quebrangulo";-;-;-;4;-;-;4
"270770 Rio Largo";-;-;-;7;-;1;8
"270780 Roteiro";-;-;-;2;-;-;2
"270790 Santa Luzia do Norte";-;-;-;-;-;-;-
"270800 Santana do Ipanema";-;-;-;5;-;1;6
"270810 Santana do Mundaú";-;-;-;1;-;-;1
"270820 São Brás";-;-;-;-;-;-;-
"270830 São José da Laje";2;-;-;5;-;-;7
"270840 São José da Tapera";-;-;-;3;-;-;3
"270850 São Luís do Quitunde";-;-;-;-;-;-;-
"270860 São Miguel dos Campos";1;-;-;6;-;-;7
"270870 São Miguel dos Milagres";-;-;-;1;-;-;1
"270880 São Sebastião";1;-;-;5;-;-;6
"270890 Satuba";-;-;-;1;-;-;1
"270895 Senador Rui Palmeira";-;-;-;1;-;-;1
"270900 Tanque d'Arca";-;-;-;-;-;-;-
"270910 Taquarana";-;-;-;-;-;-;-
"270915 Teotônio Vilela";-;-;-;7;-;-;7
"270920 Traipu";-;-;-;1;-;-;1
"270930 União dos Palmares";-;-;-;5;-;-;5
"270940 Viçosa";-;-;-;2;-;-;2
"270000 Município ignorado - AL";-;-;-;-;-;-;-
"280010 Amparo de São Francisco";-;-;-;-;-;-;-
"280020 Aquidabã";1;-;-;2;-;-;3
"280030 Aracaju";26;1;1;56;-;-;84
"280040 Arauá";-;-;-;1;-;-;1
"280050 Areia Branca";-;-;-;5;-;-;5
"280060 Barra dos Coqueiros";-;2;-;3;-;-;5
"280067 Boquim";-;1;-;2;-;-;3
"280070 Brejo Grande";-;-;-;1;-;-;1
"280100 Campo do Brito";-;-;-;-;-;-;-
"280110 Canhoba";-;-;-;-;-;-;-
"280120 Canindé de São Francisco";1;1;-;7;-;-;9
"280130 Capela";1;-;-;3;-;-;4
"280140 Carira";-;-;-;2;-;-;2
"280150 Carmópolis";-;-;-;-;-;-;-
"280160 Cedro de São João";-;-;-;-;-;-;-
"280170 Cristinápolis";1;-;-;3;-;-;4
"280190 Cumbe";-;-;-;-;-;-;-
"280200 Divina Pastora";-;-;-;-;-;-;-
"280210 Estância";1;1;-;7;-;-;9
"280220 Feira Nova";-;-;-;1;-;-;1
"280230 Frei Paulo";1;1;-;2;-;-;4
"280240 Gararu";-;-;-;1;-;-;1
"280250 General Maynard";-;-;-;-;-;-;-
"280260 Gracho Cardoso";-;-;-;1;-;-;1
"280270 Ilha das Flores";-;-;-;-;-;-;-
"280280 Indiaroba";-;-;-;-;-;-;-
"280290 Itabaiana";13;-;-;15;-;1;29
"280300 Itabaianinha";-;-;-;2;-;-;2
"280310 Itabi";1;-;-;-;-;-;1
"280320 Itaporanga d'Ajuda";3;-;-;3;-;1;7
"280330 Japaratuba";-;-;-;1;-;-;1
"280340 Japoatã";-;-;-;-;-;-;-
"280350 Lagarto";3;1;-;12;-;1;17
"280360 Laranjeiras";-;-;-;7;-;-;7
"280370 Macambira";1;-;-;1;-;-;2
"280380 Malhada dos Bois";-;-;-;1;-;-;1
"280390 Malhador";-;-;-;-;-;-;-
"280400 Maruim";1;-;-;5;-;-;6
"280410 Moita Bonita";-;-;-;1;-;-;1
"280420 Monte Alegre de Sergipe";-;-;-;-;-;-;-
"280430 Muribeca";1;-;-;2;-;-;3
"280440 Neópolis";-;-;-;3;-;-;3
"280445 Nossa Senhora Aparecida";2;-;-;1;-;-;3
"280450 Nossa Senhora da Glória";3;-;-;2;-;-;5
"280460 Nossa Senhora das Dores";2;-;-;1;-;-;3
"280470 Nossa Senhora de Lourdes";-;-;-;3;-;-;3
"280480 Nossa Senhora do Socorro";5;1;1;16;-;1;24
"280490 Pacatuba";-;-;-;1;-;-;1
"280500 Pedra Mole";-;-;-;1;-;-;1
"280510 Pedrinhas";-;-;-;1;-;-;1
"280520 Pinhão";-;-;-;-;-;-;-
"280530 Pirambu";-;-;-;-;-;-;-
"280540 Poço Redondo";-;-;-;4;-;-;4
"280550 Poço Verde";2;-;-;2;-;-;4
"280560 Porto da Folha";1;-;-;7;1;-;9
"280570 Propriá";-;-;-;3;-;-;3
"280580 Riachão do Dantas";1;-;-;2;-;1;4
"280590 Riachuelo";-;-;-;2;-;-;2
"280600 Ribeirópolis";-;-;-;1;-;-;1
"280610 Rosário do Catete";1;-;-;1;-;-;2
"280620 Salgado";-;-;-;1;-;-;1
"280630 Santa Luzia do Itanhy";-;-;-;3;-;-;3
"280650 Santa Rosa de Lima";1;-;-;-;-;-;1
"280640 Santana do São Francisco";-;-;-;-;-;-;-
"280660 Santo Amaro das Brotas";-;-;-;1;-;-;1
"280670 São Cristóvão";1;-;-;15;-;-;16
"280680 São Domingos";-;-;-;2;-;-;2
"280690 São Francisco";-;-;-;-;-;-;-
"280700 São Miguel do Aleixo";1;-;-;-;-;-;1
"280710 Simão Dias";1;-;-;1;-;1;3
"280720 Siriri";-;-;-;-;-;-;-
"280730 Telha";-;-;-;-;-;-;-
"280740 Tobias Barreto";-;1;-;8;-;-;9
"280750 Tomar do Geru";1;-;-;3;-;-;4
"280760 Umbaúba";1;-;-;2;-;-;3
"280000 Município ignorado - SE";-;-;-;2;-;-;2
"290010 Abaíra";2;-;-;1;-;-;3
"290020 Abaré";-;-;-;2;-;-;2
"290030 Acajutiba";-;-;-;1;-;-;1
"290035 Adustina";-;-;-;3;-;-;3
"290040 Água Fria";-;-;-;1;-;-;1
"290060 Aiquara";-;-;-;-;-;-;-
"290070 Alagoinhas";4;4;-;16;-;-;24
"290080 Alcobaça";-;-;-;6;-;-;6
"290090 Almadina";1;-;-;1;-;-;2
"290100 Amargosa";2;1;-;2;-;-;5
"290110 Amélia Rodrigues";-;3;-;-;-;-;3
"290115 América Dourada";-;-;-;-;-;-;-
"290120 Anagé";-;-;-;1;-;-;1
"290130 Andaraí";-;1;-;1;-;-;2
"290135 Andorinha";-;-;-;2;-;-;2
"290140 Angical";-;-;-;-;-;1;1
"290150 Anguera";1;-;-;1;-;-;2
"290160 Antas";1;-;-;1;-;1;3
"290170 Antônio Cardoso";-;2;-;-;-;-;2
"290180 Antônio Gonçalves";-;-;-;-;-;-;-
"290190 Aporá";-;-;-;1;-;-;1
"290195 Apuarema";-;-;-;1;-;-;1
"290205 Araças";-;-;-;-;-;-;-
"290200 Aracatu";1;-;-;-;-;-;1
"290210 Araci";-;-;-;3;-;-;3
"290220 Aramari";-;-;-;2;-;-;2
"290225 Arataca";-;-;-;2;-;-;2
"290230 Aratuípe";-;-;-;-;-;1;1
"290240 Aurelino Leal";-;-;-;1;-;-;1
"290250 Baianópolis";-;-;-;-;-;-;-
"290260 Baixa Grande";-;-;-;2;-;-;2
"290265 Banzaê";-;-;-;-;-;-;-
"290270 Barra";-;1;-;1;-;-;2
"290280 Barra da Estiva";-;-;-;-;-;-;-
"290290 Barra do Choça";2;-;-;1;-;-;3
"290300 Barra do Mendes";-;-;-;2;-;-;2
"290310 Barra do Rocha";-;-;-;-;-;-;-
"290320 Barreiras";2;1;-;22;-;-;25
"290323 Barro Alto";-;1;-;1;-;-;2
"290330 Barro Preto";-;-;-;1;-;-;1
"290327 Barrocas";-;-;-;-;-;-;-
"290340 Belmonte";-;1;-;2;-;-;3
"290350 Belo Campo";1;-;-;1;-;-;2
"290360 Biritinga";-;1;-;1;-;-;2
"290370 Boa Nova";-;-;-;-;-;-;-
"290380 Boa Vista do Tupim";1;-;-;2;-;-;3
"290390 Bom Jesus da Lapa";-;1;-;5;-;-;6
"290395 Bom Jesus da Serra";1;-;-;3;-;-;4
"290400 Boninal";-;-;-;1;-;-;1
"290405 Bonito";1;1;-;2;-;-;4
"290410 Boquira";-;-;-;1;-;-;1
"290420 Botuporã";1;-;-;-;-;-;1
"290430 Brejões";-;-;-;1;-;-;1
"290440 Brejolândia";-;-;-;1;-;-;1
"290450 Brotas de Macaúbas";-;-;-;2;-;-;2
"290460 Brumado";1;-;-;3;-;-;4
"290470 Buerarema";-;-;-;2;-;-;2
"290475 Buritirama";-;-;-;1;-;-;1
"290480 Caatiba";-;-;-;-;-;-;-
"290485 Cabaceiras do Paraguaçu";-;1;-;1;-;-;2
"290490 Cachoeira";-;2;-;4;-;-;6
"290500 Caculé";-;-;-;1;-;-;1
"290510 Caém";-;-;-;-;-;-;-
"290515 Caetanos";-;-;-;2;-;-;2
"290520 Caetité";5;1;-;3;-;-;9
"290530 Cafarnaum";-;-;-;3;-;-;3
"290540 Cairu";-;-;-;1;-;-;1
"290550 Caldeirão Grande";-;-;-;3;-;-;3
"290560 Camacan";-;-;-;4;-;-;4
"290570 Camaçari";6;6;-;31;-;1;44
"290580 Camamu";-;1;-;2;-;-;3
"290590 Campo Alegre de Lourdes";1;-;-;4;-;-;5
"290600 Campo Formoso";1;-;-;4;-;-;5
"290610 Canápolis";-;-;-;1;-;-;1
"290620 Canarana";1;-;-;2;-;-;3
"290630 Canavieiras";-;-;-;4;-;-;4
"290640 Candeal";-;-;-;1;-;-;1
"290650 Candeias";-;1;-;4;-;1;6
"290660 Candiba";2;-;-;2;-;-;4
"290670 Cândido Sales";-;-;-;3;-;-;3
"290680 Cansanção";1;-;-;3;-;-;4
"290682 Canudos";-;-;-;2;-;-;2
"290685 Capela do Alto Alegre";-;-;-;2;-;-;2
"290687 Capim Grosso";1;1;-;3;-;-;5
"290689 Caraíbas";-;-;-;-;-;-;-
"290690 Caravelas";-;2;-;1;-;-;3
"290700 Cardeal da Silva";-;-;-;1;-;-;1
"290710 Carinhanha";-;-;-;3;-;-;3
"290720 Casa Nova";1;-;-;5;-;-;6
"290730 Castro Alves";1;-;-;2;-;2;5
"290740 Catolândia";1;1;-;-;-;-;2
"290750 Catu";1;1;-;6;-;-;8
"290755 Caturama";-;-;-;-;-;-;-
"290760 Central";-;-;-;-;-;-;-
"290770 Chorrochó";-;-;-;1;-;-;1
"290780 Cícero Dantas";-;-;-;2;-;-;2
"290790 Cipó";-;-;-;1;-;1;2
"290800 Coaraci";1;-;-;2;-;-;3
"290810 Cocos";-;-;-;1;-;-;1
"290820 Conceição da Feira";-;1;-;-;-;-;1
"290830 Conceição do Almeida";-;-;-;1;-;-;1
"290840 Conceição do Coité";2;2;-;3;-;1;8
"290850 Conceição do Jacuípe";-;2;-;2;-;-;4
"290860 Conde";-;1;-;5;-;1;7
"290870 Condeúba";1;-;-;5;-;-;6
"290880 Contendas do Sincorá";-;-;-;-;-;-;-
"290890 Coração de Maria";-;-;-;2;-;-;2
"290900 Cordeiros";-;-;-;1;-;-;1
"290910 Coribe";-;-;-;4;-;-;4
"290920 Coronel João Sá";-;-;-;1;-;-;1
"290930 Correntina";-;-;-;3;-;-;3
"290940 Cotegipe";1;-;-;3;-;-;4
"290950 Cravolândia";-;1;-;-;-;1;2
"290960 Crisópolis";1;1;-;2;-;-;4
"290970 Cristópolis";-;-;-;1;-;-;1
"290980 Cruz das Almas";1;2;-;3;-;-;6
"290990 Curaçá";-;-;-;4;-;-;4
"291000 Dário Meira";-;-;-;-;-;-;-
"291005 Dias d'Ávila";2;1;-;1;-;-;4
"291010 Dom Basílio";1;1;-;-;-;-;2
"291020 Dom Macedo Costa";-;-;-;-;-;-;-
