 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Cor/raça
Sexo: Fem
Período:2015
"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"250435 Caturité";-;-;-;-;-;-;-
"250440 Conceição";-;-;-;1;-;-;1
"250450 Condado";-;-;-;-;-;-;-
"250460 Conde";1;1;-;4;-;-;6
"250470 Congo";-;-;-;-;-;-;-
"250480 Coremas";-;-;-;4;-;1;5
"250485 Coxixola";-;-;-;1;-;-;1
"250490 Cruz do Espírito Santo";-;-;-;3;-;1;4
"250500 Cubati";-;-;1;-;-;-;1
"250510 Cuité";1;-;-;3;-;-;4
"250523 Cuité de Mamanguape";-;-;-;-;-;-;-
"250520 Cuitegi";2;-;-;-;-;-;2
"250527 Curral de Cima";-;-;-;2;1;-;3
"250530 Curral Velho";-;-;-;-;-;-;-
"250535 Damião";1;-;-;1;-;-;2
"250540 Desterro";-;-;-;-;-;-;-
"250560 Diamante";-;-;-;-;-;-;-
"250570 Dona Inês";-;-;-;1;-;-;1
"250580 Duas Estradas";-;-;-;-;-;2;2
"250590 Emas";-;-;-;1;-;-;1
"250600 Esperança";2;-;-;3;-;-;5
"250610 Fagundes";-;-;-;-;-;-;-
"250620 Frei Martinho";-;-;-;-;-;-;-
"250625 Gado Bravo";-;-;-;-;-;-;-
"250630 Guarabira";1;-;-;4;-;1;6
"250640 Gurinhém";1;-;-;2;-;1;4
"250650 Gurjão";-;-;-;-;-;-;-
"250660 Ibiara";-;-;-;1;-;-;1
"250260 Igaracy";-;-;-;-;-;-;-
"250670 Imaculada";-;-;-;-;-;-;-
"250680 Ingá";-;-;-;2;-;1;3
"250690 Itabaiana";-;-;-;3;-;1;4
"250700 Itaporanga";1;-;-;2;-;-;3
"250710 Itapororoca";-;-;-;-;-;-;-
"250720 Itatuba";-;-;-;-;-;-;-
"250730 Jacaraú";-;-;-;-;-;-;-
"250740 Jericó";-;-;-;-;-;-;-
"250750 João Pessoa";24;1;-;64;-;11;100
"251365 Joca Claudino";-;-;-;-;-;-;-
"250760 Juarez Távora";-;-;-;1;-;-;1
"250770 Juazeirinho";-;-;-;3;-;-;3
"250780 Junco do Seridó";-;-;-;-;-;-;-
"250790 Juripiranga";1;-;-;-;-;-;1
"250800 Juru";-;-;-;-;-;-;-
"250810 Lagoa";-;-;-;-;-;-;-
"250820 Lagoa de Dentro";-;-;-;-;-;-;-
"250830 Lagoa Seca";3;-;-;2;-;-;5
"250840 Lastro";-;-;-;-;-;-;-
"250850 Livramento";-;-;-;-;-;-;-
"250855 Logradouro";-;-;-;-;-;-;-
"250860 Lucena";-;-;-;-;-;-;-
"250870 Mãe d'Água";-;-;-;1;-;-;1
"250880 Malta";-;-;-;-;-;-;-
"250890 Mamanguape";-;-;-;9;-;-;9
"250900 Manaíra";-;-;-;1;-;-;1
"250905 Marcação";-;-;-;-;2;-;2
"250910 Mari";-;-;-;5;-;1;6
"250915 Marizópolis";-;-;-;-;-;-;-
"250920 Massaranduba";-;-;-;1;-;-;1
"250930 Mataraca";-;-;-;1;-;-;1
"250933 Matinhas";-;-;-;-;-;-;-
"250937 Mato Grosso";-;-;-;-;-;-;-
"250939 Maturéia";1;-;-;2;-;-;3
"250940 Mogeiro";-;-;-;-;-;-;-
"250950 Montadas";-;-;-;-;-;-;-
"250960 Monte Horebe";-;-;-;-;-;-;-
"250970 Monteiro";1;-;-;5;-;-;6
"250980 Mulungu";-;-;-;1;-;-;1
"250990 Natuba";-;-;-;1;-;-;1
"251000 Nazarezinho";1;-;-;4;-;-;5
"251010 Nova Floresta";-;-;-;1;-;-;1
"251020 Nova Olinda";-;-;-;-;-;-;-
"251030 Nova Palmeira";-;-;-;-;-;-;-
"251040 Olho d'Água";-;-;-;1;-;-;1
"251050 Olivedos";-;-;-;-;-;-;-
"251060 Ouro Velho";-;-;-;-;-;-;-
"251065 Parari";-;-;-;-;-;-;-
"251070 Passagem";-;-;-;-;-;-;-
"251080 Patos";5;-;-;15;-;-;20
"251090 Paulista";-;-;-;1;-;-;1
"251100 Pedra Branca";-;-;-;1;-;-;1
"251110 Pedra Lavrada";-;1;-;1;-;-;2
"251120 Pedras de Fogo";-;-;-;2;-;-;2
"251272 Pedro Régis";-;-;-;-;-;-;-
"251130 Piancó";2;-;-;1;-;-;3
"251140 Picuí";3;-;-;1;-;2;6
"251150 Pilar";-;1;-;-;-;-;1
"251160 Pilões";-;-;-;-;-;-;-
"251170 Pilõezinhos";-;-;-;-;-;-;-
"251180 Pirpirituba";-;-;-;1;-;1;2
"251190 Pitimbu";-;-;-;4;-;-;4
"251200 Pocinhos";2;-;-;-;-;-;2
"251203 Poço Dantas";-;-;-;-;-;-;-
"251207 Poço de José de Moura";-;-;-;1;-;-;1
"251210 Pombal";1;1;-;2;-;-;4
"251220 Prata";-;-;-;-;-;-;-
"251230 Princesa Isabel";2;-;-;4;-;-;6
"251240 Puxinanã";1;-;-;2;-;-;3
"251250 Queimadas";-;-;-;5;-;-;5
"251260 Quixaba";-;-;-;-;-;-;-
"251270 Remígio";-;-;-;-;-;-;-
"251274 Riachão";-;-;-;-;-;-;-
"251275 Riachão do Bacamarte";-;-;-;-;-;-;-
"251276 Riachão do Poço";-;-;-;-;-;-;-
"251278 Riacho de Santo Antônio";-;-;-;-;-;-;-
"251280 Riacho dos Cavalos";-;-;-;-;-;-;-
"251290 Rio Tinto";1;-;-;4;1;-;6
"251300 Salgadinho";-;-;-;1;-;-;1
"251310 Salgado de São Félix";-;-;-;-;-;-;-
"251315 Santa Cecília";-;-;-;1;-;-;1
"251320 Santa Cruz";-;-;-;-;-;-;-
"251330 Santa Helena";-;-;-;1;-;-;1
"251335 Santa Inês";-;-;-;-;-;-;-
"251340 Santa Luzia";-;-;-;-;-;-;-
"251370 Santa Rita";2;-;-;13;-;3;18
"251380 Santa Teresinha";-;-;-;-;-;-;-
"251350 Santana de Mangueira";-;-;-;1;-;-;1
"251360 Santana dos Garrotes";-;-;-;-;-;-;-
"251385 Santo André";-;-;-;-;-;-;-
"251392 São Bentinho";1;-;-;-;-;-;1
"251390 São Bento";1;-;-;5;-;-;6
"251396 São Domingos";-;-;-;-;-;-;-
"251394 São Domingos do Cariri";-;-;-;-;-;-;-
"251398 São Francisco";-;-;-;-;-;-;-
"251400 São João do Cariri";-;-;-;-;-;-;-
"250070 São João do Rio do Peixe";1;-;-;3;-;-;4
"251410 São João do Tigre";-;-;-;-;-;-;-
"251420 São José da Lagoa Tapada";-;-;-;-;-;-;-
"251430 São José de Caiana";-;-;-;1;-;-;1
"251440 São José de Espinharas";-;-;-;-;-;-;-
"251450 São José de Piranhas";-;-;-;1;-;-;1
"251455 São José de Princesa";-;-;-;1;-;-;1
"251460 São José do Bonfim";1;-;-;-;-;-;1
"251465 São José do Brejo do Cruz";-;-;-;-;-;-;-
"251470 São José do Sabugi";-;-;-;-;-;-;-
"251480 São José dos Cordeiros";-;-;-;-;-;-;-
"251445 São José dos Ramos";-;-;-;-;-;-;-
"251490 São Mamede";1;-;-;1;-;-;2
"251500 São Miguel de Taipu";-;-;-;-;-;-;-
"251510 São Sebastião de Lagoa de Roça";-;-;-;1;-;-;1
"251520 São Sebastião do Umbuzeiro";-;-;-;-;-;-;-
"251540 São Vicente do Seridó";1;-;-;-;-;-;1
"251530 Sapé";-;-;-;5;-;-;5
"251550 Serra Branca";-;-;-;-;-;-;-
"251560 Serra da Raiz";-;-;-;1;-;-;1
"251570 Serra Grande";-;-;-;-;-;-;-
"251580 Serra Redonda";-;-;-;-;-;-;-
"251590 Serraria";1;-;-;-;-;-;1
"251593 Sertãozinho";-;-;-;-;-;-;-
"251597 Sobrado";-;-;-;-;-;-;-
"251600 Solânea";-;-;-;1;-;2;3
"251610 Soledade";-;-;-;1;-;-;1
"251615 Sossêgo";-;-;-;-;-;-;-
"251620 Sousa";3;-;-;4;-;1;8
"251630 Sumé";-;-;-;2;-;-;2
"251640 Tacima";-;-;-;4;-;1;5
"251650 Taperoá";-;-;-;1;-;-;1
"251660 Tavares";-;-;-;1;-;-;1
"251670 Teixeira";1;-;-;-;-;-;1
"251675 Tenório";-;-;-;-;-;-;-
"251680 Triunfo";-;-;-;-;-;-;-
"251690 Uiraúna";-;-;-;-;-;-;-
"251700 Umbuzeiro";-;-;-;1;-;-;1
"251710 Várzea";-;-;-;-;-;-;-
"251720 Vieirópolis";-;-;-;-;-;-;-
"250550 Vista Serrana";-;-;-;1;-;-;1
"251740 Zabelê";-;-;-;-;-;-;-
"250000 Município ignorado - PB";-;-;-;-;-;-;-
"260005 Abreu e Lima";3;-;-;5;-;1;9
"260010 Afogados da Ingazeira";2;-;-;1;-;1;4
"260020 Afrânio";-;-;-;3;-;-;3
"260030 Agrestina";1;1;-;4;-;-;6
"260040 Água Preta";-;-;-;3;-;-;3
"260050 Águas Belas";-;-;-;3;-;1;4
"260060 Alagoinha";-;-;-;2;-;-;2
"260070 Aliança";1;-;-;5;-;-;6
"260080 Altinho";1;-;-;2;-;-;3
"260090 Amaraji";-;-;-;2;-;-;2
"260100 Angelim";1;-;-;-;-;-;1
"260105 Araçoiaba";3;-;-;1;-;-;4
"260110 Araripina";-;-;-;16;-;1;17
"260120 Arcoverde";1;1;-;7;-;-;9
"260130 Barra de Guabiraba";1;-;-;1;-;-;2
"260140 Barreiros";2;-;-;4;-;-;6
"260150 Belém de Maria";1;-;-;-;-;-;1
"260160 Belém do São Francisco";-;-;-;2;-;-;2
"260170 Belo Jardim";3;-;-;3;-;1;7
"260180 Betânia";-;-;-;1;-;-;1
"260190 Bezerros";3;-;-;7;-;-;10
"260200 Bodocó";-;-;-;2;-;-;2
"260210 Bom Conselho";-;1;1;4;-;-;6
"260220 Bom Jardim";1;-;-;4;-;-;5
"260230 Bonito";1;-;-;-;-;-;1
"260240 Brejão";-;-;-;-;-;-;-
"260250 Brejinho";-;-;-;-;-;-;-
"260260 Brejo da Madre de Deus";1;-;-;5;-;-;6
"260270 Buenos Aires";-;-;-;-;-;-;-
"260280 Buíque";1;-;-;4;-;-;5
"260290 Cabo de Santo Agostinho";6;-;-;23;-;-;29
"260300 Cabrobó";-;-;-;2;-;-;2
"260310 Cachoeirinha";-;-;-;1;-;-;1
"260320 Caetés";-;-;-;2;-;-;2
"260330 Calçado";-;-;-;1;-;-;1
"260340 Calumbi";1;-;-;-;-;-;1
"260345 Camaragibe";6;-;-;11;-;1;18
"260350 Camocim de São Félix";-;-;-;4;-;-;4
"260360 Camutanga";1;-;-;1;-;-;2
"260370 Canhotinho";1;-;-;2;-;-;3
"260380 Capoeiras";2;-;-;2;-;-;4
"260390 Carnaíba";1;-;-;-;-;-;1
"260392 Carnaubeira da Penha";-;-;-;-;2;-;2
"260400 Carpina";-;-;-;10;-;-;10
"260410 Caruaru";9;2;-;49;-;1;61
"260415 Casinhas";-;-;-;-;-;-;-
"260420 Catende";-;-;-;1;-;-;1
"260430 Cedro";1;-;-;1;-;-;2
"260440 Chã de Alegria";-;-;-;1;-;-;1
"260450 Chã Grande";-;-;-;2;-;-;2
"260460 Condado";-;-;-;2;-;-;2
"260470 Correntes";2;-;-;-;-;-;2
"260480 Cortês";-;-;-;3;-;-;3
"260490 Cumaru";-;-;-;3;-;-;3
"260500 Cupira";1;-;-;2;-;-;3
"260510 Custódia";-;1;-;-;-;-;1
"260515 Dormentes";-;-;-;2;-;-;2
"260520 Escada";5;1;-;7;-;1;14
"260530 Exu";1;-;-;3;-;-;4
"260540 Feira Nova";2;-;-;1;-;-;3
"260545 Fernando de Noronha";-;-;-;-;-;-;-
"260550 Ferreiros";-;-;-;1;-;-;1
"260560 Flores";3;-;-;3;-;-;6
"260570 Floresta";-;1;-;2;-;-;3
"260580 Frei Miguelinho";1;-;-;-;-;-;1
"260590 Gameleira";2;-;-;1;-;-;3
"260600 Garanhuns";1;-;-;15;-;1;17
"260610 Glória do Goitá";-;-;-;2;-;-;2
"260620 Goiana";1;-;-;15;-;-;16
"260630 Granito";-;-;-;-;-;-;-
"260640 Gravatá";10;-;-;7;-;-;17
"260650 Iati";-;-;-;-;-;-;-
"260660 Ibimirim";-;-;-;-;-;-;-
"260670 Ibirajuba";-;-;-;-;-;-;-
"260680 Igarassu";3;1;-;10;-;-;14
"260690 Iguaracy";-;-;-;2;-;-;2
"260760 Ilha de Itamaracá";2;-;-;4;-;-;6
"260700 Inajá";-;-;-;4;-;-;4
"260710 Ingazeira";-;-;-;-;-;-;-
"260720 Ipojuca";6;1;-;7;-;-;14
"260730 Ipubi";-;-;-;2;-;-;2
"260740 Itacuruba";-;-;-;-;-;-;-
"260750 Itaíba";3;-;1;1;-;-;5
"260765 Itambé";-;1;-;3;-;-;4
"260770 Itapetim";1;1;-;1;-;-;3
"260775 Itapissuma";-;1;-;3;-;-;4
"260780 Itaquitinga";-;-;-;1;-;-;1
"260790 Jaboatão dos Guararapes";25;3;-;65;-;1;94
"260795 Jaqueira";-;-;-;1;-;-;1
"260800 Jataúba";-;-;-;2;-;-;2
"260805 Jatobá";-;-;-;2;-;-;2
"260810 João Alfredo";-;-;-;-;-;-;-
"260820 Joaquim Nabuco";-;-;-;-;-;-;-
"260825 Jucati";-;-;-;-;-;-;-
"260830 Jupi";-;-;-;1;-;-;1
"260840 Jurema";-;-;-;1;-;-;1
"260850 Lagoa de Itaenga";2;-;-;3;-;-;5
"260845 Lagoa do Carro";-;-;-;1;-;-;1
"260860 Lagoa do Ouro";1;-;-;2;-;-;3
"260870 Lagoa dos Gatos";-;-;-;-;-;-;-
"260875 Lagoa Grande";-;-;-;-;-;-;-
"260880 Lajedo";4;-;-;7;-;-;11
"260890 Limoeiro";2;-;-;1;-;-;3
"260900 Macaparana";1;-;-;6;-;-;7
"260910 Machados";-;-;-;-;-;-;-
"260915 Manari";-;-;-;1;-;-;1
"260920 Maraial";1;-;-;1;-;-;2
"260930 Mirandiba";-;-;-;1;-;-;1
"261430 Moreilândia";-;-;-;-;-;-;-
"260940 Moreno";3;1;-;7;-;1;12
"260950 Nazaré da Mata";-;-;-;5;-;-;5
"260960 Olinda";18;2;-;51;-;1;72
"260970 Orobó";1;-;-;2;-;-;3
"260980 Orocó";1;-;-;-;-;-;1
"260990 Ouricuri";2;-;-;7;-;1;10
"261000 Palmares";-;-;-;8;-;-;8
"261010 Palmeirina";-;-;-;1;-;-;1
"261020 Panelas";-;-;-;1;-;-;1
"261030 Paranatama";-;-;-;-;-;-;-
"261040 Parnamirim";-;-;-;-;-;-;-
"261050 Passira";3;-;-;-;-;-;3
"261060 Paudalho";3;-;-;7;-;1;11
"261070 Paulista";25;-;-;39;-;-;64
"261080 Pedra";1;-;-;-;-;-;1
"261090 Pesqueira";1;-;-;8;1;-;10
"261100 Petrolândia";1;-;-;1;-;-;2
"261110 Petrolina";8;-;-;28;-;2;38
"261120 Poção";-;1;-;1;-;-;2
"261130 Pombos";-;-;-;1;-;-;1
"261140 Primavera";-;-;-;-;-;-;-
"261150 Quipapá";-;-;-;1;-;-;1
"261153 Quixaba";-;-;-;-;-;-;-
"261160 Recife";138;8;1;163;-;4;314
"261170 Riacho das Almas";2;-;-;-;-;-;2
"261180 Ribeirão";-;-;-;2;-;-;2
"261190 Rio Formoso";-;-;-;2;-;-;2
"261200 Sairé";-;-;-;1;-;-;1
"261210 Salgadinho";-;-;-;-;-;-;-
"261220 Salgueiro";2;-;-;4;-;-;6
"261230 Saloá";2;-;-;1;-;-;3
"261240 Sanharó";-;1;-;1;-;-;2
"261245 Santa Cruz";-;-;-;1;-;-;1
"261247 Santa Cruz da Baixa Verde";-;-;-;-;-;-;-
"261250 Santa Cruz do Capibaribe";5;-;-;8;-;-;13
"261255 Santa Filomena";1;-;-;2;-;-;3
"261260 Santa Maria da Boa Vista";-;-;-;1;-;-;1
"261270 Santa Maria do Cambucá";-;-;-;2;-;-;2
"261280 Santa Terezinha";-;-;-;1;-;-;1
"261290 São Benedito do Sul";-;-;-;-;-;-;-
"261300 São Bento do Una";-;1;-;3;-;-;4
"261310 São Caitano";3;-;-;2;-;-;5
"261320 São João";-;-;-;1;-;-;1
"261330 São Joaquim do Monte";1;-;-;1;-;-;2
"261340 São José da Coroa Grande";-;-;-;5;-;-;5
"261350 São José do Belmonte";1;-;-;2;-;-;3
"261360 São José do Egito";1;-;-;4;-;-;5
"261370 São Lourenço da Mata";3;-;-;8;-;-;11
"261380 São Vicente Ferrer";-;-;-;1;-;-;1
"261390 Serra Talhada";2;-;-;11;-;-;13
"261400 Serrita";-;-;-;-;-;-;-
"261410 Sertânia";1;-;-;2;-;-;3
"261420 Sirinhaém";-;-;-;4;-;-;4
"261440 Solidão";-;-;-;-;-;-;-
"261450 Surubim";3;-;-;4;-;-;7
"261460 Tabira";2;-;-;2;-;-;4
"261470 Tacaimbó";-;-;-;-;-;-;-
"261480 Tacaratu";-;-;-;2;-;-;2
"261485 Tamandaré";1;-;-;1;-;-;2
"261500 Taquaritinga do Norte";2;-;-;2;-;-;4
"261510 Terezinha";-;-;-;-;-;-;-
"261520 Terra Nova";-;-;-;3;-;-;3
"261530 Timbaúba";4;-;-;5;-;-;9
"261540 Toritama";-;-;-;1;-;-;1
"261550 Tracunhaém";-;-;-;1;-;-;1
"261560 Trindade";2;1;-;5;-;-;8
"261570 Triunfo";-;-;-;1;-;-;1
"261580 Tupanatinga";-;-;-;1;-;-;1
"261590 Tuparetama";-;-;-;-;-;-;-
"261600 Venturosa";-;-;-;1;-;-;1
"261610 Verdejante";-;-;-;1;-;-;1
"261618 Vertente do Lério";-;-;-;-;-;-;-
"261620 Vertentes";1;-;-;1;-;-;2
"261630 Vicência";2;-;-;2;-;-;4
"261640 Vitória de Santo Antão";3;-;-;13;-;-;16
"261650 Xexéu";-;-;-;1;-;-;1
"260000 Município ignorado - PE";1;-;-;9;-;4;14
"270010 Água Branca";-;-;-;2;-;-;2
"270020 Anadia";-;-;-;-;-;-;-
"270030 Arapiraca";5;-;-;17;-;2;24
"270040 Atalaia";-;-;-;2;-;-;2
"270050 Barra de Santo Antônio";-;-;-;1;-;-;1
"270060 Barra de São Miguel";1;-;-;1;-;-;2
"270070 Batalha";-;-;-;1;-;-;1
"270080 Belém";-;-;-;1;-;-;1
"270090 Belo Monte";-;-;-;-;-;-;-
"270100 Boca da Mata";1;-;-;3;-;-;4
"270110 Branquinha";-;-;-;1;-;-;1
"270120 Cacimbinhas";-;-;-;-;-;-;-
"270130 Cajueiro";-;-;-;5;-;-;5
"270135 Campestre";-;-;-;-;-;-;-
"270140 Campo Alegre";-;-;-;3;-;-;3
"270150 Campo Grande";-;-;-;2;-;-;2
"270160 Canapi";1;-;-;2;-;1;4
"270170 Capela";-;-;-;1;-;-;1
"270180 Carneiros";-;-;-;1;-;-;1
"270190 Chã Preta";-;1;-;-;-;-;1
"270200 Coité do Nóia";-;-;-;2;-;-;2
"270210 Colônia Leopoldina";1;-;-;1;-;-;2
"270220 Coqueiro Seco";-;-;-;-;-;-;-
"270230 Coruripe";-;-;-;5;-;1;6
"270235 Craíbas";-;-;-;1;-;-;1
"270240 Delmiro Gouveia";-;-;-;4;-;-;4
"270250 Dois Riachos";-;-;-;-;-;-;-
"270255 Estrela de Alagoas";-;-;-;2;-;1;3
"270260 Feira Grande";1;-;-;-;-;-;1
"270270 Feliz Deserto";-;-;-;2;-;-;2
"270280 Flexeiras";-;-;-;1;-;-;1
"270290 Girau do Ponciano";-;-;-;1;-;-;1
"270300 Ibateguara";-;-;-;1;-;-;1
"270310 Igaci";-;-;-;1;-;-;1
"270320 Igreja Nova";1;-;-;1;-;-;2
"270330 Inhapi";-;-;-;-;-;-;-
"270340 Jacaré dos Homens";-;-;-;1;-;-;1
"270350 Jacuípe";-;-;-;-;-;-;-
"270360 Japaratinga";-;-;-;1;-;-;1
"270370 Jaramataia";-;-;-;1;-;-;1
"270375 Jequiá da Praia";-;-;-;-;-;-;-
"270380 Joaquim Gomes";-;-;-;3;-;-;3
"270390 Jundiá";-;-;-;1;-;-;1
"270400 Junqueiro";-;-;-;5;-;-;5
"270410 Lagoa da Canoa";-;-;-;1;-;1;2
"270420 Limoeiro de Anadia";-;-;-;-;-;-;-
"270430 Maceió";14;2;1;99;-;6;122
"270440 Major Isidoro";-;-;-;-;-;-;-
"270490 Mar Vermelho";-;-;-;-;-;-;-
"270450 Maragogi";-;-;-;3;-;-;3
"270460 Maravilha";1;-;-;2;-;-;3
"270470 Marechal Deodoro";-;-;-;3;-;-;3
"270480 Maribondo";-;-;-;3;-;-;3
"270500 Mata Grande";-;-;-;1;-;1;2
"270510 Matriz de Camaragibe";-;-;-;1;-;-;1
"270520 Messias";-;-;-;-;-;-;-
"270530 Minador do Negrão";-;-;-;-;-;-;-
"270540 Monteirópolis";-;-;-;-;-;-;-
"270550 Murici";-;-;-;6;-;-;6
"270560 Novo Lino";-;-;-;-;-;-;-
"270570 Olho d'Água das Flores";-;-;-;2;-;-;2
"270580 Olho d'Água do Casado";-;-;-;1;-;-;1
"270590 Olho d'Água Grande";-;-;-;-;-;-;-
"270600 Olivença";-;-;-;-;-;-;-
"270610 Ouro Branco";-;-;-;-;-;-;-
"270620 Palestina";-;-;-;1;-;-;1
"270630 Palmeira dos Índios";2;-;-;11;-;-;13
"270640 Pão de Açúcar";-;-;-;-;-;-;-
"270642 Pariconha";-;-;-;-;-;-;-
"270644 Paripueira";-;-;-;-;-;-;-
"270650 Passo de Camaragibe";-;-;-;-;-;-;-
"270660 Paulo Jacinto";-;1;-;-;-;-;1
"270670 Penedo";-;-;-;4;-;-;4
"270680 Piaçabuçu";-;-;-;-;-;-;-
"270690 Pilar";-;-;-;2;-;-;2
"270700 Pindoba";-;-;-;1;-;-;1
"270710 Piranhas";-;-;-;4;-;-;4
"270720 Poço das Trincheiras";-;-;-;-;-;-;-
"270730 Porto Calvo";-;-;-;4;-;-;4
"270740 Porto de Pedras";-;-;-;1;-;-;1
"270750 Porto Real do Colégio";-;-;-;2;-;-;2
"270760 Quebrangulo";1;-;-;3;-;-;4
"270770 Rio Largo";-;-;-;9;-;-;9
"270780 Roteiro";1;-;-;-;-;-;1
"270790 Santa Luzia do Norte";-;-;-;-;-;1;1
"270800 Santana do Ipanema";-;-;-;4;-;-;4
"270810 Santana do Mundaú";-;-;-;1;-;-;1
"270820 São Brás";-;-;-;-;-;-;-
"270830 São José da Laje";-;-;-;2;-;-;2
"270840 São José da Tapera";-;-;-;2;-;-;2
"270850 São Luís do Quitunde";-;-;-;7;-;-;7
"270860 São Miguel dos Campos";-;-;-;7;-;-;7
"270870 São Miguel dos Milagres";-;-;-;-;-;-;-
"270880 São Sebastião";1;-;-;5;-;-;6
"270890 Satuba";1;-;-;3;-;-;4
"270895 Senador Rui Palmeira";-;-;-;-;-;-;-
"270900 Tanque d'Arca";-;-;-;2;-;-;2
"270910 Taquarana";-;-;-;1;-;-;1
"270915 Teotônio Vilela";-;-;-;4;-;-;4
"270920 Traipu";-;-;-;1;-;-;1
"270930 União dos Palmares";-;-;-;3;-;-;3
"270940 Viçosa";-;-;-;4;-;-;4
"270000 Município ignorado - AL";-;-;-;-;-;-;-
"280010 Amparo de São Francisco";-;-;-;-;-;-;-
"280020 Aquidabã";1;-;-;3;-;-;4
"280030 Aracaju";32;-;-;60;-;-;92
"280040 Arauá";-;-;-;-;-;-;-
"280050 Areia Branca";-;-;-;3;-;-;3
"280060 Barra dos Coqueiros";-;1;-;4;-;-;5
"280067 Boquim";-;2;-;1;-;-;3
"280070 Brejo Grande";1;-;-;2;-;-;3
"280100 Campo do Brito";-;-;-;4;-;-;4
"280110 Canhoba";1;-;-;-;-;-;1
"280120 Canindé de São Francisco";-;-;-;1;-;1;2
"280130 Capela";1;-;-;4;-;-;5
"280140 Carira";4;-;-;2;-;-;6
"280150 Carmópolis";-;-;-;1;-;-;1
"280160 Cedro de São João";-;-;-;1;-;-;1
"280170 Cristinápolis";-;-;-;3;1;-;4
"280190 Cumbe";-;-;-;1;-;-;1
"280200 Divina Pastora";1;-;-;-;-;-;1
"280210 Estância";-;-;-;6;-;-;6
"280220 Feira Nova";-;-;-;-;-;-;-
"280230 Frei Paulo";3;-;-;3;-;-;6
"280240 Gararu";4;-;-;1;-;-;5
"280250 General Maynard";-;-;-;1;-;1;2
"280260 Gracho Cardoso";-;-;-;1;-;-;1
"280270 Ilha das Flores";-;-;-;2;-;-;2
"280280 Indiaroba";-;-;-;1;-;-;1
"280290 Itabaiana";5;-;-;9;-;2;16
"280300 Itabaianinha";-;-;-;5;-;-;5
"280310 Itabi";-;-;-;-;-;-;-
"280320 Itaporanga d'Ajuda";1;-;-;4;-;-;5
"280330 Japaratuba";-;-;-;-;-;-;-
"280340 Japoatã";1;-;-;-;-;-;1
"280350 Lagarto";3;-;-;15;-;-;18
"280360 Laranjeiras";-;2;-;7;-;-;9
"280370 Macambira";-;-;-;1;-;-;1
"280380 Malhada dos Bois";-;-;-;2;-;-;2
"280390 Malhador";1;-;-;2;-;-;3
"280400 Maruim";-;-;-;2;-;-;2
"280410 Moita Bonita";-;-;-;1;-;-;1
"280420 Monte Alegre de Sergipe";1;-;-;1;-;-;2
"280430 Muribeca";-;-;-;3;-;-;3
"280440 Neópolis";-;-;-;4;-;-;4
"280445 Nossa Senhora Aparecida";-;-;-;-;-;-;-
"280450 Nossa Senhora da Glória";-;-;-;2;-;-;2
"280460 Nossa Senhora das Dores";-;-;-;3;-;-;3
"280470 Nossa Senhora de Lourdes";-;-;-;1;-;-;1
"280480 Nossa Senhora do Socorro";3;-;-;16;-;-;19
"280490 Pacatuba";-;-;-;-;-;-;-
"280500 Pedra Mole";-;-;-;-;-;-;-
"280510 Pedrinhas";-;-;-;2;-;-;2
"280520 Pinhão";-;-;-;-;-;-;-
"280530 Pirambu";-;-;-;1;-;-;1
"280540 Poço Redondo";-;-;-;5;-;-;5
"280550 Poço Verde";1;-;-;2;-;-;3
"280560 Porto da Folha";3;-;-;-;-;-;3
"280570 Propriá";-;-;-;6;-;-;6
"280580 Riachão do Dantas";1;-;-;2;-;-;3
"280590 Riachuelo";-;-;-;3;-;-;3
"280600 Ribeirópolis";6;-;-;2;-;-;8
"280610 Rosário do Catete";1;-;-;-;-;-;1
"280620 Salgado";-;-;-;3;-;-;3
"280630 Santa Luzia do Itanhy";1;-;-;2;-;-;3
"280650 Santa Rosa de Lima";-;-;-;-;-;-;-
"280640 Santana do São Francisco";1;-;-;1;-;-;2
"280660 Santo Amaro das Brotas";-;-;-;-;-;-;-
"280670 São Cristóvão";2;1;-;12;-;-;15
"280680 São Domingos";-;1;-;1;-;-;2
"280690 São Francisco";-;-;-;-;-;-;-
"280700 São Miguel do Aleixo";-;-;-;1;-;-;1
"280710 Simão Dias";3;1;-;6;-;1;11
"280720 Siriri";-;-;-;1;-;-;1
"280730 Telha";-;-;-;-;-;-;-
"280740 Tobias Barreto";2;-;-;7;-;1;10
"280750 Tomar do Geru";-;-;-;-;-;-;-
"280760 Umbaúba";2;-;-;-;-;-;2
"280000 Município ignorado - SE";1;-;-;1;-;-;2
"290010 Abaíra";-;-;-;1;-;-;1
"290020 Abaré";1;-;-;1;-;-;2
"290030 Acajutiba";-;1;-;3;-;-;4
"290035 Adustina";-;-;-;2;-;-;2
"290040 Água Fria";-;1;-;-;-;-;1
"290060 Aiquara";-;-;-;1;-;-;1
"290070 Alagoinhas";5;1;1;20;-;2;29
"290080 Alcobaça";-;2;-;3;1;-;6
"290090 Almadina";-;-;-;1;-;-;1
"290100 Amargosa";1;1;-;-;-;-;2
"290110 Amélia Rodrigues";1;-;-;1;-;-;2
"290115 América Dourada";-;-;-;1;-;-;1
"290120 Anagé";1;1;-;3;-;-;5
"290130 Andaraí";-;-;-;-;-;-;-
