 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Cor/raça
Sexo: Fem
Período:2010
"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"315140 Pitangui";2;-;-;1;-;-;3
"315150 Piumhi";4;-;-;1;-;-;5
"315160 Planura";-;-;-;1;-;-;1
"315170 Poço Fundo";1;-;-;-;-;-;1
"315180 Poços de Caldas";32;-;-;1;-;1;34
"315190 Pocrane";2;-;-;1;-;-;3
"315200 Pompéu";2;-;-;6;-;-;8
"315210 Ponte Nova";2;-;-;1;-;-;3
"315213 Ponto Chique";-;-;-;-;-;-;-
"315217 Ponto dos Volantes";1;-;-;-;-;-;1
"315220 Porteirinha";3;-;-;-;-;-;3
"315230 Porto Firme";-;-;-;-;-;-;-
"315240 Poté";-;1;-;1;-;-;2
"315250 Pouso Alegre";11;-;-;2;-;-;13
"315260 Pouso Alto";1;-;-;-;-;-;1
"315270 Prados";-;-;-;-;-;1;1
"315280 Prata";3;1;-;-;-;1;5
"315290 Pratápolis";1;-;-;1;-;-;2
"315300 Pratinha";-;-;-;-;-;-;-
"315310 Presidente Bernardes";-;-;-;-;-;-;-
"315320 Presidente Juscelino";-;-;-;1;-;-;1
"315330 Presidente Kubitschek";-;-;-;-;-;-;-
"315340 Presidente Olegário";2;-;-;-;-;-;2
"315360 Prudente de Morais";-;-;-;-;-;-;-
"315370 Quartel Geral";-;-;-;-;-;-;-
"315380 Queluzito";-;-;-;-;-;-;-
"315390 Raposos";2;-;-;2;-;-;4
"315400 Raul Soares";2;-;-;-;-;2;4
"315410 Recreio";-;1;-;2;-;-;3
"315415 Reduto";-;-;-;-;-;-;-
"315420 Resende Costa";-;1;-;1;-;-;2
"315430 Resplendor";1;-;-;-;-;-;1
"315440 Ressaquinha";2;-;-;-;-;-;2
"315445 Riachinho";-;-;-;-;-;-;-
"315450 Riacho dos Machados";-;-;-;-;-;-;-
"315460 Ribeirão das Neves";9;2;-;21;-;1;33
"315470 Ribeirão Vermelho";2;-;-;-;-;-;2
"315480 Rio Acima";1;-;-;-;-;-;1
"315490 Rio Casca";2;-;-;-;-;-;2
"315510 Rio do Prado";-;-;-;-;-;-;-
"315500 Rio Doce";-;-;-;-;-;-;-
"315520 Rio Espera";-;-;-;-;-;-;-
"315530 Rio Manso";-;-;-;-;-;-;-
"315540 Rio Novo";2;-;-;1;-;-;3
"315550 Rio Paranaíba";-;-;-;2;-;-;2
"315560 Rio Pardo de Minas";-;-;-;-;-;1;1
"315570 Rio Piracicaba";1;-;-;-;-;-;1
"315580 Rio Pomba";3;-;-;1;-;-;4
"315590 Rio Preto";-;-;-;-;-;-;-
"315600 Rio Vermelho";-;-;-;1;-;-;1
"315610 Ritápolis";-;-;-;-;-;-;-
"315620 Rochedo de Minas";1;-;-;-;-;-;1
"315630 Rodeiro";1;-;-;-;-;-;1
"315640 Romaria";-;-;-;-;-;-;-
"315645 Rosário da Limeira";-;-;-;-;-;-;-
"315650 Rubelita";-;-;-;1;-;-;1
"315660 Rubim";-;-;-;2;-;-;2
"315670 Sabará";11;3;-;8;-;-;22
"315680 Sabinópolis";1;1;-;2;-;-;4
"315690 Sacramento";4;1;-;-;-;-;5
"315700 Salinas";-;-;-;7;-;-;7
"315710 Salto da Divisa";-;-;-;-;-;-;-
"315720 Santa Bárbara";2;-;-;1;-;1;4
"315725 Santa Bárbara do Leste";1;-;-;-;-;1;2
"315727 Santa Bárbara do Monte Verde";-;-;-;-;-;-;-
"315730 Santa Bárbara do Tugúrio";1;-;-;-;-;-;1
"315733 Santa Cruz de Minas";1;-;-;-;-;-;1
"315737 Santa Cruz de Salinas";-;-;-;-;-;-;-
"315740 Santa Cruz do Escalvado";1;-;-;-;-;-;1
"315750 Santa Efigênia de Minas";-;-;-;-;-;-;-
"315760 Santa Fé de Minas";-;-;-;1;-;-;1
"315765 Santa Helena de Minas";-;-;-;-;-;-;-
"315770 Santa Juliana";3;-;-;-;-;-;3
"315780 Santa Luzia";8;6;-;13;-;1;28
"315790 Santa Margarida";1;-;-;1;-;-;2
"315800 Santa Maria de Itabira";-;1;-;-;-;-;1
"315810 Santa Maria do Salto";-;-;-;1;-;-;1
"315820 Santa Maria do Suaçuí";-;-;-;-;-;1;1
"315920 Santa Rita de Caldas";1;-;-;-;-;-;1
"315940 Santa Rita de Ibitipoca";-;-;-;-;-;-;-
"315930 Santa Rita de Jacutinga";1;-;-;-;-;-;1
"315935 Santa Rita de Minas";-;-;-;-;-;-;-
"315950 Santa Rita do Itueto";-;-;-;-;-;-;-
"315960 Santa Rita do Sapucaí";1;-;-;-;-;-;1
"315970 Santa Rosa da Serra";-;-;-;-;-;-;-
"315980 Santa Vitória";2;-;-;1;-;-;3
"315830 Santana da Vargem";1;-;-;-;-;-;1
"315840 Santana de Cataguases";-;-;-;-;-;-;-
"315850 Santana de Pirapama";-;-;-;1;-;-;1
"315860 Santana do Deserto";-;-;-;-;-;-;-
"315870 Santana do Garambéu";-;-;-;-;-;-;-
"315880 Santana do Jacaré";-;-;-;1;-;-;1
"315890 Santana do Manhuaçu";1;-;-;1;-;-;2
"315895 Santana do Paraíso";-;1;-;-;-;3;4
"315900 Santana do Riacho";-;-;-;-;-;-;-
"315910 Santana dos Montes";-;1;-;-;-;-;1
"315990 Santo Antônio do Amparo";1;-;-;-;-;-;1
"316000 Santo Antônio do Aventureiro";-;-;-;-;-;-;-
"316010 Santo Antônio do Grama";1;-;-;-;-;-;1
"316020 Santo Antônio do Itambé";-;-;-;-;-;-;-
"316030 Santo Antônio do Jacinto";-;-;-;-;-;-;-
"316040 Santo Antônio do Monte";-;-;-;-;-;-;-
"316045 Santo Antônio do Retiro";-;-;-;-;-;-;-
"316050 Santo Antônio do Rio Abaixo";-;-;-;-;-;-;-
"316060 Santo Hipólito";-;-;-;-;-;-;-
"316070 Santos Dumont";5;-;-;-;-;1;6
"316080 São Bento Abade";-;-;-;-;-;-;-
"316090 São Brás do Suaçuí";1;-;-;-;-;-;1
"316095 São Domingos das Dores";-;-;-;1;-;-;1
"316100 São Domingos do Prata";-;-;-;1;-;-;1
"316105 São Félix de Minas";-;-;-;1;-;1;2
"316110 São Francisco";-;-;-;2;-;-;2
"316120 São Francisco de Paula";-;-;-;-;-;-;-
"316130 São Francisco de Sales";-;-;-;-;-;-;-
"316140 São Francisco do Glória";1;-;-;-;-;-;1
"316150 São Geraldo";1;-;-;-;-;-;1
"316160 São Geraldo da Piedade";-;-;-;-;-;-;-
"316165 São Geraldo do Baixio";-;-;-;1;-;-;1
"316170 São Gonçalo do Abaeté";-;-;-;-;-;-;-
"316180 São Gonçalo do Pará";1;-;-;-;-;-;1
"316190 São Gonçalo do Rio Abaixo";2;-;-;-;-;-;2
"312550 São Gonçalo do Rio Preto";-;-;-;-;-;-;-
"316200 São Gonçalo do Sapucaí";1;-;-;-;-;-;1
"316210 São Gotardo";3;-;-;-;-;-;3
"316220 São João Batista do Glória";-;-;-;-;-;-;-
"316225 São João da Lagoa";-;-;-;-;-;-;-
"316230 São João da Mata";-;-;-;-;-;-;-
"316240 São João da Ponte";-;-;-;2;-;-;2
"316245 São João das Missões";-;-;-;1;1;-;2
"316250 São João del Rei";7;-;-;2;-;2;11
"316255 São João do Manhuaçu";2;-;-;-;-;-;2
"316257 São João do Manteninha";-;-;-;-;-;-;-
"316260 São João do Oriente";-;-;-;-;-;1;1
"316265 São João do Pacuí";-;-;-;-;-;-;-
"316270 São João do Paraíso";-;-;-;2;-;-;2
"316280 São João Evangelista";-;-;-;3;-;-;3
"316290 São João Nepomuceno";3;-;-;-;-;-;3
"316292 São Joaquim de Bicas";1;-;-;1;-;-;2
"316294 São José da Barra";1;-;-;-;-;-;1
"316295 São José da Lapa";-;-;-;1;-;-;1
"316300 São José da Safira";-;-;-;-;-;-;-
"316310 São José da Varginha";-;-;-;-;-;-;-
"316320 São José do Alegre";-;-;-;-;-;-;-
"316330 São José do Divino";-;-;-;-;-;-;-
"316340 São José do Goiabal";-;-;-;1;-;-;1
"316350 São José do Jacuri";-;-;-;-;-;-;-
"316360 São José do Mantimento";-;-;-;-;-;-;-
"316370 São Lourenço";2;-;-;-;-;-;2
"316380 São Miguel do Anta";-;-;-;-;-;-;-
"316390 São Pedro da União";1;-;-;-;-;-;1
"316410 São Pedro do Suaçuí";-;-;-;1;-;-;1
"316400 São Pedro dos Ferros";1;-;-;-;-;-;1
"316420 São Romão";-;-;-;2;-;-;2
"316430 São Roque de Minas";-;1;-;-;-;-;1
"316440 São Sebastião da Bela Vista";-;-;-;-;-;-;-
"316443 São Sebastião da Vargem Alegre";1;-;-;-;-;-;1
"316447 São Sebastião do Anta";-;-;-;-;-;-;-
"316450 São Sebastião do Maranhão";-;-;-;-;-;-;-
"316460 São Sebastião do Oeste";-;-;-;-;-;-;-
"316470 São Sebastião do Paraíso";1;-;-;1;-;2;4
"316480 São Sebastião do Rio Preto";1;-;-;-;-;-;1
"316490 São Sebastião do Rio Verde";-;-;-;-;-;-;-
"316520 São Thomé das Letras";-;-;-;-;-;1;1
"316500 São Tiago";1;-;-;-;-;-;1
"316510 São Tomás de Aquino";1;-;-;-;-;-;1
"316530 São Vicente de Minas";1;-;-;-;-;-;1
"316540 Sapucaí-Mirim";1;-;-;-;-;-;1
"316550 Sardoá";-;-;-;-;-;-;-
"316553 Sarzedo";3;-;-;4;-;-;7
"316556 Sem-Peixe";-;-;-;1;-;-;1
"316557 Senador Amaral";1;-;-;-;-;-;1
"316560 Senador Cortes";-;-;-;-;-;-;-
"316570 Senador Firmino";1;-;-;-;-;-;1
"316580 Senador José Bento";-;-;-;-;-;-;-
"316590 Senador Modestino Gonçalves";-;-;-;-;-;-;-
"316600 Senhora de Oliveira";-;-;-;-;-;-;-
"316610 Senhora do Porto";-;-;-;-;-;-;-
"316620 Senhora dos Remédios";2;-;-;-;-;-;2
"316630 Sericita";5;-;-;1;-;-;6
"316640 Seritinga";-;-;-;-;-;-;-
"316650 Serra Azul de Minas";-;-;-;-;-;-;-
"316660 Serra da Saudade";-;-;-;-;-;-;-
"316680 Serra do Salitre";1;-;-;-;-;-;1
"316670 Serra dos Aimorés";-;-;-;-;-;-;-
"316690 Serrania";1;-;-;1;-;-;2
"316695 Serranópolis de Minas";-;-;-;-;-;-;-
"316700 Serranos";-;-;-;-;-;-;-
"316710 Serro";-;1;-;1;-;-;2
"316720 Sete Lagoas";11;3;-;18;-;7;39
"316555 Setubinha";-;-;-;-;-;-;-
"316730 Silveirânia";2;-;-;-;-;1;3
"316740 Silvianópolis";3;-;-;-;-;-;3
"316750 Simão Pereira";-;-;-;-;-;-;-
"316760 Simonésia";3;-;-;1;-;1;5
"316770 Sobrália";-;-;-;1;-;-;1
"316780 Soledade de Minas";-;-;-;-;-;-;-
"316790 Tabuleiro";1;-;-;-;-;-;1
"316800 Taiobeiras";-;-;-;1;-;-;1
"316805 Taparuba";-;-;-;-;-;-;-
"316810 Tapira";-;-;-;-;-;-;-
"316820 Tapiraí";-;-;-;-;-;-;-
"316830 Taquaraçu de Minas";-;-;-;-;-;-;-
"316840 Tarumirim";-;-;-;1;-;-;1
"316850 Teixeiras";4;-;-;-;-;-;4
"316860 Teófilo Otoni";7;1;-;17;-;-;25
"316870 Timóteo";3;2;-;1;-;2;8
"316880 Tiradentes";1;-;-;-;-;-;1
"316890 Tiros";1;-;-;-;-;-;1
"316900 Tocantins";-;-;-;-;-;-;-
"316905 Tocos do Moji";-;-;-;-;-;-;-
"316910 Toledo";-;-;-;-;-;1;1
"316920 Tombos";-;1;-;1;-;-;2
"316930 Três Corações";4;-;-;-;-;2;6
"316935 Três Marias";2;1;-;2;-;-;5
"316940 Três Pontas";3;1;-;5;-;-;9
"316950 Tumiritinga";3;-;-;3;-;-;6
"316960 Tupaciguara";-;1;-;-;-;-;1
"316970 Turmalina";1;-;-;-;-;-;1
"316980 Turvolândia";-;-;-;-;-;-;-
"316990 Ubá";8;-;-;4;-;-;12
"317000 Ubaí";-;-;-;-;-;-;-
"317005 Ubaporanga";1;-;-;1;-;-;2
"317010 Uberaba";46;1;-;9;-;3;59
"317020 Uberlândia";45;6;-;30;-;12;93
"317030 Umburatiba";1;-;-;-;-;-;1
"317040 Unaí";3;1;-;4;-;-;8
"317043 União de Minas";-;-;-;-;-;-;-
"317047 Uruana de Minas";-;-;-;1;-;-;1
"317050 Urucânia";-;-;-;-;-;-;-
"317052 Urucuia";-;-;-;-;-;-;-
"317057 Vargem Alegre";-;-;-;-;-;-;-
"317060 Vargem Bonita";1;-;-;-;-;-;1
"317065 Vargem Grande do Rio Pardo";1;-;-;-;-;-;1
"317070 Varginha";8;-;-;-;-;-;8
"317075 Varjão de Minas";-;-;-;1;-;-;1
"317080 Várzea da Palma";1;-;1;1;-;-;3
"317090 Varzelândia";-;-;-;-;-;-;-
"317100 Vazante";-;-;-;-;-;-;-
"317103 Verdelândia";-;-;-;-;-;-;-
"317107 Veredinha";-;-;-;-;-;-;-
"317110 Veríssimo";-;-;-;-;-;-;-
"317115 Vermelho Novo";-;-;-;-;-;-;-
"317120 Vespasiano";7;2;-;10;-;1;20
"317130 Viçosa";4;1;-;1;-;2;8
"317140 Vieiras";-;-;-;-;-;-;-
"317160 Virgem da Lapa";-;-;-;-;-;1;1
"317170 Virgínia";2;1;-;-;-;-;3
"317180 Virginópolis";3;-;-;-;-;-;3
"317190 Virgolândia";-;-;-;1;-;-;1
"317200 Visconde do Rio Branco";2;1;-;1;-;1;5
"317210 Volta Grande";1;-;-;-;-;-;1
"317220 Wenceslau Braz";-;-;-;-;-;-;-
"310000 Município ignorado - MG";1;2;-;4;-;2;9
"320010 Afonso Cláudio";1;-;-;1;-;-;2
"320016 Água Doce do Norte";-;-;-;2;-;-;2
"320013 Águia Branca";1;-;-;1;-;-;2
"320020 Alegre";2;2;-;-;-;-;4
"320030 Alfredo Chaves";5;-;-;-;-;-;5
"320035 Alto Rio Novo";-;-;-;1;-;-;1
"320040 Anchieta";3;-;-;3;-;-;6
"320050 Apiacá";-;-;-;1;-;-;1
"320060 Aracruz";8;1;-;11;1;-;21
"320070 Atilio Vivacqua";2;-;-;-;-;-;2
"320080 Baixo Guandu";4;-;-;3;-;-;7
"320090 Barra de São Francisco";2;1;-;-;-;2;5
"320100 Boa Esperança";1;-;-;4;-;-;5
"320110 Bom Jesus do Norte";-;-;-;-;-;-;-
"320115 Brejetuba";-;-;-;2;-;-;2
"320120 Cachoeiro de Itapemirim";16;4;-;4;-;8;32
"320130 Cariacica";23;6;-;46;-;10;85
"320140 Castelo";7;-;-;-;-;1;8
"320150 Colatina";12;-;-;6;-;1;19
"320160 Conceição da Barra";1;1;-;2;-;2;6
"320170 Conceição do Castelo";1;-;-;-;-;-;1
"320180 Divino de São Lourenço";1;-;-;-;-;-;1
"320190 Domingos Martins";2;1;-;3;-;-;6
"320200 Dores do Rio Preto";-;-;-;-;-;-;-
"320210 Ecoporanga";4;-;-;-;-;-;4
"320220 Fundão";1;-;-;3;-;1;5
"320225 Governador Lindenberg";-;-;-;-;-;-;-
"320230 Guaçuí";2;-;-;-;-;1;3
"320240 Guarapari";9;1;-;4;-;2;16
"320245 Ibatiba";2;-;-;-;-;-;2
"320250 Ibiraçu";-;-;-;1;-;-;1
"320255 Ibitirama";2;-;-;-;-;-;2
"320260 Iconha";-;-;-;-;-;1;1
"320265 Irupi";-;-;-;-;-;-;-
"320270 Itaguaçu";3;-;-;-;-;-;3
"320280 Itapemirim";1;1;-;1;-;1;4
"320290 Itarana";2;-;-;-;-;-;2
"320300 Iúna";3;-;-;-;-;-;3
"320305 Jaguaré";-;2;-;6;-;2;10
"320310 Jerônimo Monteiro";3;-;-;-;-;-;3
"320313 João Neiva";4;-;-;3;-;-;7
"320316 Laranja da Terra";-;-;-;-;-;-;-
"320320 Linhares";2;1;-;20;-;1;24
"320330 Mantenópolis";2;-;-;1;-;-;3
"320332 Marataízes";3;-;-;3;-;-;6
"320334 Marechal Floriano";2;-;-;2;-;-;4
"320335 Marilândia";1;-;-;-;-;-;1
"320340 Mimoso do Sul";2;-;-;-;-;-;2
"320350 Montanha";-;1;-;2;-;-;3
"320360 Mucurici";1;-;-;1;-;-;2
"320370 Muniz Freire";1;2;-;1;-;3;7
"320380 Muqui";1;-;-;-;-;-;1
"320390 Nova Venécia";4;1;-;5;-;1;11
"320400 Pancas";-;-;-;-;-;1;1
"320405 Pedro Canário";2;1;-;-;-;2;5
"320410 Pinheiros";1;-;-;4;-;3;8
"320420 Piúma";1;-;-;-;-;-;1
"320425 Ponto Belo";-;1;-;2;-;2;5
"320430 Presidente Kennedy";-;-;-;1;-;-;1
"320435 Rio Bananal";-;-;-;1;-;-;1
"320440 Rio Novo do Sul";-;-;-;-;-;-;-
"320450 Santa Leopoldina";3;-;-;-;-;-;3
"320455 Santa Maria de Jetibá";6;-;-;2;-;-;8
"320460 Santa Teresa";1;-;-;-;-;-;1
"320465 São Domingos do Norte";-;-;-;-;-;-;-
"320470 São Gabriel da Palha";4;-;-;2;-;-;6
"320480 São José do Calçado";2;-;-;-;-;-;2
"320490 São Mateus";4;2;-;9;-;1;16
"320495 São Roque do Canaã";-;-;-;2;-;-;2
"320500 Serra";19;6;-;51;-;7;83
"320501 Sooretama";-;-;-;7;-;-;7
"320503 Vargem Alta";2;-;-;-;-;-;2
"320506 Venda Nova do Imigrante";-;-;-;-;-;-;-
"320510 Viana";5;-;-;5;-;1;11
"320515 Vila Pavão";1;-;-;1;-;-;2
"320517 Vila Valério";-;-;-;-;-;-;-
"320520 Vila Velha";25;1;-;36;-;8;70
"320530 Vitória";28;2;-;26;-;8;64
"320000 Município ignorado - ES";-;-;-;1;-;-;1
"330010 Angra dos Reis";23;1;-;14;-;-;38
"330015 Aperibé";-;-;-;-;-;-;-
"330020 Araruama";10;-;-;3;-;-;13
"330022 Areal";1;-;-;-;-;-;1
"330023 Armação dos Búzios";1;-;-;-;-;-;1
"330025 Arraial do Cabo";6;-;-;3;-;-;9
"330030 Barra do Piraí";8;5;-;2;-;-;15
"330040 Barra Mansa";15;2;-;7;-;1;25
"330045 Belford Roxo";22;12;-;19;-;-;53
"330050 Bom Jardim";1;-;-;-;-;-;1
"330060 Bom Jesus do Itabapoana";5;1;-;1;-;2;9
"330070 Cabo Frio";16;4;-;9;-;-;29
"330080 Cachoeiras de Macacu";4;-;-;2;-;-;6
"330090 Cambuci";1;-;-;-;-;-;1
"330100 Campos dos Goytacazes";61;11;-;15;-;2;89
"330110 Cantagalo";1;-;-;-;-;-;1
"330093 Carapebus";1;-;-;1;-;-;2
"330115 Cardoso Moreira";3;-;-;-;-;-;3
"330120 Carmo";2;-;-;-;-;-;2
"330130 Casimiro de Abreu";6;2;-;3;-;-;11
"330095 Comendador Levy Gasparian";-;-;-;-;-;-;-
"330140 Conceição de Macabu";-;-;-;1;-;-;1
"330150 Cordeiro";2;-;-;1;-;-;3
"330160 Duas Barras";-;-;-;-;-;-;-
"330170 Duque de Caxias";62;25;-;57;-;-;144
"330180 Engenheiro Paulo de Frontin";3;-;-;-;-;-;3
"330185 Guapimirim";2;-;-;2;-;-;4
"330187 Iguaba Grande";1;-;-;-;-;-;1
"330190 Itaboraí";7;5;-;14;-;1;27
"330200 Itaguaí";8;3;-;8;-;-;19
"330205 Italva";3;-;-;-;-;-;3
"330210 Itaocara";1;1;-;1;-;-;3
"330220 Itaperuna";15;-;-;3;-;-;18
"330225 Itatiaia";-;-;-;1;-;-;1
"330227 Japeri";4;-;-;6;-;-;10
"330230 Laje do Muriaé";-;-;-;-;-;-;-
"330240 Macaé";21;3;-;17;-;-;41
"330245 Macuco";1;-;-;-;-;-;1
"330250 Magé";12;5;1;12;-;1;31
"330260 Mangaratiba";4;-;-;2;-;-;6
"330270 Maricá";7;-;-;5;-;-;12
"330280 Mendes";1;2;-;1;-;-;4
"330285 Mesquita";15;3;-;6;-;-;24
"330290 Miguel Pereira";1;2;-;-;-;-;3
"330300 Miracema";4;1;-;-;-;-;5
"330310 Natividade";-;-;-;1;-;-;1
"330320 Nilópolis";16;5;-;6;-;-;27
"330330 Niterói";104;18;-;57;-;9;188
"330340 Nova Friburgo";23;3;-;6;-;1;33
"330350 Nova Iguaçu";44;15;-;39;-;3;101
"330360 Paracambi";2;-;-;2;-;-;4
"330370 Paraíba do Sul";4;-;-;1;-;-;5
"330380 Paraty";2;-;-;2;-;-;4
"330385 Paty do Alferes";3;2;-;1;-;-;6
"330390 Petrópolis";55;7;-;3;-;1;66
"330395 Pinheiral";2;-;-;1;-;-;3
"330400 Piraí";2;-;-;2;-;1;5
"330410 Porciúncula";3;-;-;1;-;-;4
"330411 Porto Real";1;2;-;-;-;-;3
"330412 Quatis";-;-;-;-;-;-;-
"330414 Queimados";6;2;-;10;-;-;18
"330415 Quissamã";2;-;-;-;-;-;2
"330420 Resende";14;2;-;1;-;-;17
"330430 Rio Bonito";7;-;-;4;-;-;11
"330440 Rio Claro";-;-;-;5;-;-;5
"330450 Rio das Flores";-;1;-;-;-;-;1
"330452 Rio das Ostras";10;-;-;3;-;-;13
"330455 Rio de Janeiro";774;113;1;325;1;22;1236
"330460 Santa Maria Madalena";1;-;-;-;-;-;1
"330470 Santo Antônio de Pádua";6;-;-;-;-;-;6
"330480 São Fidélis";7;-;-;2;-;-;9
"330475 São Francisco de Itabapoana";8;-;-;-;-;-;8
"330490 São Gonçalo";84;17;-;54;-;-;155
"330500 São João da Barra";5;-;-;1;-;-;6
"330510 São João de Meriti";41;7;-;24;1;-;73
"330513 São José de Ubá";2;-;-;-;-;-;2
"330515 São José do Vale do Rio Preto";2;-;-;-;-;-;2
"330520 São Pedro da Aldeia";6;1;-;5;-;1;13
"330530 São Sebastião do Alto";-;-;-;-;-;-;-
"330540 Sapucaia";3;1;-;-;-;-;4
"330550 Saquarema";6;-;-;2;-;-;8
"330555 Seropédica";5;2;-;3;-;-;10
"330560 Silva Jardim";1;2;-;-;-;1;4
"330570 Sumidouro";1;-;-;1;-;-;2
"330575 Tanguá";2;1;-;2;-;-;5
"330580 Teresópolis";34;3;1;4;-;-;42
"330590 Trajano de Moraes";3;-;-;-;-;-;3
"330600 Três Rios";8;1;-;2;-;-;11
"330610 Valença";10;1;-;2;-;1;14
"330615 Varre-Sai";1;-;-;-;-;-;1
"330620 Vassouras";8;-;-;2;-;1;11
"330630 Volta Redonda";35;1;-;5;-;1;42
"330000 Município ignorado - RJ";14;13;-;14;1;25;67
"350010 Adamantina";4;-;-;-;-;-;4
"350020 Adolfo";-;-;-;-;-;-;-
"350030 Aguaí";6;-;-;1;-;-;7
"350040 Águas da Prata";1;-;-;-;-;-;1
"350050 Águas de Lindóia";3;-;1;1;-;-;5
"350055 Águas de Santa Bárbara";1;-;-;-;-;-;1
"350060 Águas de São Pedro";-;-;-;-;-;-;-
"350070 Agudos";3;-;-;1;-;2;6
"350075 Alambari";2;-;-;-;-;-;2
"350080 Alfredo Marcondes";-;-;-;-;-;1;1
"350090 Altair";-;-;-;1;-;-;1
"350100 Altinópolis";4;-;-;-;-;-;4
"350110 Alto Alegre";-;-;-;-;-;-;-
"350115 Alumínio";1;-;-;-;-;1;2
"350120 Álvares Florence";-;-;-;-;-;-;-
"350130 Álvares Machado";1;-;-;1;-;-;2
"350140 Álvaro de Carvalho";-;-;-;-;-;-;-
"350150 Alvinlândia";-;-;-;1;-;-;1
"350160 Americana";11;-;-;7;-;-;18
"350170 Américo Brasiliense";5;-;-;2;-;-;7
"350180 Américo de Campos";-;-;-;-;-;-;-
"350190 Amparo";7;1;-;-;-;-;8
"350200 Analândia";1;-;-;-;-;-;1
"350210 Andradina";5;-;-;1;-;-;6
"350220 Angatuba";2;-;-;-;-;-;2
"350230 Anhembi";-;-;-;-;-;-;-
"350240 Anhumas";1;-;-;-;-;-;1
"350250 Aparecida";1;-;-;-;-;-;1
"350260 Aparecida d'Oeste";-;-;-;-;-;-;-
"350270 Apiaí";2;-;-;-;-;-;2
"350275 Araçariguama";-;-;-;2;-;-;2
"350280 Araçatuba";29;1;3;-;-;1;34
"350290 Araçoiaba da Serra";6;-;-;1;-;-;7
"350300 Aramina";-;-;-;-;-;-;-
"350310 Arandu";-;-;-;-;-;-;-
"350315 Arapeí";-;-;-;-;-;-;-
"350320 Araraquara";39;1;-;4;-;-;44
"350330 Araras";15;-;-;3;-;-;18
"350335 Arco-Íris";1;-;-;-;-;-;1
"350340 Arealva";1;-;-;-;-;-;1
"350350 Areias";-;-;-;-;-;-;-
"350360 Areiópolis";1;-;-;-;-;-;1
"350370 Ariranha";3;-;-;-;-;-;3
"350380 Artur Nogueira";5;-;-;-;-;-;5
"350390 Arujá";8;1;-;2;-;-;11
"350395 Aspásia";-;-;-;-;-;-;-
"350400 Assis";3;-;-;-;-;-;3
"350410 Atibaia";18;-;2;4;-;3;27
"350420 Auriflama";1;-;-;-;-;-;1
"350430 Avaí";-;-;-;-;-;-;-
"350440 Avanhandava";-;1;-;-;-;1;2
"350450 Avaré";6;-;-;1;-;-;7
"350460 Bady Bassitt";3;-;-;-;-;-;3
"350470 Balbinos";1;-;-;-;-;-;1
"350480 Bálsamo";2;-;-;-;-;1;3
"350490 Bananal";1;-;-;-;-;-;1
"350500 Barão de Antonina";-;-;-;-;-;-;-
"350510 Barbosa";-;-;-;1;-;-;1
"350520 Bariri";4;-;-;-;-;-;4
"350530 Barra Bonita";3;-;-;1;-;-;4
"350535 Barra do Chapéu";-;-;-;-;-;-;-
"350540 Barra do Turvo";3;-;-;-;-;-;3
"350550 Barretos";13;1;-;2;-;-;16
"350560 Barrinha";2;1;-;-;-;-;3
"350570 Barueri";21;1;-;2;-;1;25
"350580 Bastos";1;-;1;-;-;-;2
"350590 Batatais";5;-;-;-;-;1;6
"350600 Bauru";34;3;-;6;-;4;47
"350610 Bebedouro";9;-;-;6;-;1;16
"350620 Bento de Abreu";-;-;-;-;-;-;-
"350630 Bernardino de Campos";1;-;-;-;-;-;1
"350635 Bertioga";1;1;-;2;-;-;4
"350640 Bilac";-;-;-;1;-;-;1
"350650 Birigui";4;1;-;2;-;-;7
"350660 Biritiba-Mirim";2;-;-;1;-;-;3
"350670 Boa Esperança do Sul";2;-;-;-;-;-;2
"350680 Bocaina";1;-;-;-;-;2;3
"350690 Bofete";1;1;-;-;-;-;2
"350700 Boituva";5;-;-;-;-;-;5
"350710 Bom Jesus dos Perdões";4;1;-;-;-;-;5
"350715 Bom Sucesso de Itararé";1;-;-;-;-;-;1
"350720 Borá";-;-;-;-;-;-;-
"350730 Boracéia";-;-;-;1;-;-;1
"350740 Borborema";-;-;-;-;-;-;-
"350745 Borebi";-;-;-;-;-;-;-
"350750 Botucatu";16;1;-;-;-;1;18
"350760 Bragança Paulista";21;-;-;2;-;-;23
"350770 Braúna";-;-;-;-;-;-;-
"350775 Brejo Alegre";-;-;-;-;-;-;-
"350780 Brodowski";-;1;-;-;-;-;1
"350790 Brotas";1;-;-;-;-;-;1
"350800 Buri";-;-;-;-;-;-;-
"350810 Buritama";-;-;-;-;-;-;-
"350820 Buritizal";1;-;-;-;-;-;1
"350830 Cabrália Paulista";2;-;-;1;-;-;3
"350840 Cabreúva";4;-;-;1;-;-;5
"350850 Caçapava";8;1;1;-;-;-;10
"350860 Cachoeira Paulista";-;-;-;-;-;1;1
"350870 Caconde";1;-;-;-;-;-;1
"350880 Cafelândia";2;-;-;1;-;1;4
"350890 Caiabu";1;-;-;-;-;-;1
"350900 Caieiras";7;-;-;2;-;-;9
"350910 Caiuá";-;-;-;-;-;-;-
"350920 Cajamar";6;1;-;-;-;-;7
"350925 Cajati";1;-;-;3;-;-;4
"350930 Cajobi";-;-;-;-;-;-;-
"350940 Cajuru";3;-;-;-;-;1;4
