 Óbitos por Causas Externas - Brasil
Óbitos p/Residênc por Município e Cor/raça
Sexo: Fem
Período:2012
"Município";"Branca";"Preta";"Amarela";"Parda";"Indígena";"Ignorado";"Total"
"241220 São José de Mipibu";1;-;-;2;-;1;4
"241230 São José do Campestre";-;-;-;1;-;-;1
"241240 São José do Seridó";1;-;-;1;-;-;2
"241250 São Miguel";1;-;-;-;-;-;1
"241255 São Miguel do Gostoso";-;-;-;-;-;-;-
"241260 São Paulo do Potengi";1;-;-;2;-;-;3
"241270 São Pedro";-;-;-;-;-;-;-
"241280 São Rafael";-;-;-;-;-;-;-
"241290 São Tomé";-;-;-;1;-;-;1
"241300 São Vicente";1;-;-;-;-;-;1
"241310 Senador Elói de Souza";-;-;-;1;-;-;1
"241320 Senador Georgino Avelino";-;-;-;-;-;-;-
"241030 Serra Caiada";-;-;-;-;-;-;-
"241330 Serra de São Bento";-;-;-;1;-;1;2
"241335 Serra do Mel";4;-;-;-;-;-;4
"241340 Serra Negra do Norte";-;-;-;-;-;-;-
"241350 Serrinha";-;-;-;1;-;-;1
"241355 Serrinha dos Pintos";-;-;-;-;-;-;-
"241360 Severiano Melo";-;-;-;-;-;-;-
"241370 Sítio Novo";1;-;-;-;-;-;1
"241380 Taboleiro Grande";-;-;-;-;-;-;-
"241390 Taipu";1;-;-;-;-;1;2
"241400 Tangará";-;-;-;1;-;-;1
"241410 Tenente Ananias";-;-;-;1;-;1;2
"241415 Tenente Laurentino Cruz";-;-;-;-;-;-;-
"241105 Tibau";-;-;-;-;-;1;1
"241420 Tibau do Sul";-;-;-;-;-;-;-
"241430 Timbaúba dos Batistas";1;-;-;-;-;-;1
"241440 Touros";1;-;-;1;-;-;2
"241445 Triunfo Potiguar";-;-;-;-;-;-;-
"241450 Umarizal";-;-;-;-;-;-;-
"241460 Upanema";-;-;-;-;-;-;-
"241470 Várzea";-;-;-;-;-;-;-
"241475 Venha-Ver";-;-;-;-;-;-;-
"241480 Vera Cruz";1;-;-;2;-;-;3
"241490 Viçosa";-;-;-;-;-;-;-
"241500 Vila Flor";-;-;-;-;-;-;-
"240000 Município ignorado - RN";-;-;-;-;-;-;-
"250010 Água Branca";-;-;-;-;-;-;-
"250020 Aguiar";-;-;-;-;-;-;-
"250030 Alagoa Grande";-;1;-;2;-;-;3
"250040 Alagoa Nova";-;-;-;2;-;-;2
"250050 Alagoinha";-;-;-;1;-;-;1
"250053 Alcantil";-;-;-;2;-;-;2
"250057 Algodão de Jandaíra";-;-;-;-;-;-;-
"250060 Alhandra";1;-;-;2;-;-;3
"250073 Amparo";1;-;-;-;-;-;1
"250077 Aparecida";-;-;-;-;-;-;-
"250080 Araçagi";-;-;-;2;-;-;2
"250090 Arara";-;-;-;2;-;-;2
"250100 Araruna";1;-;-;2;-;-;3
"250110 Areia";-;-;-;4;-;-;4
"250115 Areia de Baraúnas";-;-;-;-;-;-;-
"250120 Areial";-;-;-;1;-;-;1
"250130 Aroeiras";-;-;-;-;-;-;-
"250135 Assunção";-;-;-;-;-;-;-
"250140 Baía da Traição";-;-;-;-;-;1;1
"250150 Bananeiras";-;-;-;-;-;-;-
"250153 Baraúna";-;-;-;-;-;-;-
"250160 Barra de Santa Rosa";-;-;-;-;-;-;-
"250157 Barra de Santana";-;-;-;-;-;-;-
"250170 Barra de São Miguel";-;-;-;-;-;-;-
"250180 Bayeux";-;-;-;10;-;3;13
"250190 Belém";1;-;-;-;-;-;1
"250200 Belém do Brejo do Cruz";-;-;-;-;-;-;-
"250205 Bernardino Batista";1;-;-;-;-;-;1
"250210 Boa Ventura";-;-;-;-;-;-;-
"250215 Boa Vista";1;-;-;-;-;-;1
"250220 Bom Jesus";-;-;-;-;-;-;-
"250230 Bom Sucesso";-;-;-;-;-;-;-
"250240 Bonito de Santa Fé";-;-;-;3;-;-;3
"250250 Boqueirão";-;-;-;2;-;-;2
"250270 Borborema";-;-;-;-;-;-;-
"250280 Brejo do Cruz";-;1;-;1;-;-;2
"250290 Brejo dos Santos";-;-;-;-;-;-;-
"250300 Caaporã";-;-;-;2;-;1;3
"250310 Cabaceiras";-;-;-;-;-;-;-
"250320 Cabedelo";2;-;-;13;-;2;17
"250330 Cachoeira dos Índios";-;-;-;-;-;-;-
"250340 Cacimba de Areia";-;-;-;1;-;-;1
"250350 Cacimba de Dentro";-;-;-;-;-;-;-
"250355 Cacimbas";-;-;-;2;-;-;2
"250360 Caiçara";-;-;-;-;-;-;-
"250370 Cajazeiras";3;1;-;3;-;-;7
"250375 Cajazeirinhas";-;-;-;-;-;-;-
"250380 Caldas Brandão";-;-;-;2;-;1;3
"250390 Camalaú";-;-;-;1;-;-;1
"250400 Campina Grande";10;-;-;35;-;-;45
"250403 Capim";-;-;-;-;-;-;-
"250407 Caraúbas";-;-;-;-;-;-;-
"250410 Carrapateira";-;-;-;-;-;-;-
"250415 Casserengue";-;-;-;-;-;-;-
"250420 Catingueira";-;-;-;-;-;-;-
"250430 Catolé do Rocha";2;-;-;3;-;-;5
"250435 Caturité";-;-;-;-;-;-;-
"250440 Conceição";-;1;-;1;-;-;2
"250450 Condado";-;-;-;-;-;-;-
"250460 Conde";-;-;-;1;-;-;1
"250470 Congo";-;-;-;-;-;-;-
"250480 Coremas";-;-;-;2;-;-;2
"250485 Coxixola";-;-;-;-;-;-;-
"250490 Cruz do Espírito Santo";-;-;-;2;-;-;2
"250500 Cubati";-;-;-;1;-;-;1
"250510 Cuité";1;-;-;5;-;-;6
"250523 Cuité de Mamanguape";-;-;-;1;-;-;1
"250520 Cuitegi";-;-;-;1;-;-;1
"250527 Curral de Cima";-;-;-;-;-;-;-
"250530 Curral Velho";-;-;-;-;-;-;-
"250535 Damião";-;-;-;2;-;-;2
"250540 Desterro";-;-;-;-;-;-;-
"250560 Diamante";1;-;-;1;-;-;2
"250570 Dona Inês";1;-;-;-;-;-;1
"250580 Duas Estradas";-;-;-;1;-;-;1
"250590 Emas";1;-;-;-;-;-;1
"250600 Esperança";1;-;-;4;-;-;5
"250610 Fagundes";-;-;-;-;-;-;-
"250620 Frei Martinho";-;-;-;1;-;-;1
"250625 Gado Bravo";-;-;-;-;-;-;-
"250630 Guarabira";1;-;-;3;-;-;4
"250640 Gurinhém";-;-;-;1;-;-;1
"250650 Gurjão";-;-;-;-;-;-;-
"250660 Ibiara";-;-;-;1;-;-;1
"250260 Igaracy";-;-;-;-;-;-;-
"250670 Imaculada";-;-;-;1;-;-;1
"250680 Ingá";1;-;-;-;-;-;1
"250690 Itabaiana";-;-;-;-;-;-;-
"250700 Itaporanga";-;-;-;-;-;-;-
"250710 Itapororoca";-;-;-;-;-;-;-
"250720 Itatuba";1;-;-;-;-;-;1
"250730 Jacaraú";-;-;-;2;-;-;2
"250740 Jericó";-;-;-;-;-;1;1
"250750 João Pessoa";19;2;-;70;-;10;101
"251365 Joca Claudino";-;-;-;-;-;-;-
"250760 Juarez Távora";-;-;-;1;-;-;1
"250770 Juazeirinho";-;-;-;-;-;-;-
"250780 Junco do Seridó";-;-;-;1;-;-;1
"250790 Juripiranga";-;-;-;3;-;-;3
"250800 Juru";1;-;-;4;-;-;5
"250810 Lagoa";1;-;-;-;-;-;1
"250820 Lagoa de Dentro";1;-;-;1;-;-;2
"250830 Lagoa Seca";1;-;-;3;-;-;4
"250840 Lastro";-;-;-;-;-;-;-
"250850 Livramento";-;-;-;-;-;-;-
"250855 Logradouro";-;-;-;-;-;-;-
"250860 Lucena";-;-;-;2;-;-;2
"250870 Mãe d'Água";-;-;-;-;-;-;-
"250880 Malta";-;-;-;2;-;-;2
"250890 Mamanguape";1;1;-;2;-;2;6
"250900 Manaíra";-;-;-;1;-;-;1
"250905 Marcação";-;-;-;-;1;-;1
"250910 Mari";-;-;-;3;-;-;3
"250915 Marizópolis";-;-;-;-;-;-;-
"250920 Massaranduba";-;-;-;2;-;-;2
"250930 Mataraca";-;-;-;1;-;-;1
"250933 Matinhas";-;-;-;-;-;-;-
"250937 Mato Grosso";-;-;-;-;-;-;-
"250939 Maturéia";1;-;-;1;-;-;2
"250940 Mogeiro";-;-;-;1;-;-;1
"250950 Montadas";-;-;-;-;-;-;-
"250960 Monte Horebe";-;-;-;-;-;-;-
"250970 Monteiro";-;-;-;3;-;-;3
"250980 Mulungu";-;-;-;1;-;-;1
"250990 Natuba";-;-;-;3;-;-;3
"251000 Nazarezinho";-;-;-;-;-;-;-
"251010 Nova Floresta";-;-;-;2;-;-;2
"251020 Nova Olinda";-;-;-;-;-;-;-
"251030 Nova Palmeira";-;-;-;-;-;-;-
"251040 Olho d'Água";-;-;-;-;-;-;-
"251050 Olivedos";-;-;-;-;-;-;-
"251060 Ouro Velho";-;-;-;1;-;-;1
"251065 Parari";-;-;-;-;-;-;-
"251070 Passagem";-;-;-;-;-;-;-
"251080 Patos";3;-;-;10;-;-;13
"251090 Paulista";-;-;-;1;-;-;1
"251100 Pedra Branca";-;-;-;1;-;-;1
"251110 Pedra Lavrada";-;-;-;-;-;-;-
"251120 Pedras de Fogo";-;-;-;2;-;-;2
"251272 Pedro Régis";-;-;-;-;-;-;-
"251130 Piancó";-;-;-;1;-;-;1
"251140 Picuí";1;-;-;3;-;-;4
"251150 Pilar";1;-;-;1;-;-;2
"251160 Pilões";-;-;-;-;-;-;-
"251170 Pilõezinhos";-;-;-;1;-;-;1
"251180 Pirpirituba";-;-;-;2;-;-;2
"251190 Pitimbu";-;-;-;1;-;-;1
"251200 Pocinhos";1;-;-;1;-;-;2
"251203 Poço Dantas";-;-;-;-;-;-;-
"251207 Poço de José de Moura";-;-;-;-;-;-;-
"251210 Pombal";2;-;-;1;-;-;3
"251220 Prata";-;-;-;-;-;-;-
"251230 Princesa Isabel";1;-;-;2;-;-;3
"251240 Puxinanã";-;-;-;-;-;-;-
"251250 Queimadas";2;-;-;4;-;-;6
"251260 Quixaba";-;-;-;-;-;-;-
"251270 Remígio";1;-;-;4;-;-;5
"251274 Riachão";-;-;-;-;-;-;-
"251275 Riachão do Bacamarte";-;-;-;-;-;-;-
"251276 Riachão do Poço";-;-;-;-;-;-;-
"251278 Riacho de Santo Antônio";-;-;-;-;-;-;-
"251280 Riacho dos Cavalos";-;-;-;-;-;-;-
"251290 Rio Tinto";1;-;-;2;-;-;3
"251300 Salgadinho";1;-;-;-;-;-;1
"251310 Salgado de São Félix";-;-;-;1;-;-;1
"251315 Santa Cecília";-;-;-;1;-;-;1
"251320 Santa Cruz";-;-;-;-;-;-;-
"251330 Santa Helena";-;-;-;-;-;-;-
"251335 Santa Inês";-;-;-;1;-;-;1
"251340 Santa Luzia";-;1;-;1;-;-;2
"251370 Santa Rita";-;1;-;18;-;3;22
"251380 Santa Teresinha";-;-;-;-;-;-;-
"251350 Santana de Mangueira";1;-;-;1;-;-;2
"251360 Santana dos Garrotes";-;-;-;-;-;-;-
"251385 Santo André";-;-;-;-;-;-;-
"251392 São Bentinho";-;-;-;-;-;-;-
"251390 São Bento";2;-;-;4;-;-;6
"251396 São Domingos";-;-;-;-;-;-;-
"251394 São Domingos do Cariri";-;-;-;-;-;-;-
"251398 São Francisco";-;-;-;-;-;-;-
"251400 São João do Cariri";-;-;-;-;-;-;-
"250070 São João do Rio do Peixe";-;-;-;2;-;-;2
"251410 São João do Tigre";-;-;-;1;-;-;1
"251420 São José da Lagoa Tapada";1;-;-;2;-;-;3
"251430 São José de Caiana";-;-;-;-;-;-;-
"251440 São José de Espinharas";-;-;-;1;-;-;1
"251450 São José de Piranhas";-;-;-;-;-;-;-
"251455 São José de Princesa";-;-;-;-;-;-;-
"251460 São José do Bonfim";-;-;-;1;-;-;1
"251465 São José do Brejo do Cruz";-;-;-;-;-;-;-
"251470 São José do Sabugi";-;-;-;-;-;-;-
"251480 São José dos Cordeiros";-;-;-;-;-;-;-
"251445 São José dos Ramos";-;-;-;-;-;-;-
"251490 São Mamede";-;-;-;2;-;-;2
"251500 São Miguel de Taipu";-;-;-;1;-;-;1
"251510 São Sebastião de Lagoa de Roça";1;-;-;2;-;-;3
"251520 São Sebastião do Umbuzeiro";-;-;-;-;-;-;-
"251540 São Vicente do Seridó";-;-;-;1;-;-;1
"251530 Sapé";-;-;-;9;-;1;10
"251550 Serra Branca";1;-;-;1;-;-;2
"251560 Serra da Raiz";-;-;-;-;-;-;-
"251570 Serra Grande";-;-;-;-;-;-;-
"251580 Serra Redonda";-;-;-;-;-;-;-
"251590 Serraria";-;-;-;-;-;-;-
"251593 Sertãozinho";1;-;-;-;-;-;1
"251597 Sobrado";-;-;-;1;-;-;1
"251600 Solânea";-;-;-;2;-;-;2
"251610 Soledade";-;-;-;3;-;-;3
"251615 Sossêgo";-;-;-;-;-;-;-
"251620 Sousa";1;-;-;3;-;-;4
"251630 Sumé";2;-;-;2;-;-;4
"251640 Tacima";1;-;-;1;-;-;2
"251650 Taperoá";-;-;-;1;-;-;1
"251660 Tavares";-;-;-;-;-;-;-
"251670 Teixeira";-;-;-;3;-;-;3
"251675 Tenório";-;-;-;1;-;-;1
"251680 Triunfo";-;-;-;-;-;-;-
"251690 Uiraúna";-;-;-;2;-;-;2
"251700 Umbuzeiro";-;-;-;-;-;-;-
"251710 Várzea";-;-;-;-;-;-;-
"251720 Vieirópolis";-;-;-;-;-;-;-
"250550 Vista Serrana";-;-;-;-;-;-;-
"251740 Zabelê";-;-;-;-;-;-;-
"250000 Município ignorado - PB";-;-;-;1;-;-;1
"260005 Abreu e Lima";1;1;-;8;-;-;10
"260010 Afogados da Ingazeira";-;-;-;3;-;-;3
"260020 Afrânio";-;1;-;1;-;-;2
"260030 Agrestina";1;-;-;4;-;-;5
"260040 Água Preta";-;-;-;2;-;-;2
"260050 Águas Belas";1;-;-;6;-;-;7
"260060 Alagoinha";-;-;-;2;-;-;2
"260070 Aliança";1;-;-;3;-;-;4
"260080 Altinho";-;-;-;4;-;-;4
"260090 Amaraji";-;-;-;2;-;-;2
"260100 Angelim";2;-;-;-;-;-;2
"260105 Araçoiaba";-;-;-;1;-;-;1
"260110 Araripina";1;-;-;9;-;-;10
"260120 Arcoverde";1;-;-;8;-;-;9
"260130 Barra de Guabiraba";1;-;-;-;-;-;1
"260140 Barreiros";1;-;-;4;-;-;5
"260150 Belém de Maria";-;-;-;1;-;-;1
"260160 Belém do São Francisco";-;1;-;4;-;-;5
"260170 Belo Jardim";2;-;-;8;-;-;10
"260180 Betânia";-;1;-;3;-;-;4
"260190 Bezerros";2;-;-;9;-;-;11
"260200 Bodocó";-;-;-;3;-;-;3
"260210 Bom Conselho";-;1;-;5;-;-;6
"260220 Bom Jardim";-;-;-;6;-;-;6
"260230 Bonito";-;-;-;1;-;-;1
"260240 Brejão";-;-;-;2;-;-;2
"260250 Brejinho";-;-;-;-;-;-;-
"260260 Brejo da Madre de Deus";4;-;-;7;-;-;11
"260270 Buenos Aires";-;-;-;-;-;-;-
"260280 Buíque";-;-;-;6;-;-;6
"260290 Cabo de Santo Agostinho";7;2;-;18;-;1;28
"260300 Cabrobó";2;-;-;1;-;1;4
"260310 Cachoeirinha";-;-;-;1;-;-;1
"260320 Caetés";1;-;-;3;-;1;5
"260330 Calçado";-;-;-;4;-;-;4
"260340 Calumbi";-;-;-;1;-;-;1
"260345 Camaragibe";5;-;-;13;-;-;18
"260350 Camocim de São Félix";-;-;-;4;-;-;4
"260360 Camutanga";-;-;-;-;-;-;-
"260370 Canhotinho";-;-;-;3;-;-;3
"260380 Capoeiras";-;-;-;-;-;-;-
"260390 Carnaíba";4;-;-;3;-;-;7
"260392 Carnaubeira da Penha";-;-;-;-;-;-;-
"260400 Carpina";4;-;-;3;-;-;7
"260410 Caruaru";9;-;-;34;-;-;43
"260415 Casinhas";-;-;-;-;-;-;-
"260420 Catende";1;-;-;3;-;-;4
"260430 Cedro";-;-;-;-;-;-;-
"260440 Chã de Alegria";-;-;-;-;-;-;-
"260450 Chã Grande";1;-;-;1;-;1;3
"260460 Condado";1;-;-;4;-;-;5
"260470 Correntes";-;-;-;1;-;1;2
"260480 Cortês";1;-;-;2;-;1;4
"260490 Cumaru";1;-;-;1;-;-;2
"260500 Cupira";-;1;-;2;-;-;3
"260510 Custódia";-;-;-;5;-;-;5
"260515 Dormentes";2;-;-;1;-;-;3
"260520 Escada";2;-;-;10;-;-;12
"260530 Exu";-;1;-;1;-;-;2
"260540 Feira Nova";-;-;-;2;-;-;2
"260545 Fernando de Noronha";-;-;-;-;-;-;-
"260550 Ferreiros";-;-;-;1;-;-;1
"260560 Flores";2;-;-;-;-;-;2
"260570 Floresta";3;1;-;7;-;-;11
"260580 Frei Miguelinho";-;-;-;-;-;-;-
"260590 Gameleira";1;-;-;2;-;-;3
"260600 Garanhuns";2;-;-;10;-;6;18
"260610 Glória do Goitá";-;-;-;1;-;-;1
"260620 Goiana";1;-;-;4;-;1;6
"260630 Granito";-;-;-;-;-;-;-
"260640 Gravatá";2;-;-;9;-;1;12
"260650 Iati";-;-;-;2;-;-;2
"260660 Ibimirim";-;-;-;2;-;-;2
"260670 Ibirajuba";-;-;-;3;-;-;3
"260680 Igarassu";2;1;-;10;-;-;13
"260690 Iguaracy";1;-;-;4;-;-;5
"260760 Ilha de Itamaracá";1;-;-;2;-;-;3
"260700 Inajá";-;-;-;1;-;-;1
"260710 Ingazeira";-;-;-;-;-;-;-
"260720 Ipojuca";-;1;-;11;-;1;13
"260730 Ipubi";1;-;-;5;-;-;6
"260740 Itacuruba";-;-;-;2;-;-;2
"260750 Itaíba";1;-;-;1;-;-;2
"260765 Itambé";1;-;-;-;-;-;1
"260770 Itapetim";-;-;-;1;-;1;2
"260775 Itapissuma";1;-;-;5;-;-;6
"260780 Itaquitinga";-;-;-;1;-;-;1
"260790 Jaboatão dos Guararapes";21;1;-;44;-;3;69
"260795 Jaqueira";-;-;-;1;-;-;1
"260800 Jataúba";1;-;-;1;-;-;2
"260805 Jatobá";-;-;-;-;-;-;-
"260810 João Alfredo";-;-;-;4;-;1;5
"260820 Joaquim Nabuco";-;-;-;1;-;-;1
"260825 Jucati";-;-;-;1;-;-;1
"260830 Jupi";-;-;-;4;-;-;4
"260840 Jurema";-;-;-;-;-;-;-
"260850 Lagoa de Itaenga";-;-;-;1;-;1;2
"260845 Lagoa do Carro";-;-;-;1;-;-;1
"260860 Lagoa do Ouro";1;-;-;1;-;-;2
"260870 Lagoa dos Gatos";-;-;-;-;-;-;-
"260875 Lagoa Grande";-;-;-;2;-;-;2
"260880 Lajedo";1;-;-;8;-;-;9
"260890 Limoeiro";5;-;-;4;-;-;9
"260900 Macaparana";1;-;-;1;-;1;3
"260910 Machados";1;-;-;2;-;-;3
"260915 Manari";-;-;-;-;-;-;-
"260920 Maraial";-;-;-;1;-;-;1
"260930 Mirandiba";-;-;-;1;-;-;1
"261430 Moreilândia";1;-;-;-;-;-;1
"260940 Moreno";3;1;-;1;-;-;5
"260950 Nazaré da Mata";-;1;-;5;-;-;6
"260960 Olinda";12;1;-;25;-;2;40
"260970 Orobó";2;-;-;2;-;-;4
"260980 Orocó";-;2;-;-;-;-;2
"260990 Ouricuri";1;-;-;9;-;-;10
"261000 Palmares";2;-;-;9;-;2;13
"261010 Palmeirina";-;-;-;-;-;-;-
"261020 Panelas";-;-;-;3;-;-;3
"261030 Paranatama";-;-;-;3;-;-;3
"261040 Parnamirim";-;-;-;2;-;-;2
"261050 Passira";2;-;-;3;-;-;5
"261060 Paudalho";-;-;-;3;-;-;3
"261070 Paulista";10;-;-;32;-;5;47
"261080 Pedra";1;-;-;-;-;-;1
"261090 Pesqueira";4;-;-;5;-;-;9
"261100 Petrolândia";-;-;-;4;-;-;4
"261110 Petrolina";7;3;-;37;-;-;47
"261120 Poção";-;-;-;1;-;-;1
"261130 Pombos";1;-;-;1;-;-;2
"261140 Primavera";-;-;-;-;-;-;-
"261150 Quipapá";1;-;-;2;-;-;3
"261153 Quixaba";-;-;-;-;-;-;-
"261160 Recife";89;6;2;170;-;16;283
"261170 Riacho das Almas";2;-;-;1;-;-;3
"261180 Ribeirão";-;-;-;6;-;-;6
"261190 Rio Formoso";-;-;-;3;-;-;3
"261200 Sairé";-;-;-;1;-;-;1
"261210 Salgadinho";1;-;-;-;-;-;1
"261220 Salgueiro";2;1;-;5;-;-;8
"261230 Saloá";-;-;-;3;-;-;3
"261240 Sanharó";-;-;-;2;-;-;2
"261245 Santa Cruz";-;-;-;-;-;1;1
"261247 Santa Cruz da Baixa Verde";1;-;-;1;-;-;2
"261250 Santa Cruz do Capibaribe";4;-;-;3;-;-;7
"261255 Santa Filomena";-;-;-;-;-;-;-
"261260 Santa Maria da Boa Vista";-;-;-;6;-;1;7
"261270 Santa Maria do Cambucá";-;-;-;1;-;-;1
"261280 Santa Terezinha";2;-;-;1;-;-;3
"261290 São Benedito do Sul";1;-;-;2;-;-;3
"261300 São Bento do Una";1;-;-;4;-;1;6
"261310 São Caitano";1;-;-;4;-;-;5
"261320 São João";-;-;-;3;-;-;3
"261330 São Joaquim do Monte";-;-;-;-;-;-;-
"261340 São José da Coroa Grande";-;-;-;4;-;-;4
"261350 São José do Belmonte";1;-;-;4;-;-;5
"261360 São José do Egito";4;-;-;1;-;-;5
"261370 São Lourenço da Mata";3;-;-;6;-;1;10
"261380 São Vicente Ferrer";-;-;-;-;-;-;-
"261390 Serra Talhada";2;-;-;5;-;1;8
"261400 Serrita";-;-;-;3;-;-;3
"261410 Sertânia";1;-;-;4;-;-;5
"261420 Sirinhaém";-;-;-;3;-;-;3
"261440 Solidão";-;-;-;-;-;-;-
"261450 Surubim";1;-;-;9;-;-;10
"261460 Tabira";3;-;-;2;-;-;5
"261470 Tacaimbó";-;-;-;2;-;-;2
"261480 Tacaratu";-;-;-;3;-;-;3
"261485 Tamandaré";-;-;-;4;-;-;4
"261500 Taquaritinga do Norte";-;-;-;1;-;-;1
"261510 Terezinha";-;-;-;-;-;-;-
"261520 Terra Nova";-;-;-;1;-;-;1
"261530 Timbaúba";-;-;-;3;-;1;4
"261540 Toritama";1;1;-;5;-;-;7
"261550 Tracunhaém";-;-;-;3;-;-;3
"261560 Trindade";1;-;-;5;-;1;7
"261570 Triunfo";-;-;-;4;-;-;4
"261580 Tupanatinga";-;-;-;1;-;-;1
"261590 Tuparetama";-;-;-;1;-;-;1
"261600 Venturosa";-;-;-;2;-;-;2
"261610 Verdejante";-;-;-;-;-;-;-
"261618 Vertente do Lério";-;-;-;-;-;-;-
"261620 Vertentes";2;-;-;2;-;-;4
"261630 Vicência";1;-;-;1;-;-;2
"261640 Vitória de Santo Antão";1;1;-;7;-;-;9
"261650 Xexéu";-;-;-;1;-;-;1
"260000 Município ignorado - PE";1;-;-;8;-;1;10
"270010 Água Branca";-;-;-;2;-;-;2
"270020 Anadia";-;-;-;2;-;-;2
"270030 Arapiraca";4;-;-;22;-;2;28
"270040 Atalaia";-;-;-;3;-;-;3
"270050 Barra de Santo Antônio";-;-;-;2;-;-;2
"270060 Barra de São Miguel";-;-;-;1;-;-;1
"270070 Batalha";-;-;-;1;-;-;1
"270080 Belém";-;-;-;2;-;-;2
"270090 Belo Monte";-;-;-;-;-;-;-
"270100 Boca da Mata";1;-;-;4;-;1;6
"270110 Branquinha";-;-;-;1;-;-;1
"270120 Cacimbinhas";-;-;-;-;-;-;-
"270130 Cajueiro";-;-;-;7;-;-;7
"270135 Campestre";-;-;-;-;-;-;-
"270140 Campo Alegre";1;-;-;1;-;-;2
"270150 Campo Grande";-;-;-;2;-;-;2
"270160 Canapi";-;-;-;2;-;-;2
"270170 Capela";-;-;-;3;-;-;3
"270180 Carneiros";-;-;-;-;-;-;-
"270190 Chã Preta";-;-;-;2;-;-;2
"270200 Coité do Nóia";1;-;-;1;-;-;2
"270210 Colônia Leopoldina";-;-;-;1;-;-;1
"270220 Coqueiro Seco";-;-;-;1;1;-;2
"270230 Coruripe";1;-;-;2;-;-;3
"270235 Craíbas";-;-;-;5;-;-;5
"270240 Delmiro Gouveia";-;-;-;4;-;-;4
"270250 Dois Riachos";-;-;-;1;-;-;1
"270255 Estrela de Alagoas";-;-;1;5;-;-;6
"270260 Feira Grande";-;-;-;1;-;-;1
"270270 Feliz Deserto";-;-;-;-;-;-;-
"270280 Flexeiras";-;-;-;1;-;-;1
"270290 Girau do Ponciano";-;-;-;6;-;-;6
"270300 Ibateguara";1;-;-;3;-;-;4
"270310 Igaci";-;-;-;8;-;-;8
"270320 Igreja Nova";-;-;-;-;-;-;-
"270330 Inhapi";-;-;-;-;-;-;-
"270340 Jacaré dos Homens";-;-;-;-;-;-;-
"270350 Jacuípe";-;-;-;-;-;-;-
"270360 Japaratinga";-;-;-;-;-;-;-
"270370 Jaramataia";-;-;-;1;-;-;1
"270375 Jequiá da Praia";-;-;-;-;-;-;-
"270380 Joaquim Gomes";-;-;-;3;-;-;3
"270390 Jundiá";-;-;-;-;-;-;-
"270400 Junqueiro";-;-;-;3;-;-;3
"270410 Lagoa da Canoa";1;-;-;1;-;-;2
"270420 Limoeiro de Anadia";-;-;-;2;-;-;2
"270430 Maceió";26;5;-;100;-;7;138
"270440 Major Isidoro";-;-;-;-;-;-;-
"270490 Mar Vermelho";-;-;-;-;-;-;-
"270450 Maragogi";-;1;-;1;-;-;2
"270460 Maravilha";-;-;-;2;-;-;2
"270470 Marechal Deodoro";1;-;-;4;-;-;5
"270480 Maribondo";-;-;-;4;-;-;4
"270500 Mata Grande";1;-;-;-;-;-;1
"270510 Matriz de Camaragibe";1;-;-;3;-;-;4
"270520 Messias";1;-;-;1;-;-;2
"270530 Minador do Negrão";-;-;-;-;-;-;-
"270540 Monteirópolis";-;1;-;-;-;-;1
"270550 Murici";-;-;-;3;-;-;3
"270560 Novo Lino";1;-;-;2;-;-;3
"270570 Olho d'Água das Flores";-;-;-;-;-;-;-
"270580 Olho d'Água do Casado";-;-;-;-;-;-;-
"270590 Olho d'Água Grande";-;-;-;-;-;-;-
"270600 Olivença";-;-;-;-;-;-;-
"270610 Ouro Branco";-;-;-;1;-;-;1
"270620 Palestina";-;-;-;1;-;-;1
"270630 Palmeira dos Índios";1;1;-;10;-;-;12
"270640 Pão de Açúcar";-;-;-;2;-;-;2
"270642 Pariconha";-;-;-;-;-;-;-
"270644 Paripueira";-;-;-;1;-;-;1
"270650 Passo de Camaragibe";-;-;-;-;-;-;-
"270660 Paulo Jacinto";-;-;-;-;-;-;-
"270670 Penedo";-;-;-;4;-;1;5
"270680 Piaçabuçu";-;-;-;2;-;-;2
"270690 Pilar";-;-;-;3;-;1;4
"270700 Pindoba";-;-;-;-;-;-;-
"270710 Piranhas";-;-;-;1;-;-;1
"270720 Poço das Trincheiras";-;-;-;-;-;-;-
"270730 Porto Calvo";-;-;-;1;-;-;1
"270740 Porto de Pedras";1;-;-;-;-;-;1
"270750 Porto Real do Colégio";-;-;-;4;-;-;4
"270760 Quebrangulo";-;-;-;2;-;-;2
"270770 Rio Largo";4;-;-;8;-;-;12
"270780 Roteiro";-;-;-;-;-;-;-
"270790 Santa Luzia do Norte";-;-;-;-;-;-;-
"270800 Santana do Ipanema";-;1;-;12;-;-;13
"270810 Santana do Mundaú";-;-;-;-;-;-;-
"270820 São Brás";-;-;-;-;-;-;-
"270830 São José da Laje";-;-;-;2;-;-;2
"270840 São José da Tapera";-;1;-;2;-;-;3
"270850 São Luís do Quitunde";-;-;-;5;-;1;6
"270860 São Miguel dos Campos";2;-;-;9;-;-;11
"270870 São Miguel dos Milagres";-;-;-;-;-;-;-
"270880 São Sebastião";-;-;-;4;-;-;4
"270890 Satuba";-;-;-;3;-;-;3
"270895 Senador Rui Palmeira";-;-;-;2;-;-;2
"270900 Tanque d'Arca";-;-;-;-;-;-;-
"270910 Taquarana";-;-;-;1;-;-;1
"270915 Teotônio Vilela";-;-;-;4;-;-;4
